Something	101-030716-JAP_(Rat230_2).CEL	102-030716-JAP_(Rat230_2).CEL	104-030716-JAP_(Rat230_2).CEL	105-030716-JAP_(Rat230_2).CEL	106-030716-JAP_(Rat230_2).CEL	107-030716-JAP_(Rat230_2).CEL	109-030716-JAP_(Rat230_2).CEL	110-030716-JAP_(Rat230_2).CEL	112-030716-JAP_(Rat230_2).CEL	113-030716-JAP_(Rat230_2).CEL	115-030716-JAP_(Rat230_2).CEL	117-030716-JAP_(Rat230_2).CEL	118-030716-JAP_(Rat230_2).CEL	119-030716-JAP_(Rat230_2).CEL	120-030716-JAP_(Rat230_2).CEL	122-030716-JAP_(Rat230_2).CEL	123-030716-JAP_(Rat230_2).CEL	124-030716-JAP_(Rat230_2).CEL	125-030716-JAP_(Rat230_2).CEL	126-030716-JAP_(Rat230_2).CEL	128-030716-JAP_(Rat230_2).CEL	129-030716-JAP_(Rat230_2).CEL	130-030716-JAP_(Rat230_2).CEL	131-030716-JAP_(Rat230_2).CEL	132-030716-JAP_(Rat230_2).CEL	133-030716-JAP_(Rat230_2).CEL	134-030716-JAP_(Rat230_2).CEL	135-030716-JAP_(Rat230_2).CEL
1369814_at	3.3989024	3.452294	3.562753	3.653647	3.5316656	3.711445	3.5497591	3.800832	3.7347791	3.6651201	3.6859655	3.7197385	3.4261582	3.7029788	3.8158376	3.7773604	3.7058196	3.4379385	3.8253193	3.6484911	3.319223	3.508637	3.4861069	3.7545917	3.5921993	3.8998494	3.6420126	3.5916388
1369815_at	5.8745937	6.1834183	5.835285	5.922717	5.820616	5.789961	6.234132	5.6663523	5.736576	5.7715025	6.074054	5.974746	5.940216	6.0191793	5.9344497	5.84781	6.0019264	5.7962	5.786786	5.9042344	5.6607256	5.85999	5.7728043	5.5591497	5.8006063	5.589636	5.7104225	5.897237
1369816_at	4.2368503	4.1581206	3.95031	4.4248934	4.2593145	4.2119474	3.9724274	4.1510525	4.0440264	4.3538704	4.1248837	3.8084447	4.1579123	4.2384124	4.1851377	4.176029	4.4605427	3.9986722	4.4783907	4.258154	3.953229	4.295767	4.2641554	3.9697998	4.072274	3.866632	3.944278	4.1609173
1369817_at	3.6105525	3.6870923	3.5015874	3.7492218	3.570698	3.1948326	3.7423503	3.5365562	3.5311723	3.5834622	3.3234828	3.669412	3.577128	3.6343937	3.4506495	3.4877043	3.63475	3.445557	3.3187747	3.0559928	3.5332246	3.6350887	3.6935358	3.330622	3.2432365	3.5068808	3.598215	3.4928222
1369818_at	4.1926017	3.9525967	4.294351	3.9500303	4.0981393	4.042382	4.009039	4.0111203	4.135064	3.8918753	4.543418	3.982274	4.2279425	4.027833	4.1584	3.9421766	4.035998	3.9450831	3.8950026	3.9999952	3.8715324	4.008129	4.09844	4.246258	3.8444126	4.1535106	4.1420083	3.8548782
1369819_at	3.9318666	4.1765084	4.3213563	4.1660852	4.305628	4.240304	4.013626	4.23612	3.8525329	4.220583	4.1817436	4.14727	4.2833138	4.4425783	4.313217	4.282587	4.1711707	4.1437426	4.2908325	4.3873997	4.370925	4.1452174	3.9901123	4.29739	4.259535	4.2348943	4.4390397	4.1395
1369820_at	3.5590389	3.1189342	3.3538413	3.1314316	3.3540018	3.1888697	3.4304938	3.5574374	3.3302898	3.5384238	3.4217448	3.581486	3.4738827	3.409917	3.4261339	3.4289694	3.4518344	3.3429449	3.6203625	3.4745872	3.4396389	3.6813006	3.42313	3.494329	3.247144	3.2661095	3.4108734	3.6099794
1369821_a_at	3.6038802	3.42683	3.6008475	3.5132103	3.6328754	3.6806054	3.5861757	3.6161137	3.6258185	3.6428175	3.7623503	3.4886582	3.668175	3.6414976	3.866745	3.7638273	3.704352	3.3973114	3.870894	3.714155	3.492364	3.6216729	3.5080814	3.5635858	3.5963259	3.4664016	3.7759879	3.5935903
1369822_at	3.872064	3.7586663	3.628399	3.5571728	3.662839	3.9587126	3.775617	3.8306005	3.9707427	4.003618	3.9169784	3.5736206	3.5544386	3.4419365	3.815481	3.7313745	3.9728172	3.7057686	3.6273198	3.6941497	3.6006184	4.038003	3.894368	3.6754422	3.5548935	3.832501	3.5209675	3.556747
1369823_at	4.293875	3.881895	4.0087905	4.051466	3.7280004	3.9705713	4.1619816	3.9128308	3.975164	4.4321003	4.3840723	4.522706	4.0021076	4.095958	3.9130192	3.922169	4.273584	3.7005734	3.8133485	4.0455933	4.065433	3.7868044	3.9066153	4.214689	3.836384	3.7433643	4.066395	3.848096
1369824_at	3.9535825	3.7448452	4.0647297	3.8125372	3.7285886	3.9432704	3.6070166	3.672273	3.9942014	3.886098	3.6587183	3.9240632	3.7882502	3.6942787	3.883481	3.9973958	3.638778	3.8529758	3.876946	3.9899585	3.9237645	3.7378767	3.9283767	3.8171012	3.9248817	3.7689912	4.0113645	3.5495677
1369825_at	4.156884	4.12897	4.1590443	4.4164286	4.3210597	4.4837275	4.424424	4.186309	4.375157	4.42733	4.669818	4.511948	4.4100204	4.3182764	4.4648237	4.1468515	4.195815	4.297595	4.449078	4.1018515	4.351961	4.303466	4.260309	4.505826	4.319209	4.4233813	4.5853915	4.5203857
1369826_at	5.005645	5.397791	5.4109983	5.2372503	5.3184643	5.2398577	5.1038837	5.413871	5.0647135	5.1538525	5.2431335	5.253026	4.8824797	5.412343	5.0265274	4.7561274	5.412606	5.344078	5.1022816	5.422266	5.276308	5.2850313	5.216791	5.1941633	5.221427	5.2499847	4.8871565	5.386345
1369827_at	4.7490106	4.5223207	4.562661	4.8587813	4.5926137	4.8212767	4.751589	4.65804	4.7524004	4.6323767	4.816403	4.7490106	4.6527615	4.7140794	4.858157	4.814056	4.8159013	4.6336336	4.760318	4.882304	4.7573576	4.7178445	4.552991	4.77571	4.804406	4.5518365	4.7817173	4.569126
1369828_at	4.724035	4.9092093	4.984575	4.963936	4.8508773	5.146043	5.0090427	4.965814	5.024541	5.210443	5.1824694	4.9975667	4.8276315	4.95592	5.1870117	4.819585	4.9417353	5.0267377	5.1142917	5.060974	5.005474	5.0146184	4.932239	4.957282	4.7903624	4.944454	5.029618	5.0498857
1369829_at	4.069114	3.9818172	4.018581	4.070548	4.0408525	4.4405527	4.163005	4.0201874	3.7421892	4.1460342	4.1452603	4.128009	3.6846695	3.9671304	4.1842804	3.8004663	3.898326	3.723503	4.2707453	4.1090193	3.8447905	3.8615854	4.0098352	4.288802	3.8138256	4.0254707	4.094527	3.8521397
1369830_at	3.9399447	3.7891371	3.9434931	3.954793	3.7218328	4.224382	4.0536857	3.6902888	4.019727	3.7714627	3.5976562	3.86695	3.6780195	3.991072	3.8159752	3.8615346	4.256693	4.0139666	4.07433	3.8360548	4.361394	4.290408	4.006214	3.837435	4.1114936	4.042634	3.9222543	3.7146728
1369831_at	4.42032	4.61057	4.3011622	4.533511	4.459436	4.597925	4.524862	4.5659084	4.5205994	4.4809666	4.826483	4.2398295	4.374509	4.335786	4.4107165	4.5250864	4.3998003	4.470748	4.507111	4.7336493	4.233411	4.3035603	4.6258535	4.417602	4.4534864	4.4200034	4.7692366	4.5272756
1369832_at	4.927335	4.7076173	4.766233	4.614757	4.940254	4.711503	4.676671	5.296155	4.8456764	4.950954	5.395416	5.0747056	4.58461	4.486364	4.7729077	4.520819	4.9482083	4.779163	4.974064	4.966143	4.496609	4.6790853	4.8089294	4.958082	4.9991612	4.765828	4.7563457	4.7853985
1369833_at	3.8768928	3.3305826	3.7465515	3.9833324	3.5478272	4.0691304	3.8138442	3.8387666	3.7713175	3.648299	4.3040667	4.1224923	3.9443295	3.569239	3.8816102	3.8355103	3.981877	3.9974952	3.8843505	4.122509	3.5804887	3.6133173	3.6933362	4.463359	3.931342	3.612996	3.800905	3.7995517
1369834_at	6.6096625	6.5207767	6.9142776	6.5793853	6.72406	6.7054358	6.993688	6.5667	6.8641434	6.670024	7.0272846	7.064371	6.802142	6.7159457	7.0359125	6.871787	6.834076	6.827448	7.121131	7.085025	7.093194	6.4430447	6.550961	6.787298	7.06477	7.100233	7.3225584	7.0399575
1369835_at	5.5580626	5.5792265	5.787333	5.982618	5.4867887	5.8894143	5.587586	5.6918297	5.9748464	5.7477937	5.9613094	5.970641	5.6306834	5.6599407	5.784484	5.827571	6.008681	5.6688995	6.106118	5.830461	5.730212	5.654064	5.669079	6.059081	5.519655	5.895507	5.474494	5.7648454
1369836_at	5.3014135	5.0264006	5.3666034	5.52004	5.3826046	5.337532	5.0787945	5.318593	5.2951756	5.2936707	5.8749647	5.575485	5.367194	5.534048	5.7038984	5.2432775	5.4974074	5.145977	5.393133	5.5122786	5.3338957	5.1733627	5.5275736	5.592416	5.2996607	5.314661	5.26342	5.4023657
1369837_at	11.78964	11.774173	11.808683	11.896839	11.911812	12.044004	11.915781	11.936734	11.802572	11.986255	11.965987	11.972488	11.795576	11.824132	11.842158	11.851529	11.786476	12.002021	11.794152	11.871569	11.728653	11.825025	11.856956	11.775703	11.879988	11.922213	11.959803	11.697396
1369838_at	3.2688136	3.4332047	3.3158908	3.6553586	3.336635	3.2971206	3.5410695	3.3703399	3.289505	3.322704	3.756018	3.760757	3.3287768	3.1557093	3.524579	3.3375325	3.4814618	3.104486	3.487904	3.2221308	3.3265736	3.3307219	3.436407	3.6533694	3.1276386	3.3159862	3.3247156	3.4043522
1369839_at	4.7127132	4.897913	4.7627096	5.0182085	5.025448	4.853894	4.820153	4.8437166	4.9823074	4.8750887	5.133383	5.16479	4.9647703	4.958041	4.966114	4.850032	5.099346	4.672164	5.136779	4.766925	4.913019	4.935528	4.8960857	4.9762793	4.761351	5.095955	4.899053	4.8151236
1369840_at	9.696144	9.694336	9.255984	8.445971	9.026062	9.4879875	8.957695	8.900158	9.714691	8.994909	8.2335415	8.728029	9.872072	9.303444	8.512825	9.755249	9.76864	9.480658	9.185285	8.634403	9.683478	9.658964	9.391476	9.634245	9.126766	8.801966	8.605906	9.829277
1369841_at	2.6515288	2.7665453	2.7386856	3.0413392	2.7633464	3.031434	3.0777075	2.7208881	3.0907693	2.920093	2.7559383	2.8519752	2.7188244	2.5973947	2.9061308	2.7321653	3.0569339	2.7668424	2.8418233	2.7610784	2.8889236	2.744363	2.918551	2.7394981	2.7655246	2.9012437	2.9053202	2.9217527
1369842_at	2.9992135	2.8699355	2.8851004	2.8973656	2.7446642	3.0630794	2.7977848	2.7944813	2.9064121	2.944488	2.9941049	2.932451	3.102075	2.9408727	2.960584	2.811998	2.9164433	2.7600183	3.0224557	2.9175155	2.584672	2.918572	2.9226475	2.7794366	2.7830992	2.8323154	2.735012	2.9505854
1369843_at	4.2224293	3.9705837	4.140979	4.200435	3.925622	4.11913	4.2447767	4.1390257	4.135665	4.3311157	4.265909	4.432515	4.209943	3.9465017	4.110759	4.1999674	4.118223	4.201477	4.0834866	3.9445717	4.079256	3.9889522	4.1231775	4.4514647	4.2478724	4.3534546	4.1680756	4.0882683
1369844_at	3.811709	3.6307313	3.770399	3.815248	3.5157146	3.7900033	3.7494035	3.642089	3.513121	4.000102	3.8877559	3.9986556	3.5395055	3.5217805	3.8151705	3.7641726	3.9494262	3.6510806	3.5720873	3.6201444	3.662301	3.9251044	3.4839458	3.6298492	3.6284106	3.49717	3.5379026	3.6606288
1369845_at	4.787136	4.981736	5.18929	4.9132385	4.831232	5.023727	4.925318	5.1484866	4.9521523	5.0523653	5.218519	5.0595417	5.0134263	5.200436	4.768443	4.7378545	4.886298	4.8629727	5.1143475	4.8858843	4.9298177	4.9515276	5.054151	5.1941137	4.9768286	5.0262823	4.98083	5.107621
1369846_at	2.5309405	2.5849786	2.9430785	2.8595095	2.7230716	3.0447161	2.908729	2.6502442	2.7889242	2.9819455	2.967034	2.8371143	2.6874785	2.8630223	2.8505425	2.7518363	2.859212	2.717795	3.1482337	2.8328872	2.6497903	2.709669	2.8067994	2.7920246	2.704887	2.9336543	2.8877125	2.7748742
1369847_at	4.140286	4.2393126	4.138986	4.3174567	4.281884	4.4152856	4.5742044	4.504445	4.3078094	4.262182	4.6024346	4.5078516	4.115338	4.3664856	4.3571124	4.2119823	4.232191	4.219352	4.3738003	4.20024	4.183579	4.317848	4.049801	4.081169	4.252891	4.275677	3.9439955	4.350058
1369848_at	2.4988828	2.6243377	2.5521708	2.5724897	2.5004945	2.589891	2.3733068	2.8934455	2.7002244	2.73104	2.6963472	2.654059	2.8140094	2.566914	2.6191258	2.5457149	2.6532264	2.5511236	2.5578752	2.566914	2.6169705	2.6868353	2.6546254	2.4658294	2.7039857	2.6719677	2.6952662	2.620089
1369849_at	4.4958243	4.647676	4.286585	4.685095	4.327277	4.801861	4.5648365	4.441021	4.544952	4.574641	4.593767	4.8371353	4.675231	4.4955044	4.40434	4.419813	4.5950403	4.3468466	4.7663045	4.5445566	4.557433	4.5556183	4.3412695	4.567215	4.541705	4.266565	4.50842	4.423401
1369850_at	5.6244698	5.430971	5.552109	5.443985	5.302202	5.3700166	5.2772484	5.501807	5.291688	5.447674	5.686283	5.54844	5.4557953	5.463604	5.643179	5.9725156	5.8120594	5.6659203	6.04523	6.0813556	5.9771023	6.1978173	6.148774	5.692779	6.195017	6.622085	6.3313723	6.2978554
1369851_at	6.2842283	6.3606887	6.402458	6.556857	6.091243	6.506871	6.143325	6.402075	6.6846294	6.457985	6.8461685	6.6648273	6.446537	6.4812636	6.575018	6.222014	6.591224	6.249299	6.47466	6.4614706	6.3405256	6.3982573	6.5585194	6.672658	6.319566	6.365819	6.3931894	6.3935
1369852_at	11.730945	11.764386	11.739876	11.711794	11.763685	11.731998	11.739535	11.851824	11.682018	11.713378	11.749772	11.709024	11.688365	11.738587	11.724636	11.782507	11.714942	11.7402	11.668072	11.6868925	11.664275	11.633433	11.671346	11.660917	11.730208	11.668477	11.72811	11.671782
1369853_at	4.0826454	4.0861187	4.1047163	4.0706673	4.1051464	4.2865496	4.100032	4.143097	4.1982927	4.1859646	4.0497503	4.277403	3.821949	4.168544	3.9335978	4.1536694	4.117543	3.9219432	4.0847473	4.3575926	3.9626544	3.982128	3.9168882	4.427162	3.9831126	3.9476774	3.961206	3.9532368
1369854_a_at	7.4330854	7.6631093	7.700499	7.7284374	7.5199347	8.022044	7.5509796	7.850152	7.6193323	7.6633177	7.4539022	7.777129	7.6094317	7.862105	7.388299	7.671573	7.589875	7.5293055	7.1645126	7.63695	7.3500934	7.46209	7.6447253	7.60354	7.4060683	7.6273613	7.642049	7.787598
1369855_at	2.9581466	3.0085893	2.8006968	3.0350688	2.900702	3.0447254	3.0895884	3.0471683	2.9483454	3.130688	2.8413787	2.959046	3.0405672	2.807095	2.982079	2.9248707	3.0195913	2.6658406	2.962417	2.9176679	2.645893	3.0527353	3.0527933	3.09684	2.8802748	2.9332898	2.9278364	3.0639725
1369856_at	3.8937552	3.9977372	4.020042	4.188023	3.9335377	4.063548	3.7961645	4.1655183	4.0311613	4.364888	4.2869244	4.2774034	4.0637536	4.0526676	4.27435	3.867801	4.161452	4.0981812	4.3171306	4.066551	4.0275764	3.9395282	3.9639816	4.289999	4.25368	4.0798736	4.1634264	3.975188
1369857_a_at	5.02947	5.107109	5.099919	5.448954	5.0765877	5.3663077	5.2883353	5.2854214	5.015815	5.0180984	5.242695	5.3103037	5.265719	5.1814294	5.331381	5.2811847	5.2017016	5.061167	5.13434	5.36512	4.995454	4.8545017	4.9810658	5.4481287	4.962851	5.01683	5.31134	5.189566
1369858_at	3.3848243	3.4168248	3.350374	3.5188231	3.5284374	3.614018	3.3581617	3.5366664	3.2768137	3.703261	3.4515672	4.0267634	3.4500215	3.4041884	3.6433825	3.4626138	3.6392076	3.3900745	3.3775325	3.6457345	3.4063714	3.6734688	3.582005	3.6253932	3.7752738	3.6391144	3.6171272	3.4644856
1369859_at	3.6394274	3.7297206	3.9842918	4.1131544	3.5867925	4.1498523	3.7713954	3.9107592	4.083598	4.0017004	3.911288	3.9698899	3.5692701	3.832505	3.9551253	3.9941173	4.055402	3.937054	4.061784	4.1062794	3.8249946	3.790871	3.645355	4.0312443	3.975198	4.0432205	4.045879	3.836977
1369860_a_at	4.140286	4.0917387	3.974951	4.0709934	4.063437	4.2425637	4.027968	3.7543297	3.9306846	4.228242	4.322425	4.0878735	3.999046	3.8185186	4.0941644	3.791811	3.8288116	3.756742	4.214303	3.993484	3.9711733	4.0091023	4.0477057	4.3270235	3.7566257	3.685521	3.5896115	3.9334242
1369861_at	3.7698574	4.1736097	4.164419	4.0477114	4.1713333	4.004598	4.066387	4.001332	4.0200996	3.83133	4.2706747	3.867329	3.9984283	4.0047083	4.1599245	4.050788	4.205597	3.9823146	4.234256	4.110983	3.9064782	3.8494704	4.2084646	4.202872	4.084306	3.9731183	4.0361786	3.7505436
1369862_at	3.6823115	3.7808435	3.7775426	3.532137	3.5981863	4.0763593	3.6291254	3.9218116	3.6058822	3.8011756	3.5449927	3.6209557	3.5959332	3.8250902	3.4992585	3.7683036	3.5187616	3.5108006	3.9228184	3.773153	3.936404	3.8160338	3.6074283	3.9207897	3.9525049	3.8482633	3.85314	3.7680063
1369863_at	8.420936	8.067936	7.7598495	6.5119987	7.1368976	6.705737	7.0549746	6.5444794	8.042122	7.421468	6.6582317	6.9447412	8.09763	7.431864	6.8673973	8.380637	7.6160035	7.038767	7.8551445	6.8211403	8.2524185	7.8242407	8.382463	7.439519	7.13417	6.9011793	6.7879353	7.9874535
1369864_a_at	5.804934	5.6209784	6.8458023	6.3643103	5.729325	5.84388	6.17118	6.1619844	6.115227	5.9567256	6.356861	6.306707	6.039014	5.9032693	5.847796	5.687472	5.8736115	5.810753	5.755497	6.6342206	5.3111496	5.3402076	5.4756813	5.6764007	5.541441	5.736904	5.9425936	5.729934
1369865_at	3.4144065	3.060255	3.4173145	3.3108804	3.169228	3.3886151	3.2480433	3.4667568	3.370754	3.3519306	3.774271	3.639006	3.3033543	3.4667275	3.3238754	3.2348506	3.6246228	3.2104437	3.6065867	3.352167	3.1352243	3.3946774	3.5192816	3.40976	3.3931427	3.430582	3.390448	3.6078403
1369866_at	3.3223755	3.3911047	3.5645943	3.6102645	3.5609415	3.6320558	3.5080705	3.863505	3.5321965	3.6420484	3.71618	3.5697117	3.6229224	3.6728034	3.7458904	3.567951	3.329848	3.347651	3.733115	3.6224933	3.4375634	3.2934272	3.5269206	3.6508222	3.5358458	3.5609415	3.8279033	3.4960327
1369867_at	4.1839094	3.9864354	4.416854	4.0017447	4.052939	4.3993735	3.7704387	4.2616057	4.119	4.2028184	4.1888957	4.5789967	3.8723307	3.9659271	4.3055706	4.0330744	4.0377493	4.2593536	3.917601	4.4676695	3.7875912	4.0963073	4.1563997	4.2972927	4.1687455	4.3879237	4.528848	3.754567
1369868_at	9.807423	9.793337	9.685027	9.797764	9.887712	10.081335	9.9910755	9.74424	9.91924	9.919579	9.975915	9.941467	9.814581	9.8794155	9.90644	9.848198	9.826739	9.94077	9.800142	9.781707	9.796673	9.876368	9.781436	9.957809	9.977102	9.900711	9.842527	9.927149
1369869_at	4.0925746	3.9332044	3.896266	4.211718	3.9815907	4.145045	3.8021057	3.9777598	3.9569018	4.0188923	4.1119094	4.1585183	4.0358	3.9276164	4.1393085	4.083949	3.9818497	3.7816632	4.2372527	3.945357	3.9457161	4.104844	4.013564	4.208251	4.0848255	4.298578	4.1527166	3.8526163
1369870_at	6.2524934	6.30938	6.2492003	6.2955737	6.2935195	6.4163637	6.271752	5.9445667	6.390033	6.277561	6.3341656	6.2924876	6.475736	6.322571	6.15235	6.390672	6.1296644	6.312755	6.175443	6.136488	6.5587983	6.1794176	6.484325	6.4876137	6.591434	6.1554914	6.041867	6.262681
1369871_at	2.9411902	3.0920386	2.9726696	3.0037186	2.8270636	2.9102054	2.9488964	2.9281528	2.8521829	2.7274156	2.9451027	2.955724	3.0719306	2.928722	2.7321982	3.0044267	2.7429762	3.0260825	2.8884876	2.6820173	2.96074	3.0458894	2.6903982	2.804708	2.9136784	2.859437	2.7573075	2.9242952
1369872_a_at	3.3116856	3.397294	3.4854043	3.6429403	3.341711	3.5509062	3.3345523	3.5712955	3.5682046	3.7636092	3.5243917	3.5998814	3.381968	3.5151339	3.4428377	3.3495495	3.3718426	3.34284	3.5893302	3.485473	3.3261805	3.4290273	3.2071009	3.5639095	3.4771562	3.1447861	3.6476874	3.6683393
1369873_at	3.5235028	3.4569812	3.579049	3.5287664	3.3064053	3.4780283	3.4806051	3.500812	3.3727262	3.7048028	4.0463667	3.4571195	3.411694	3.6025434	3.732861	3.51143	3.7619014	3.7091506	3.706523	3.582565	3.7999294	3.4876142	3.589994	3.7735546	3.500625	3.611742	3.647698	3.5139966
1369874_at	3.5304663	3.737359	3.711258	4.172027	3.7450128	3.9787521	4.100167	4.0061846	3.807315	3.6737447	3.947211	4.056602	3.672962	3.704302	3.681233	3.9045262	3.8860526	3.7470946	3.8319736	3.7204924	3.6774025	3.7906985	3.8020675	3.861629	3.7626	3.901967	3.9338827	3.4464412
1369875_at	4.2920084	4.2301025	4.2325535	4.401107	4.0273457	4.07452	4.2621512	4.1760006	4.041502	4.452941	4.4152546	4.050951	4.1821337	4.2077026	4.243776	4.1802235	4.1943464	4.305276	4.2798214	4.274868	3.9715755	4.151597	4.172659	4.321357	4.301573	4.3751125	4.1848383	4.363772
1369876_at	3.2972813	2.9215684	3.0052376	2.94562	3.1362367	3.0261872	3.0428839	3.1518586	3.1462224	2.9433482	3.1034644	3.2321856	3.0887392	2.9912047	3.0769079	3.1057281	3.0887392	3.1627665	3.1270206	2.8960469	3.0471816	3.0052736	3.1616063	2.9661794	3.1766777	2.998262	3.1017091	3.031466
1369877_at	4.3964953	4.7384515	4.721461	4.7631955	4.883782	4.6269217	4.9861975	4.849702	4.7172213	4.7295694	4.610253	4.8983545	4.5413933	4.7354636	4.4358315	4.5683384	4.4770794	4.6810565	4.5582104	4.656612	4.5581603	4.4650984	4.8324957	4.8483095	4.7376685	4.2650347	4.472425	4.575311
1369878_at	3.2963967	3.4373794	3.227012	3.5589614	3.3798592	3.2095983	3.516332	3.600764	3.3626456	3.736624	3.9425662	3.687312	3.2846024	3.509835	3.4717717	3.4464505	3.5054684	3.430961	3.4551551	3.5735025	3.5063353	3.2936666	3.3987572	3.3064625	3.5566022	3.1523478	3.4828815	3.4786794
1369879_a_at	12.492537	12.503394	12.518887	12.542462	12.45946	12.561773	12.50295	12.553891	12.55912	12.5921955	12.618605	12.576631	12.490105	12.637142	12.660542	12.575453	12.533359	12.570657	12.558019	12.565232	12.608328	12.586311	12.642457	12.586528	12.532704	12.537107	12.60418	12.541843
1369880_at	3.1365938	3.335503	3.0353827	3.1553838	3.0791702	3.5074122	3.4016047	3.262164	3.3655255	3.4268413	3.3475246	3.368806	3.3831797	3.1935103	3.0639126	3.332863	3.4614596	3.2489522	3.030213	3.259894	3.31911	3.2544959	3.3646133	3.0446346	3.089174	3.1899118	3.2436595	3.27919
1369881_at	3.1179123	3.4896154	3.3225985	3.4843946	3.233381	3.5452375	3.4138212	3.4718328	3.3211253	3.3230824	3.47275	3.415873	3.5306823	3.262048	3.3810258	3.634485	3.2621503	3.4236584	3.3901496	3.3658884	3.6443145	3.3392715	3.0846887	3.3983293	3.5073447	3.317735	3.374434	3.1723444
1369882_at	3.789481	3.517621	3.9939358	3.8332696	3.5797672	3.6986156	3.8917532	3.9057732	3.708282	3.9975526	3.8783622	3.7429366	3.9092586	3.889595	4.2384458	3.8875694	3.4437468	3.7401605	4.0005703	3.8973413	3.9912848	3.7445579	3.7648292	3.8182847	3.884485	4.1184497	4.03514	4.131106
1369883_at	2.8395033	3.0123806	3.0730317	3.0014675	2.9519591	3.206741	3.0119927	3.1234071	3.1598864	3.0893028	2.978917	2.8560512	2.8555	2.8023105	2.6113975	2.8764598	2.9740047	2.9864924	2.7458599	2.7247488	2.6718597	2.839723	3.031062	3.0095987	2.9506915	2.728451	3.009771	2.8223128
1369884_at	3.8198748	3.8489459	3.94193	4.052372	3.6600282	3.823283	4.059598	3.6782525	3.7930663	4.0183954	4.1160555	4.0668173	3.7157776	3.8717453	3.8762195	3.59842	3.9759068	3.7357974	3.9628665	3.9583206	3.7505643	3.745107	3.8779175	3.890535	3.8303216	4.1812515	3.9507892	3.974443
1369885_at	4.050457	3.945897	3.9606094	4.2369165	4.1281214	3.959413	4.0788817	4.245453	4.0880156	4.33253	4.3442926	4.2031937	4.027315	4.1995535	4.151	4.107029	4.3436584	4.2824993	4.0434227	4.0746136	4.0425196	4.0437565	4.312662	4.448434	4.338048	4.096388	4.002754	3.9410856
1369886_a_at	4.826628	4.574873	4.7064414	5.047265	5.0673018	5.0511317	5.105575	4.7177706	4.7254877	4.9271736	4.8045297	4.8853807	4.7112346	5.1456914	5.009326	4.9238462	4.936369	4.9349256	4.8291326	4.8295784	4.800477	4.8679204	4.632032	5.025718	4.8789783	4.965925	4.9474854	4.78504
1369887_at	3.8975224	4.0493436	3.8111715	3.986114	3.7419868	3.7379355	3.815175	3.838056	3.812466	3.8021474	3.9851403	3.9526873	4.0063715	3.965469	3.9150016	3.795937	4.1307025	3.810545	4.092012	3.9281597	3.8161647	3.8892097	3.7595463	3.8933122	3.9365163	3.914104	3.9323583	4.059497
1369888_at	3.4901536	3.557079	3.5673325	3.8471696	3.4398406	3.3297615	3.3924766	3.316153	3.40544	3.5648365	3.7417183	3.7590187	3.581981	3.3593123	3.803017	3.484439	3.6786783	3.2318954	3.37924	3.3120413	3.2649782	3.476255	3.7743309	3.2120836	3.2337592	3.567494	3.609277	3.6912744
1369889_at	3.6883113	3.9343095	3.7214642	3.9724724	3.6648395	3.673395	4.1548834	3.7621794	3.6837385	3.7208064	3.9256487	4.0831146	3.8639517	4.0553236	3.9044945	3.5759606	3.832608	3.8999076	3.4759026	3.5677938	3.5741637	3.6260808	3.7927196	3.95613	3.777187	3.9021394	3.8067834	4.01492
1369890_at	2.445837	2.2693887	2.4408956	2.2692752	2.318367	2.3182411	2.1317835	2.3707013	2.3333726	2.4622436	2.485053	2.3493896	2.3680553	2.4616995	2.2822628	2.3826199	2.5228715	2.4014087	2.3088722	2.3847213	2.259008	2.3201337	2.3338866	2.3869047	2.140221	2.3057122	2.310294	2.3244328
1369891_at	5.015651	5.1254606	5.294586	5.1223335	5.0280967	5.2155547	4.9027505	5.2726383	5.121738	5.18529	5.178222	5.386814	5.0090694	5.324317	5.0911527	5.1179147	5.2878003	5.1090217	5.0428567	5.3481097	5.3352737	5.3640623	5.1468673	5.0953827	5.068916	5.0630136	5.1607285	4.8992305
1369892_at	3.3933573	3.0426157	3.2846444	3.3512232	3.1088943	3.2260506	3.1933897	3.1977718	3.159948	3.2958903	3.33597	3.4056957	3.0975182	3.2727654	3.101598	3.1134949	3.3063853	3.2194524	3.4187856	3.141966	2.9275904	3.1410964	3.2346163	3.3338962	3.1744568	3.199374	3.0511892	3.3821983
1369893_at	4.2376385	4.519849	4.26583	4.5184174	4.4894805	4.4134808	4.2548685	4.4038906	4.3703938	3.9295475	4.4061756	4.349125	4.3009152	4.149494	4.309917	4.324687	4.206662	4.433158	4.213419	4.2227135	4.3515124	4.412342	4.2453613	4.3281164	3.9633796	4.335081	4.487192	4.2216983
1369894_at	2.4374762	2.4325552	2.6064892	2.4108024	2.3774638	2.6042619	2.6423368	2.5041475	2.380085	2.7842364	2.7005935	2.5354357	2.4806328	2.5074294	2.594884	2.4120088	2.3634267	2.40196	2.7977796	2.3662229	2.2596374	2.5794592	2.644703	2.7668166	2.448329	2.4606023	2.2492814	2.5999074
1369895_s_at	5.6905413	5.493741	5.4895105	5.579156	5.0809298	5.3811064	5.2511253	5.347124	5.452052	5.4838696	5.4444165	5.4633713	5.61973	5.2729664	5.589691	5.5750256	5.3200874	5.362054	5.2357645	5.47682	5.288025	5.2892094	5.4378576	5.761462	5.543788	5.3042545	5.123825	5.581312
