Something	101-030716-JAP_(Rat230_2).CEL	102-030716-JAP_(Rat230_2).CEL	104-030716-JAP_(Rat230_2).CEL	105-030716-JAP_(Rat230_2).CEL	106-030716-JAP_(Rat230_2).CEL	107-030716-JAP_(Rat230_2).CEL	109-030716-JAP_(Rat230_2).CEL	110-030716-JAP_(Rat230_2).CEL	112-030716-JAP_(Rat230_2).CEL	113-030716-JAP_(Rat230_2).CEL	115-030716-JAP_(Rat230_2).CEL	117-030716-JAP_(Rat230_2).CEL	118-030716-JAP_(Rat230_2).CEL	119-030716-JAP_(Rat230_2).CEL	120-030716-JAP_(Rat230_2).CEL	122-030716-JAP_(Rat230_2).CEL	123-030716-JAP_(Rat230_2).CEL	124-030716-JAP_(Rat230_2).CEL	125-030716-JAP_(Rat230_2).CEL	126-030716-JAP_(Rat230_2).CEL	128-030716-JAP_(Rat230_2).CEL	129-030716-JAP_(Rat230_2).CEL	130-030716-JAP_(Rat230_2).CEL	131-030716-JAP_(Rat230_2).CEL	132-030716-JAP_(Rat230_2).CEL	133-030716-JAP_(Rat230_2).CEL	134-030716-JAP_(Rat230_2).CEL	135-030716-JAP_(Rat230_2).CEL
Doses	0.0	0.0	0.0	0.0	0.0	3.0	3.0	3.0	3.0	30.0	30.0	30.0	30.0	100.0	100.0	100.0	100.0	100.0	300.0	300.0	300.0	300.0	300.0	1000.0	1000.0	1000.0	1000.0	1000.0
AFFX-BioB-5_at	8.908507	8.5280695	8.78008	8.494428	8.609528	8.63479	8.777359	8.576796	9.011393	8.857172	8.326655	8.606598	8.629372	8.807067	8.932677	8.522394	8.625261	8.690203	8.870574	8.839682	8.669527	8.698537	8.6802435	8.900507	8.390559	8.635674	9.203733	8.629203
AFFX-BioB-M_at	9.480337	9.138938	9.350442	9.107982	9.304416	9.190585	9.355716	9.163829	9.498371	9.469678	8.967353	9.207894	9.133909	9.249776	9.527315	9.110401	9.1797495	9.249788	9.488994	9.398139	9.2205	9.262612	9.174843	9.475173	9.045203	9.157013	9.840894	9.173388
AFFX-BioB-3_at	8.919746	8.624868	8.807462	8.502932	8.691852	8.637772	8.781406	8.579044	8.970749	8.941144	8.307722	8.61939	8.579898	8.662817	8.937835	8.519727	8.5768175	8.719251	8.923157	8.809871	8.644374	8.647432	8.635614	8.95899	8.413598	8.572774	9.201769	8.59375
AFFX-BioC-5_at	10.294781	9.95587	10.171894	9.993611	10.068262	10.021288	10.197577	10.002867	10.347706	10.306006	9.751662	10.053894	10.0273	10.106843	10.369625	9.930557	9.969015	10.112579	10.330532	10.15542	10.03505	10.015514	10.029865	10.257608	9.811894	9.985401	10.612768	10.00812
AFFX-BioC-3_at	10.324479	10.054657	10.261131	10.112952	10.167195	10.193528	10.250427	10.118783	10.429383	10.428787	9.945575	10.145779	10.066375	10.226202	10.482763	10.0248575	10.141827	10.224103	10.447299	10.260547	10.179005	10.139232	10.171141	10.429359	9.957053	10.090786	10.707628	10.143678
AFFX-BioDn-5_at	10.933119	10.715797	10.910709	10.745382	10.783205	10.68915	10.7494135	10.766857	11.057568	10.868673	10.56485	10.65681	10.765537	10.778614	11.08978	10.703368	10.732736	10.884727	10.996388	10.896956	10.781125	10.822791	10.753412	10.859558	10.662573	10.790616	11.326454	10.751775
AFFX-BioDn-3_at	11.980576	11.739521	11.951196	11.829676	11.832527	11.89159	11.930865	11.861033	12.114057	12.071379	11.773935	11.821679	11.818398	11.887233	12.166727	11.73449	11.8052635	11.908516	12.11403	11.964552	11.84827	11.884551	11.851394	12.044365	11.724974	11.816319	12.27695	11.799209
AFFX-CreX-5_at	13.503434	13.383873	13.498785	13.421169	13.422969	13.430436	13.441492	13.386471	13.555444	13.498903	13.331878	13.37603	13.414182	13.424743	13.607475	13.378707	13.405187	13.491826	13.49339	13.457071	13.476821	13.494139	13.4353285	13.475113	13.400612	13.418071	13.662919	13.4210415
AFFX-CreX-3_at	13.817798	13.656451	13.774546	13.733729	13.6855955	13.749796	13.7015085	13.660527	13.846841	13.72654	13.636451	13.638433	13.692043	13.721453	13.89894	13.7059555	13.687714	13.769363	13.73349	13.778244	13.750589	13.770548	13.7032795	13.728895	13.678818	13.7164	13.925863	13.708905
AFFX-DapX-5_at	8.548276	8.356094	8.716937	8.563156	8.574979	8.882129	9.201865	8.232013	8.4675045	8.698705	8.177104	8.461959	8.65187	8.154001	9.703625	8.645524	8.420563	8.484282	8.028321	8.321132	8.629546	8.578661	8.536793	8.5338335	8.114078	8.523704	8.426416	8.2354355
AFFX-DapX-M_at	9.452362	9.350018	9.654656	9.63372	9.4636345	9.773979	10.150816	9.302724	9.346963	9.6866045	9.3166895	9.548539	9.617048	9.123642	10.571976	9.527108	9.42846	9.463499	9.080656	9.299419	9.516167	9.518579	9.4824705	9.556192	9.09652	9.502697	9.352579	9.2087
AFFX-DapX-3_at	9.36102	9.150191	9.599125	9.35839	9.23944	9.515086	9.949744	9.155121	9.158974	9.518185	9.065012	9.290307	9.550377	9.250935	10.221487	9.416162	9.191052	9.305033	9.032928	9.105998	9.303487	9.326588	9.201971	9.299606	9.102912	9.324314	9.235101	9.13869
AFFX-LysX-5_at	4.182588	4.064124	4.3549824	4.0960503	4.022498	4.4605036	4.758542	4.259297	3.9753294	4.409401	3.992833	4.371421	4.373073	4.1069055	5.054709	4.3285103	4.166162	4.538818	4.027322	3.856778	4.0871525	4.092919	4.1987247	4.072239	4.043348	4.3418856	4.1322956	4.2144403
AFFX-LysX-M_at	5.6394296	5.428918	5.8918004	5.6774325	5.390979	5.886607	6.258248	5.4476604	5.414669	5.75103	5.07802	5.532747	5.650596	5.335533	6.375831	5.65011	5.385807	5.5353746	4.8832054	5.477577	5.526739	5.4233227	5.4989357	5.636586	5.4220657	5.496174	5.595136	5.5316863
AFFX-LysX-3_at	6.72314	6.5298567	6.757649	6.8150907	6.705218	6.8420677	7.037011	6.668717	6.5736847	6.7818127	6.274489	6.6962004	6.847655	6.650943	7.4496017	6.7556396	6.54461	6.7248654	6.34677	6.4230537	6.6791854	6.6746516	6.5264597	6.6514215	6.503322	6.753969	6.6520834	6.6343427
AFFX-PheX-5_at	5.2829638	5.1333356	5.480911	5.4977865	4.8849974	5.5968614	6.10886	5.163127	5.1930385	5.415344	4.683262	5.41738	5.647361	5.3717546	6.263354	5.2439756	5.249388	5.51596	4.9277744	4.9305997	5.348484	5.3854594	5.2970424	5.5684137	5.015453	5.3500514	5.113033	5.277112
AFFX-PheX-M_at	5.939834	5.764589	6.037638	5.8514953	5.7351646	6.185467	6.351121	5.7425427	5.8964505	5.920403	5.463949	5.9343266	6.073463	5.870543	6.735217	6.246082	5.732541	5.979279	5.470986	5.5489664	5.829787	5.8509865	5.644614	5.7955046	5.7194977	6.021469	5.910273	5.746055
AFFX-PheX-3_at	6.933878	6.893139	7.183495	7.1702533	7.009493	7.2162285	7.5331907	6.9138007	6.9935102	7.132584	6.908693	7.08573	7.320201	7.0081105	7.681373	7.207063	7.009387	7.0444117	6.8754954	6.813784	7.096205	7.084034	6.8579955	7.141633	6.878585	7.0707197	6.93198	6.970768
AFFX-ThrX-5_at	6.7026896	6.488384	6.669282	6.7621527	6.636809	7.0419083	7.0108657	6.5220313	6.57111	6.782483	6.3024144	6.801351	6.6081624	6.3797812	7.257394	6.539248	6.576318	6.5486403	6.398386	6.3272924	6.5438423	6.6552	6.722492	6.6297364	6.2017784	6.4081492	6.5139737	6.456239
AFFX-ThrX-M_at	6.419848	6.2900968	6.363259	6.3594766	6.0530334	6.5872617	6.751223	6.0220366	6.047057	6.1755166	5.6554227	6.5606165	6.3108945	6.038789	6.9156947	6.209133	6.00203	6.3740425	5.6817465	5.7251644	6.0199285	6.2971096	6.376379	6.130323	5.81713	6.0957227	6.272666	5.9420886
AFFX-ThrX-3_at	7.647757	7.4910784	7.589168	7.58101	7.4294786	7.865546	8.14018	7.4020505	7.485617	7.6087117	7.0834293	7.7832866	7.5775585	7.2900634	8.230707	7.3473644	7.2389836	7.532113	7.218606	6.939508	7.4042873	7.5019794	7.518636	7.2983403	7.1297507	7.381395	7.4634	7.239946
AFFX-TrpnX-5_at	2.610521	2.598092	2.7016044	2.6662467	2.4722238	2.5511472	2.458203	2.6154532	2.4539008	2.6032805	2.52992	2.5472856	2.4069061	2.6923275	2.7310598	2.498067	2.6038644	2.5599027	2.4124641	2.562818	2.456284	2.504892	2.6410851	2.5504122	2.3849218	2.5320306	2.5248334	2.5113091
AFFX-TrpnX-M_at	2.54345	2.6331055	2.6250176	2.728438	2.512943	2.5871286	2.4824858	2.3709898	2.4616094	2.5909717	2.6566556	2.5610263	2.527089	2.5842068	2.4365025	2.5369236	2.438057	2.5469031	2.543806	2.640126	2.540257	2.457739	2.5389698	2.6009436	2.4569435	2.6096194	2.4644878	2.6293302
AFFX-TrpnX-3_at	2.2715144	2.443831	2.2722864	2.3604603	2.260827	2.443262	2.3682184	2.4476552	2.3856916	2.638172	2.4495788	2.344807	2.4052944	2.4123845	2.4026327	2.3433893	2.4727347	2.2722335	2.3333488	2.3422675	2.3222048	2.35418	2.4140663	2.427724	2.3049433	2.3660824	2.3787796	2.429979
AFFX-r2-Ec-bioB-5_at	9.064158	8.741011	8.912878	8.698419	8.764257	8.819815	8.942762	8.62406	9.109728	9.132141	8.556201	8.877567	8.733401	8.869799	9.154876	8.635362	8.750693	8.902493	9.0779085	8.917387	8.882773	8.822645	8.871069	9.020521	8.589322	8.693229	9.351088	8.805754
AFFX-r2-Ec-bioB-M_at	9.868645	9.516754	9.735029	9.499823	9.601122	9.610599	9.7606535	9.568071	9.9163065	9.938067	9.441291	9.626295	9.544253	9.639169	9.823352	9.463585	9.525671	9.592377	9.867567	9.702602	9.529381	9.576935	9.619175	10.0283375	9.280991	9.57713	10.179076	9.559741
AFFX-r2-Ec-bioB-3_at	9.515368	9.216143	9.377026	9.209734	9.267559	9.248798	9.379873	9.172755	9.569555	9.553461	9.084794	9.3410635	9.175184	9.202411	9.517866	9.14709	9.176508	9.318692	9.594746	9.4204855	9.272145	9.336674	9.259435	9.652367	9.049541	9.21123	9.770701	9.207627
AFFX-r2-Ec-bioC-5_at	10.653156	10.365728	10.553139	10.400295	10.435024	10.384947	10.581903	10.416008	10.684874	10.819927	10.32896	10.521538	10.277008	10.43852	10.751141	10.24971	10.380722	10.428938	10.708353	10.538467	10.3553505	10.381256	10.465715	10.781914	10.147768	10.332739	10.907684	10.320475
AFFX-r2-Ec-bioC-3_at	10.735459	10.44315	10.699191	10.520085	10.501928	10.579146	10.658707	10.501615	10.778202	10.854486	10.466715	10.640332	10.4958935	10.591832	10.81515	10.424772	10.556982	10.5208235	10.835381	10.577137	10.476967	10.580116	10.594008	10.811013	10.3239355	10.446361	10.924059	10.511391
AFFX-r2-Ec-bioD-5_at	12.330435	12.209894	12.324986	12.232203	12.245603	12.188486	12.264718	12.197124	12.408226	12.361504	12.106896	12.250732	12.145391	12.187438	12.475363	12.125351	12.073054	12.219564	12.394416	12.258117	12.109005	12.189882	12.187944	12.397829	12.006395	12.142151	12.587093	12.111922
AFFX-r2-Ec-bioD-3_at	12.957341	12.686548	12.894838	12.769568	12.7970085	12.800318	12.825525	12.764487	12.9639	12.961767	12.750833	12.816574	12.748371	12.785601	13.01964	12.701275	12.721183	12.815164	12.96528	12.842168	12.769356	12.81689	12.775449	12.946229	12.616835	12.724219	13.040534	12.71636
AFFX-r2-P1-cre-5_at	13.97129	13.878663	13.937959	13.868479	13.920361	13.898801	13.919244	13.8624735	13.9552555	13.918596	13.861335	13.8812065	13.87497	13.850123	13.989303	13.841239	13.866388	13.890787	13.960508	13.893962	13.893567	13.920822	13.895434	13.938354	13.794874	13.835489	14.009281	13.892846
AFFX-r2-P1-cre-3_at	14.243788	14.194441	14.247782	14.202858	14.1848345	14.178824	14.229176	14.171902	14.231079	14.218374	14.114157	14.210233	14.197337	14.199612	14.254206	14.173549	14.18274	14.220974	14.231079	14.209141	14.206839	14.187622	14.229563	14.215647	14.129584	14.1722	14.318863	14.215958
AFFX-r2-Bs-dap-5_at	9.038614	8.941992	9.213473	9.145114	8.889349	9.420359	9.743452	8.791694	8.907765	9.261991	8.78475	8.991617	9.055901	8.663883	10.127169	9.128086	8.828257	8.999752	8.515411	8.828148	9.092766	9.06115	8.989762	9.077473	8.541622	9.04718	8.866859	8.684694
AFFX-r2-Bs-dap-M_at	9.705553	9.551611	9.917707	9.888475	9.634964	10.037851	10.273852	9.45239	9.554912	9.966266	9.492289	9.752208	9.75402	9.321126	10.741758	9.748839	9.603228	9.7182255	9.328825	9.491665	9.647465	9.600004	9.750119	9.76882	9.284152	9.714956	9.527073	9.397548
AFFX-r2-Bs-dap-3_at	9.929561	9.856508	10.2063265	10.104803	9.945507	10.193457	10.661747	9.880369	9.876764	10.14388	9.721901	9.908769	10.226547	9.79814	10.923449	10.147146	9.960396	10.08933	9.755735	9.785082	10.036573	10.00293	9.845907	10.010265	9.7938595	9.980789	9.864534	9.811927
AFFX-r2-Bs-lys-5_at	4.9881897	4.740542	5.308787	5.393796	4.8813076	5.3812504	5.828691	4.756499	4.9417534	5.298457	4.451581	5.211214	5.6431947	5.0713553	6.0898933	5.265979	4.9330378	5.19991	4.1484528	4.957678	5.5572157	5.3551793	5.160909	4.8767405	5.041873	5.211812	4.891596	5.110778
AFFX-r2-Bs-lys-M_at	5.0003777	4.8310943	5.1955895	4.9515295	4.9088383	5.3629236	5.570625	4.861795	5.019557	4.6626253	4.4547415	4.827134	5.477353	4.641177	6.044142	5.0839977	4.81496	4.918929	3.9884741	4.772067	4.83333	4.8638015	4.829409	4.817034	4.5781736	4.6497045	4.83154	4.491329
AFFX-r2-Bs-lys-3_at	5.8238707	5.6103897	6.2763147	5.9760003	5.93561	5.778801	6.4817524	5.6905737	5.5941477	5.7402725	5.468977	5.93145	6.1080365	5.5895653	6.943325	5.753996	5.580784	6.004064	5.155144	5.6021824	5.9164467	6.0063295	6.0546966	5.6409683	5.76112	5.8820167	5.5974627	5.7814794
AFFX-r2-Bs-phe-5_at	5.3969927	5.047916	5.7049856	5.5193615	5.6884108	5.859825	6.220923	5.2538276	5.4124956	5.6062155	4.6154385	5.132019	5.931455	5.282651	6.46632	5.7443495	5.5356464	5.442192	4.900154	5.2587337	5.4889784	5.347452	5.366907	5.2963724	5.36242	5.2167416	5.107832	5.1526985
AFFX-r2-Bs-phe-M_at	5.8971095	5.7478375	5.9297876	5.7225466	5.6126165	6.1272087	6.503395	5.5861363	5.5099134	5.719038	5.303444	5.7937703	6.0924034	5.572939	6.610055	6.077741	5.5816092	6.1222434	5.4873915	5.4862347	6.066935	5.8063817	5.6219425	5.73224	5.7344766	6.0747614	5.5673404	5.842199
AFFX-r2-Bs-phe-3_at	7.3368335	7.1921954	7.549024	7.534087	7.1950054	7.6075454	7.8292613	7.058127	7.075336	7.328742	6.936999	7.191863	7.5002847	7.0913134	8.106531	7.3646216	7.1681523	7.5008855	6.840382	7.0288634	7.48041	7.313855	7.0702806	7.1384187	7.111634	7.315035	7.0743513	7.1950526
AFFX-r2-Bs-thr-5_s_at	6.4300675	6.535462	6.37164	6.510893	6.167543	6.856164	6.9439936	6.2830153	6.3335457	6.526804	6.1464562	6.7844934	6.3066807	6.1603365	6.8639584	6.2068295	6.1407747	6.6144085	5.8199816	5.879075	6.2209907	6.175326	6.296471	6.43193	5.870706	6.0550213	6.500149	6.101582
AFFX-r2-Bs-thr-M_s_at	7.0636954	6.934162	7.1391	7.276788	6.7738953	7.1310444	7.450905	6.8730736	6.7604	6.9952855	6.451226	7.315965	7.1023154	6.8827076	7.463222	6.8936567	6.9999814	7.0099006	6.6360106	6.517705	6.799606	6.9785523	7.0459504	7.1512356	6.6478186	6.929338	6.894377	6.7502294
AFFX-r2-Bs-thr-3_s_at	7.6816483	7.521589	7.705705	7.630347	7.511746	7.970742	8.117634	7.4839563	7.369215	7.709116	7.2059174	7.9859605	7.4857225	7.3606334	8.325369	7.492619	7.2705145	7.61695	7.300263	6.8580036	7.3304777	7.506484	7.6417427	7.6413774	7.2057476	7.4186506	7.6059885	7.2338324
AFFX_Rat_GAPDH_5_at	12.520851	12.479707	12.441135	12.436082	12.474039	12.548535	12.392194	12.438278	12.500422	12.436244	12.487002	12.465544	12.524913	12.457574	12.460457	12.600811	12.546969	12.546412	12.5883255	12.497308	12.592612	12.6063595	12.597485	12.52932	12.53362	12.569403	12.556293	12.609233
AFFX_Rat_GAPDH_M_at	12.370179	12.244956	12.226371	12.245269	12.29052	12.329516	12.225628	12.294975	12.330522	12.306147	12.325588	12.30319	12.30527	12.225946	12.331519	12.375211	12.412375	12.388562	12.455591	12.321439	12.354137	12.381232	12.413791	12.428013	12.32563	12.351367	12.37494	12.438797
AFFX_Rat_GAPDH_3_at	12.434061	12.3698635	12.332842	12.351558	12.406031	12.396649	12.311727	12.333708	12.395655	12.355969	12.393286	12.362936	12.417378	12.283155	12.401659	12.459359	12.512961	12.494203	12.473278	12.369259	12.454549	12.464467	12.496625	12.409391	12.49507	12.492334	12.374045	12.503203
AFFX_Rat_Hexokinase_5_at	2.7091956	2.7843494	2.8387434	2.7659264	2.7481353	2.5883193	2.7881684	2.7173517	2.8844767	2.7227504	2.7907343	2.8120685	2.8545034	2.7640524	2.857831	2.79442	2.7366662	2.6140509	2.783007	2.65449	2.705418	2.8762608	2.8183665	2.7633753	2.7595263	2.8544407	2.7895226	2.6108193
AFFX_Rat_Hexokinase_M_at	5.24614	4.9984775	5.2550554	5.3743563	5.4464183	5.3751965	5.323617	5.116439	5.232808	5.21907	5.5526185	5.3278027	5.2241783	5.263187	5.3055425	5.292394	5.198627	5.22887	5.332349	5.380913	5.197965	5.2182465	5.239585	5.2823176	5.224321	5.1139383	5.19398	5.297093
AFFX_Rat_Hexokinase_3_at	4.13638	3.9369304	4.1336393	4.2172513	3.8932493	3.9942915	4.0303097	3.9109488	4.092904	3.7834883	4.079224	4.098582	3.8502808	3.9820223	3.8317964	4.033383	3.9960613	4.02413	4.023267	4.072375	3.7757256	4.105026	3.9130902	3.7900434	3.7910964	3.8885763	4.1568193	4.0678735
AFFX_Rat_beta-actin_5_at	11.481217	11.378972	11.409117	11.303518	11.325855	11.387144	11.536753	11.367723	11.455676	11.395709	11.373764	11.561228	11.457951	11.565516	11.51455	11.484994	11.557276	11.570864	11.322281	11.622461	11.627301	11.624786	11.445725	11.562344	11.298962	11.423828	11.357158	11.434828
AFFX_Rat_beta-actin_M_at	12.022406	11.937833	11.99292	11.926536	11.929014	11.994469	12.157134	11.970924	12.014709	11.992327	11.953621	12.12042	12.041319	12.102969	12.050843	12.015612	12.17919	12.129451	11.872699	12.152711	12.143336	12.128874	12.0034685	12.101927	11.922699	12.027806	11.921217	11.982934
AFFX_Rat_beta-actin_3_at	12.460719	12.335846	12.420686	12.374526	12.380025	12.343383	12.526898	12.378448	12.389883	12.365547	12.392181	12.460466	12.440265	12.463936	12.480193	12.438399	12.5867195	12.587679	12.256774	12.559774	12.537148	12.561381	12.457039	12.490412	12.375411	12.463117	12.298647	12.442385
AFFX_rat_5S_rRNA_at	6.7417903	6.2883577	6.308169	6.545998	7.105554	6.1917043	6.805213	6.1429553	6.65228	6.3585396	6.6665974	6.645656	6.5211363	6.188277	6.354362	6.2649684	7.4540133	6.9871964	6.310132	6.717674	6.8277826	6.984771	7.0898776	6.6393323	7.7656703	6.7335935	6.720937	6.4246154
AFFX_ratb1/X12957_at	5.6714325	5.5413995	5.7206144	5.7420588	5.766152	5.534768	5.6233654	5.6285486	5.5872207	5.657714	5.7690225	5.515383	5.4599304	5.7082806	5.951136	5.724771	5.692367	5.641963	5.5821824	5.6322846	5.5788183	5.591125	5.605555	5.523306	5.387541	5.7798676	5.794455	5.5466814
AFFX_ratb2/X14115_at	3.05304	2.983971	3.0598583	3.0521247	3.0423713	2.9382567	2.9916663	3.021256	2.936429	3.1500187	3.224157	3.1276984	2.8867807	3.0226948	3.1256618	3.020014	3.083911	3.1444619	3.1259243	2.9702082	3.0781057	3.0168183	3.032128	3.1531248	2.944796	3.0343459	2.9103227	3.1343927
1367452_at	9.72834	9.736183	9.733036	9.675804	9.729385	9.755394	9.762844	9.658209	9.738939	9.734966	9.620304	9.713921	9.756645	9.7452965	9.61327	9.6945	9.665352	9.694445	9.70723	9.7095585	9.699642	9.72806	9.658533	9.75078	9.736414	9.546743	9.501394	9.639509
1367453_at	9.525354	9.497415	9.444523	9.267408	9.426331	9.477981	9.4623375	9.519007	9.574193	9.442025	9.429607	9.4046955	9.543568	9.441669	9.329737	9.453989	9.526554	9.405827	9.520541	9.407881	9.559643	9.489009	9.39937	9.527281	9.457468	9.397297	9.383528	9.498286
1367454_at	10.041048	10.103416	9.964573	9.887724	10.053955	10.049688	10.027632	10.014589	10.040046	10.142767	9.909128	10.003904	9.914307	9.965475	9.988218	10.085073	9.977635	10.02985	9.971598	9.89323	9.921228	9.926239	9.79402	9.919035	9.916355	9.947229	10.029587	10.02038
1367455_at	11.564006	11.622626	11.608126	11.457775	11.533321	11.541138	11.51323	11.55598	11.504793	11.539803	11.5271435	11.540199	11.548012	11.567457	11.569639	11.505468	11.569852	11.64751	11.557263	11.587027	11.552235	11.490112	11.506033	11.588597	11.601455	11.6066885	11.569801	11.596888
1367456_at	11.488899	11.512201	11.502359	11.470175	11.476629	11.611579	11.536705	11.505976	11.5238495	11.467051	11.436686	11.507599	11.524149	11.541735	11.465273	11.490879	11.508177	11.572182	11.483278	11.49494	11.484436	11.483383	11.468193	11.558588	11.56503	11.51202	11.438975	11.49917
1367457_at	9.058737	9.053209	8.970899	8.950573	8.903578	9.074494	8.996183	8.827871	8.99592	8.93538	8.890683	8.944829	8.946392	8.92613	8.828463	9.011873	8.964284	8.953347	8.906218	8.96762	8.975018	8.958857	8.929745	8.845709	8.915637	8.874749	8.949183	8.96024
1367458_at	7.9229774	7.995943	7.8897266	7.919074	7.9501057	7.8284616	7.8406363	7.878936	7.9092455	7.9962606	7.8797345	8.038002	7.9156623	7.988675	7.897208	7.963944	7.94429	7.8759923	7.8509645	7.938413	7.877452	7.876199	7.9014125	7.972523	7.906372	7.7901387	7.7727017	7.966971
1367459_at	11.808456	11.8333025	11.714128	11.727323	11.693187	11.81093	11.726987	11.826413	11.812972	11.808135	11.694423	11.762221	11.754534	11.779173	11.62041	11.716573	11.745737	11.750865	11.721175	11.70875	11.712539	11.737101	11.756762	11.743879	11.714312	11.683884	11.695908	11.815084
1367460_at	11.013429	11.1445055	10.995289	10.982956	11.064313	11.045446	11.017182	11.088061	11.044115	10.999369	10.949497	10.9579525	11.070169	11.062803	10.998658	11.075664	11.005582	11.091876	11.051698	11.011569	11.021111	11.064708	11.024163	10.98636	11.120643	11.150437	11.0479965	11.146864
1367461_at	9.474171	9.560745	9.54108	9.656025	9.649126	9.72052	9.670956	9.692146	9.585215	9.491552	9.538031	9.484845	9.469982	9.533365	9.538853	9.461901	9.429648	9.564357	9.402061	9.366659	9.522397	9.398087	9.455908	9.446955	9.635334	9.376017	9.434283	9.409647
1367462_at	10.635909	10.773468	10.667038	10.616683	10.625142	10.897228	10.742083	10.777848	10.798831	10.866342	10.747553	10.759282	10.6819105	10.808832	10.642307	10.776922	10.837988	10.71647	10.717321	10.534319	10.581032	10.734643	10.670475	10.84238	10.704244	10.781187	10.767207	10.888305
1367463_at	10.367384	10.251728	10.1226	10.001301	9.975358	10.0395	9.82949	10.065263	10.216437	10.123325	9.859809	10.136447	10.224249	10.0999365	10.031143	10.22024	10.250244	10.176312	10.241591	10.08404	10.271004	10.268791	10.284106	10.162434	9.987155	10.034572	10.116139	10.215627
1367464_at	9.122797	9.286633	9.223335	9.084654	9.168934	9.261343	9.192009	9.042101	9.1807165	9.060457	8.870573	9.027069	9.076479	9.203316	9.069594	9.19947	9.170773	9.194349	9.073742	9.172352	9.231201	9.2091465	9.157602	9.07015	9.118753	9.090645	8.99958	9.182121
1367465_at	10.068696	10.166158	9.968244	10.054258	10.029427	10.158264	9.943181	10.146992	10.098332	10.247782	10.012152	10.13998	10.108807	10.126119	10.142213	10.165128	10.134132	10.117561	10.174734	10.079165	10.111469	10.191564	10.114775	10.14055	10.150782	10.211038	10.241392	10.201895
1367466_at	9.278727	9.193342	9.303108	9.197668	9.349412	9.228741	9.258582	9.443146	9.29169	9.228112	9.135741	9.180175	9.165148	9.307144	9.505761	9.3273945	9.229202	9.415344	9.327944	9.373913	9.231797	9.246825	9.2322645	9.43058	9.167568	9.348846	9.204727	9.132611
1367467_at	11.258231	11.236162	11.269779	11.269079	11.223589	11.299795	11.225134	11.216085	11.328457	11.29306	11.335129	11.34115	11.28204	11.380299	11.263546	11.226049	11.3279915	11.213558	11.26556	11.24264	11.345482	11.295979	11.285862	11.329781	11.325216	11.341515	11.308899	11.299665
1367468_at	9.265442	9.268232	9.237194	9.179358	9.276602	9.313778	9.472705	9.128266	9.273761	9.159961	9.068829	9.277936	9.255603	9.210545	9.030438	9.260019	9.308268	9.226691	9.327363	9.121222	9.328754	9.234089	9.201999	9.231837	9.137575	9.188705	9.339195	9.208701
1367469_at	11.910831	11.990807	11.909348	11.846917	11.778754	11.909612	11.822731	11.918309	11.866233	11.742668	11.678498	11.759456	11.840283	11.849975	11.55676	11.799403	11.771699	11.862994	11.700153	11.863728	11.651497	11.751894	11.648321	11.63315	11.822854	11.652683	11.626108	11.667621
1367470_at	9.823687	9.891022	9.953047	9.814901	9.911793	9.876671	9.902416	9.976327	9.870317	9.899036	9.871124	9.916338	9.826504	9.932348	9.782587	9.719536	9.845486	9.7865715	9.870821	9.859961	9.751326	9.840158	9.736956	9.743431	9.891157	9.769581	9.810554	9.861927
1367471_at	8.845074	8.918303	8.834114	8.719324	8.805458	8.761065	8.714039	8.60676	8.808513	8.735464	8.579731	8.66926	8.876873	8.827169	8.711384	8.848743	8.846607	8.732556	8.839346	8.682274	8.912186	8.996048	8.861149	8.829052	8.766002	8.703899	8.745468	8.886961
1367472_at	8.728041	8.661617	8.663833	8.501338	8.595514	8.595085	8.603025	8.692479	8.678719	8.653238	8.388211	8.44418	8.600667	8.626213	8.624943	8.680239	8.757327	8.79459	8.532064	8.661697	8.694375	8.538912	8.612846	8.712489	8.601493	8.59951	8.448179	8.688299
1367473_at	9.5324335	9.588749	9.462691	9.431039	9.484899	9.424065	9.450767	9.470869	9.447564	9.47766	9.321769	9.484002	9.566142	9.47245	9.276563	9.398645	9.425587	9.434446	9.36475	9.538095	9.493657	9.445286	9.432398	9.404901	9.369221	9.385723	9.405167	9.467327
1367474_at	9.4293	9.450012	9.433405	9.394406	9.480891	9.48353	9.480932	9.561817	9.463442	9.420196	9.375113	9.414305	9.510109	9.460812	9.674601	9.461352	9.373141	9.508488	9.441677	9.451173	9.468526	9.563925	9.454499	9.596851	9.642746	9.62993	9.534808	9.51748
1367475_at	10.203791	10.236975	10.278244	10.201117	10.276085	10.260427	10.359312	10.27869	10.225061	10.289492	10.248009	10.309824	10.253872	10.2742405	10.21545	10.1924	10.228809	10.265446	10.299555	10.272461	10.329306	10.230629	10.23805	10.292397	10.289192	10.302216	10.297668	10.298166
1367476_at	11.113649	11.132522	11.130138	11.036986	11.028895	11.115812	11.107324	11.128906	11.09179	11.108784	11.106491	11.149355	11.156391	11.194152	11.1332	11.128369	11.184081	11.145573	11.060065	11.205989	11.185436	11.21388	11.132008	11.153685	11.111938	11.244071	11.211549	11.171045
1367477_at	9.612225	9.665241	9.5019655	9.417138	9.498836	9.649688	9.530772	9.525246	9.600102	9.622453	9.361528	9.593722	9.542124	9.639262	9.371496	9.59763	9.534433	9.472501	9.6637745	9.574365	9.661943	9.586742	9.58774	9.725506	9.439458	9.690319	9.67126	9.613466
