Something	601-030116-MW_(Rat230_2).CEL	602-030116-MW_(Rat230_2).CEL	603-030116-MW_(Rat230_2).CEL	605-030116-MW_(Rat230_2).CEL	607-030116-MW_(Rat230_2).CEL	608-030116-MW_(Rat230_2).CEL	609-030116-MW_(Rat230_2).CEL	610-030116-MW_(Rat230_2).CEL	612-030116-MW_(Rat230_2).CEL	613-030116-MW_(Rat230_2).CEL	614-030116-MW_(Rat230_2).CEL	615-030116-MW_(Rat230_2).CEL	616-030116-MW_(Rat230_2).CEL	618-030116-MW_(Rat230_2).CEL	619-030116-MW_(Rat230_2).CEL	620-030116-MW_(Rat230_2).CEL	621-030116-MW_(Rat230_2).CEL	622-030116-MW_(Rat230_2).CEL	623-030116-MW_(Rat230_2).CEL	625-030116-MW_(Rat230_2).CEL	627-030116-MW_(Rat230_2).CEL	628-030116-MW_(Rat230_2).CEL	629-030116-MW_(Rat230_2).CEL	630-030116-MW_(Rat230_2).CEL	631-030116-MW_(Rat230_2).CEL	632-030116-MW_(Rat230_2).CEL	633-030116-MW_(Rat230_2).CEL	635-030116-MW_(Rat230_2).CEL	636-030116-MW_(Rat230_2).CEL
1372299_at	5.6992035	5.8038654	5.699583	5.698285	5.6925287	5.822466	5.5585155	5.315087	5.7171974	5.763709	5.762185	5.7915545	5.7950554	5.5107784	5.646549	5.620434	5.502019	5.6356907	5.564308	5.6148634	5.814872	5.478613	5.823518	5.94152	5.7033157	5.8419757	5.6573772	5.624918	5.643771
1372300_at	4.1314454	4.303588	4.1386223	4.1191053	4.218961	4.3461933	4.0541115	4.178127	3.9931338	4.284889	4.096296	4.3026075	4.1605988	4.1471033	4.104491	4.2290783	4.2151575	3.9368565	3.8534708	4.1544833	4.2179775	3.8676329	4.0693016	4.299967	4.0278215	4.4004097	3.9906116	4.171598	4.3573666
1372301_at	4.258826	4.522339	4.344347	4.4257193	4.4021177	4.544403	4.262288	4.423632	4.2852983	4.0129113	4.983115	4.477279	4.1907988	4.4744973	4.6645737	4.402337	4.2986054	4.2793164	4.421962	4.1271887	4.321962	4.6526556	4.4605308	4.421929	4.2713513	4.3717613	4.957134	4.175872	4.016583
1372302_at	8.470602	8.635193	8.676096	8.687923	8.528	8.569918	8.83617	8.655569	8.823509	8.618849	8.763327	8.664825	8.60125	8.6196995	8.689629	8.673382	8.794924	8.787052	8.479668	8.660761	8.568766	8.748302	8.607998	8.684761	8.729874	8.643314	8.682676	8.399687	8.681194
1372303_at	8.227423	7.761943	7.8594084	7.9318995	7.4941754	8.039616	7.856565	7.830981	8.024448	7.723815	7.6949897	7.8184414	7.875848	8.055411	7.8167353	7.977865	7.781709	7.8538156	8.006545	7.9266872	8.036669	7.9508495	7.7629013	7.8961926	7.9216504	7.979932	8.006806	7.540129	7.8658276
1372304_at	7.664694	7.7957797	7.71227	7.6048064	7.700205	7.628993	7.7272677	7.641646	7.7182417	7.862352	7.754022	7.7930026	7.67454	7.7353315	7.7044277	7.9195004	7.8946223	7.7662425	7.7128954	7.7822223	7.7828174	7.8005366	7.695992	7.8556743	7.855772	7.7213473	7.9221253	7.7147336	7.8792615
1372305_at	8.23373	8.305653	8.4378395	8.303156	8.478154	8.495642	8.2273655	8.409571	8.40172	8.516033	8.471268	8.525175	8.479214	8.48671	8.429531	8.679626	8.500741	8.380522	8.285015	8.487495	8.577173	8.276062	8.4963	8.3918705	8.479281	8.438892	8.68976	8.553511	8.547939
1372306_at	9.263395	9.276375	9.8706	9.609995	9.531292	9.335957	9.718847	9.484924	9.188142	9.411993	9.621222	9.379707	9.401707	9.187256	9.590446	9.532352	10.067215	9.308306	9.549589	9.3020735	9.658553	9.289171	9.23222	9.685701	9.806829	9.346861	9.389582	9.405535	9.759274
1372307_at	6.2948065	6.2235656	6.2786007	6.481707	6.4689755	6.4004164	6.188679	6.4225774	6.232695	6.4292874	6.631913	6.3724627	6.2648745	6.210427	6.5561004	6.3324747	6.547289	6.276369	6.4941926	6.2159257	6.4989843	6.214399	6.5751376	6.4880466	6.5876384	6.7068706	6.0610304	6.369017	6.44081
1372308_at	7.3094482	7.37866	7.6949058	7.2647095	7.4206448	7.4988184	7.6362195	7.5412507	7.812097	7.5998344	7.7885933	7.201064	7.2390237	7.357419	7.5686502	7.16431	7.3673267	7.398309	7.466622	7.4223	7.3515277	8.144745	7.1879954	7.1261735	7.4885154	7.504036	6.83544	7.190357	7.508723
1372309_at	7.59267	7.492812	7.610848	7.696904	7.4513807	7.5690203	7.7168455	7.378553	7.739077	7.2766843	7.811485	7.63371	7.5058885	7.410586	7.2693257	7.5657096	7.093824	7.765652	7.3866506	7.488941	7.4223833	7.5902395	7.473672	7.5988946	7.6071553	7.780374	7.6597033	7.5232444	7.6309924
1372310_at	10.125902	10.185429	10.180344	10.18927	10.199791	10.221956	10.246274	10.20733	10.093184	10.288937	10.275869	10.158189	10.119677	10.255891	10.20407	10.333554	10.2626915	10.07805	10.2275305	10.21245	10.078441	10.100281	10.097459	10.301239	10.247976	10.251588	10.1894245	10.143289	10.21317
1372311_at	5.986841	5.933472	5.6812296	5.9610515	6.001703	5.992646	5.8840904	6.0298934	5.881123	5.889571	6.033581	5.8593698	5.9249673	5.9412756	5.9083633	5.9972196	5.8767457	5.992148	6.142257	5.9153647	5.852313	5.797256	6.0671144	5.812671	5.9101076	6.1542587	6.049422	5.969636	6.2758803
1372312_at	7.5841365	7.797929	7.398033	7.7333198	7.710878	7.5184326	7.6923175	7.705001	8.13363	7.691309	7.709888	7.5929933	7.6279745	7.6703506	7.5272837	7.47533	7.581304	7.5626755	7.7610464	7.5502696	7.556747	7.715209	7.6186376	7.7899094	7.468182	7.5199423	7.6361537	7.427627	7.7283134
1372313_at	9.216337	9.271568	9.389088	9.310068	9.304352	9.351023	9.403179	9.417778	9.181498	9.289467	9.269257	9.372042	9.313869	9.407797	9.270521	9.497482	9.448887	9.302641	9.112968	9.215992	9.318274	9.266542	9.313658	9.415745	9.354504	9.264117	9.406799	9.169651	9.493799
1372314_at	8.154935	8.027555	8.21584	8.122396	7.9917154	8.096465	8.159238	8.131134	8.277423	8.018515	8.245077	7.979858	8.174346	8.154591	8.211942	8.14655	7.8959184	8.187082	7.9747205	8.197106	7.964838	8.247475	8.371995	8.007544	8.118179	8.297112	8.065487	8.11541	8.101075
1372315_at	4.300573	4.468677	4.196909	4.591527	4.6032834	4.195892	4.312498	4.3374834	4.3583097	4.491474	4.268917	4.4467936	4.2317595	4.308881	4.112015	4.245661	4.51669	4.45464	4.3897934	4.153657	4.391906	4.354793	3.8458593	4.3158045	4.171875	4.4185953	4.414496	4.541754	4.0942807
1372316_at	8.646574	9.29306	8.667259	8.735107	8.749681	8.705206	8.791721	8.709136	9.068387	8.757233	8.88339	9.092846	9.228086	8.851784	8.997065	8.869802	8.735779	9.038733	8.62821	8.648148	8.819483	8.266232	8.496189	8.833988	8.450495	8.550952	8.896399	8.553621	8.55587
1372317_at	7.9593735	8.006282	8.083712	8.03914	7.830872	8.162849	8.089033	8.046835	7.9496408	8.129344	8.07354	7.917193	8.038484	8.069393	8.024166	8.048845	8.219716	8.128421	7.905658	8.0746975	7.9183197	7.679382	8.12982	8.21812	8.2227125	8.041514	8.007828	7.954152	8.16525
1372318_at	5.708729	5.813903	5.8272777	5.719596	6.01268	6.1153135	5.7508183	5.782762	6.1364937	5.9389205	6.1043963	5.8837743	5.6039925	5.4150085	6.19592	5.6222725	6.3390265	5.991087	6.3158064	5.725767	5.6562433	5.480586	5.461631	5.6478558	5.6386623	6.063147	6.125739	6.2334824	6.2071896
1372319_at	7.8883204	7.673773	8.005501	7.6002464	7.3798656	7.58695	8.01184	7.4352765	8.1796055	7.580933	7.9504266	7.8803415	7.796981	7.59888	7.7328887	7.577028	7.8300247	8.098296	7.526194	7.7590113	7.9169827	8.244495	7.643293	7.5807285	7.7066994	7.5809865	7.413086	7.616444	7.652551
1372320_at	7.7869883	7.836994	8.034319	7.8783836	7.753006	7.9782085	7.9657807	7.813065	7.796292	7.9572616	7.93996	7.903633	7.9157457	8.103846	7.928853	7.9839106	7.895168	7.8962183	7.740406	7.9276175	7.8657312	7.9281015	8.003727	7.930401	7.874275	8.009394	7.9203377	7.7752147	7.9851675
1372321_at	4.755142	4.6835785	4.8567305	4.433881	4.829895	5.0845814	4.8043356	5.3665257	4.7902756	4.9454412	5.1397524	4.949005	4.982085	5.12307	5.1433754	4.935302	4.7187414	5.287076	4.930111	4.756334	5.2375374	5.203142	4.862355	4.665824	4.6660337	4.740349	4.918966	4.8217497	5.256178
1372322_at	5.2934117	5.841568	5.524247	6.0652575	5.583406	5.4052873	5.766936	5.658302	5.6584687	5.6627464	5.791434	5.4682302	5.7180433	5.6046376	5.776663	5.8816586	5.849378	5.783546	5.7126026	5.8228364	5.6640277	5.6009827	5.539858	5.5356293	5.712555	5.7690535	5.5406637	5.7918344	5.8746657
1372323_at	9.623913	9.61241	10.061937	9.804524	9.767616	9.811782	9.908137	9.741206	9.747293	9.862467	9.995074	9.765122	9.83542	9.536198	9.835559	9.720479	9.952054	9.923293	9.849236	9.7172165	9.790877	9.617468	9.830197	10.039601	10.134812	9.79808	9.768217	9.695689	9.847101
1372324_at	6.5284176	6.6536636	6.779217	6.732343	6.7647257	6.5152903	6.9105396	6.617597	6.9330854	6.598707	6.776538	6.766943	6.790793	6.724051	6.6535573	6.774241	6.651764	6.695361	6.716749	6.626319	6.7324715	6.780072	6.689857	6.7607455	6.644059	6.6682777	6.6962805	6.6100807	6.950186
1372325_at	7.546957	7.717518	7.7645574	7.7370915	7.528231	7.8773556	7.7356305	7.6835356	7.7607846	7.785757	7.749377	7.599788	7.674305	7.6798635	7.83464	7.6150146	7.626891	7.780528	7.7018695	7.806687	7.7883806	7.7353096	7.874319	7.631363	7.568838	7.814061	7.5596604	7.5104694	7.70818
1372326_at	4.1098843	3.909076	4.100896	3.9860566	3.909727	4.0979805	3.949172	4.2085676	3.823969	4.2672987	4.0131664	3.9656887	4.041854	4.284516	3.940693	4.1912975	4.1189423	4.005123	4.090064	4.0314164	3.9824574	4.1358232	4.11576	3.9107423	4.036952	4.0212965	4.2593794	4.009198	3.7949862
1372327_at	6.5769844	6.377674	6.4477367	6.5316753	6.27126	6.353201	6.4205904	6.474906	6.361044	6.3839493	6.537485	6.650853	6.5971766	6.6610503	6.307003	6.8647165	6.351515	6.5671206	6.411083	6.4599524	6.4117503	6.71224	6.4688926	6.3933086	6.3811617	6.5386357	6.5649595	6.403633	6.704699
1372328_at	7.6556325	7.6323	7.7768	7.720233	7.759369	7.7742076	7.949112	7.7655177	7.5383396	7.6343994	7.907841	7.7606964	7.981976	7.7690163	7.8732896	7.7704706	8.014597	7.7348566	7.580143	7.747854	7.794953	7.6821456	7.964546	8.020627	7.91521	7.812418	7.9314995	7.574229	7.941973
1372329_at	9.232151	9.044573	8.930534	8.968724	8.99147	8.957317	8.981703	9.067746	9.186436	9.057218	9.084668	9.0057535	8.935279	9.02359	9.234876	9.099792	9.045223	9.130835	9.191122	9.161858	9.084693	9.555173	9.124065	9.144934	9.243192	9.089572	9.180053	9.020721	9.197806
1372330_at	9.788616	9.799732	9.814635	9.765965	9.842144	9.725011	9.835325	9.804057	9.608881	9.89971	9.699849	9.732743	9.674541	9.825894	9.911373	9.914548	9.860077	9.596531	9.703716	9.754848	9.811673	9.848156	9.705906	9.89158	9.92018	9.810788	9.873219	9.759243	9.952969
1372331_at	9.213728	9.098015	9.196323	9.1273365	9.143852	9.263855	9.104219	9.1337595	9.173288	8.923342	9.20117	9.2389965	9.11208	9.267797	9.035377	9.229719	9.005684	9.354544	9.134272	9.232433	9.163883	8.971819	9.198696	9.177067	9.022085	9.255103	9.217161	9.002747	9.271807
1372332_at	4.576823	5.3117285	5.172024	5.032529	5.008375	5.104161	5.031257	4.8719454	4.61955	5.0828967	5.1194005	4.9626107	5.121321	5.2379	4.949495	5.0014296	4.9814773	5.1355076	4.6968627	5.2034955	5.4330764	5.3926554	5.475355	5.251347	4.9393253	5.6433992	5.2366543	4.6094365	5.0107913
1372333_at	10.976034	10.931729	10.78635	10.8700485	10.971276	10.942255	10.844301	10.823355	11.019613	10.835556	10.822329	10.96826	10.913885	10.918689	10.778467	10.96629	10.788137	10.899103	10.892054	10.991037	10.78141	10.779436	10.790728	10.911997	10.706835	10.813692	10.892548	10.880566	10.7950325
1372334_at	7.737882	7.7441854	8.001902	7.9559565	7.713217	8.128448	8.11461	8.036092	8.152896	7.848644	8.110697	7.8745413	7.8572874	7.923729	8.008955	7.82491	7.9157214	8.075142	7.724874	7.830564	7.999656	8.10894	8.11997	8.052742	7.864708	7.997483	7.863691	7.6332145	7.9814477
1372335_at	5.592145	5.352561	5.1132193	5.439507	5.4483933	5.346677	5.2831697	5.56821	5.4638176	5.5363855	5.339724	5.5975842	5.604044	5.0727396	5.3755174	5.362018	5.324001	5.208502	5.494889	5.343621	5.183194	5.4791703	5.3705206	5.0773625	5.3738904	5.241246	5.408191	5.7608714	5.413002
1372336_at	9.606851	9.428841	9.43069	9.868384	9.605588	9.656546	9.528176	9.610978	9.652273	9.361278	9.611145	9.706945	9.499813	9.571134	9.459047	9.40519	9.32353	9.674183	9.402148	9.5043955	9.389841	9.419614	9.529365	9.475995	9.3471155	9.607923	9.427994	9.382567	9.508664
1372337_at	10.119401	10.095102	10.06823	10.046582	9.978718	10.058533	10.142767	10.043563	9.931665	10.130594	9.955141	10.128532	9.929116	10.152466	9.987155	10.335145	9.993473	10.032727	9.931494	10.143386	10.017415	10.111773	10.04376	10.053706	10.039008	9.997156	10.314634	9.970121	10.249387
1372338_at	8.439045	8.294797	8.274392	8.191414	8.338012	8.28106	8.329189	8.183661	8.195534	8.188446	8.092225	8.410821	8.289178	8.453242	8.276314	8.419078	8.291641	8.125715	8.332971	8.277535	8.193272	8.287567	7.9866705	8.434897	8.256842	8.247506	8.416449	8.177534	8.236053
1372339_at	7.535036	7.608711	7.489995	7.45746	7.5701666	7.4750614	7.534199	7.32673	7.408371	7.5279803	7.2737207	7.3830686	7.5939093	7.490714	7.4632936	7.728714	7.4086323	7.3582854	7.5701823	7.592086	7.3223166	7.2251787	7.34489	7.494815	7.510478	7.421296	7.692731	7.3850937	7.6256723
1372340_at	8.9155655	8.821407	8.800598	8.985725	8.971355	8.811817	8.86565	8.895178	8.909775	8.7685375	8.890959	8.889269	8.923769	8.961096	8.998013	9.026846	8.925749	8.869989	8.91246	8.929352	8.91947	8.935724	9.0521755	8.93725	8.905869	8.859228	8.923319	8.869139	8.892887
1372341_at	5.3784723	5.4761353	5.084547	5.4612503	5.483301	5.5210857	5.1642847	5.469486	5.513132	5.530051	5.632699	5.255534	5.4031878	5.251769	5.4798384	5.0354767	5.3686457	5.436735	5.2585	4.9957066	5.498275	5.5998917	5.6257467	5.3351555	5.650714	5.515909	5.395506	4.9603252	5.2085047
1372342_at	7.2734375	6.7897573	7.7805696	7.589085	7.073123	6.419994	7.9263716	6.99858	6.876811	7.0333385	6.873108	7.321626	6.878306	7.4270334	6.385433	7.379866	7.6323752	6.300864	7.433599	7.430935	7.0058293	7.920004	6.3559422	7.811419	7.7895145	6.6479187	6.939706	7.1306186	7.437048
1372343_at	6.285463	6.3010345	6.3622313	6.422248	6.3399067	6.5030794	6.2990613	6.255173	6.54753	6.359221	6.3553314	6.447354	6.284727	6.5391436	6.518558	6.5134788	6.4428415	6.6037965	6.17242	6.193159	6.529779	6.201629	6.400145	6.492018	6.4235353	6.3478217	6.583069	6.2776403	6.4285326
1372344_at	7.605173	7.647043	7.8704715	7.8837104	7.6725187	7.910754	7.91652	7.786912	7.8136177	7.954343	7.891256	7.7785244	7.8682957	7.8546877	7.75533	7.7595	7.8709345	7.9612966	7.708643	7.8087196	7.95599	7.7322645	7.8753443	7.955871	7.955107	7.9951563	7.7095613	7.854209	8.11169
1372345_at	4.1536765	4.4152956	4.297438	4.3072605	4.4540715	4.6751704	4.0380287	4.2636423	4.523625	4.2561326	4.235956	4.3800974	4.28103	4.2900553	4.2513084	4.5048466	4.291337	4.593965	4.384915	4.3801637	3.9601846	4.4393024	4.475968	4.4208093	4.4090266	4.3497915	4.037353	4.5277886	4.1579385
1372346_at	7.2140536	6.897742	7.510434	7.044213	7.187155	7.024386	7.3412104	7.2199907	7.2330847	7.169699	7.2641177	6.851636	7.330918	7.1712174	7.0973043	6.8550873	7.2303605	7.3323746	7.2681146	6.9932227	7.101101	7.5412946	7.245918	7.1039705	7.4330225	7.172796	7.0107803	7.0394773	6.99195
1372347_at	8.878447	8.164617	8.782142	8.661434	8.6009865	8.546718	9.049466	8.527729	9.267663	8.471217	8.896355	8.435171	8.330202	8.932505	8.355647	8.121045	8.595915	8.561419	8.6234455	8.728266	8.7495575	9.432679	8.537214	8.400283	8.707777	8.656966	8.540588	8.709031	8.88082
1372348_at	5.0636883	5.186293	5.6447563	5.3245163	5.1760387	5.253551	5.369629	5.399138	5.137148	5.425572	5.4476786	5.2800756	5.1472793	5.4324675	5.3797817	5.052406	5.3788	5.2850156	5.1259084	5.279901	5.2399297	5.4183517	5.2344866	5.343727	5.441272	5.526666	5.224861	5.422974	5.5655985
1372349_at	6.450715	6.6311936	6.240974	6.5291767	6.0939784	6.7775106	6.279692	6.5317984	6.325889	6.3333793	6.399786	6.646062	6.528805	6.6738086	6.5198717	6.7665625	6.234549	6.645834	6.28369	6.483391	6.432244	6.2358294	6.62667	6.4730444	6.3381386	6.3667316	6.700387	6.3405066	6.513753
1372350_at	7.5888863	7.79052	7.708008	7.762023	7.833663	7.764738	7.7636786	7.7763147	7.7620873	7.8152027	7.8156843	7.8167124	7.7664037	7.751276	7.8031406	7.8546257	7.805258	7.7718797	7.7701735	7.875682	7.855367	7.68456	7.8019495	7.941343	7.9760504	7.854333	7.87224	7.8749266	7.926421
1372351_at	8.268388	7.9432178	8.226285	8.005726	7.922063	8.031531	8.270071	7.9785805	8.287024	8.048971	8.2195015	8.004838	8.088688	8.084534	8.03715	7.8547673	8.034642	8.384816	8.15292	8.15838	8.059589	8.273108	8.214335	8.023278	8.131366	8.236114	7.928584	8.090596	8.062955
1372352_at	10.71147	11.061079	10.999189	10.973313	11.069552	10.663928	11.02872	10.958021	10.855492	11.01092	10.840073	10.954395	10.778528	11.0562725	10.722858	10.737439	10.924855	10.626088	11.063189	10.92251	10.786541	10.885784	10.454741	10.674176	10.72178	10.696408	10.710196	10.877119	11.040311
1372353_at	6.3587413	5.87601	6.332948	6.3851385	6.1494927	6.243518	6.6284537	6.276628	6.232424	6.1602244	6.482698	6.1016574	6.1459217	6.301643	6.3034105	6.122136	6.470129	6.5823855	6.2700644	5.8430457	6.4118233	6.5301185	6.1331763	6.3830543	6.466558	6.3145494	6.127045	6.1921835	6.1588316
1372354_at	6.14928	5.992386	5.94885	5.9082055	6.035982	6.103356	6.1933303	6.0285854	6.4908094	5.8616524	6.0244713	5.8236456	6.2711678	6.393053	6.115928	6.0156884	6.112314	6.3777385	6.0100555	6.152279	6.38001	6.1261034	5.9364233	5.919336	5.927161	5.911821	5.9489317	6.044604	6.195342
1372355_at	7.9069333	7.815259	7.8048882	7.692691	7.636648	7.4882493	7.9027925	7.7229476	7.8325033	7.57003	7.761923	7.5918493	7.610382	7.8383923	7.456255	7.6614227	7.807314	7.8125944	7.7093835	7.7639475	7.736718	7.8054523	7.598792	7.687175	7.637788	7.7404876	7.609729	7.601334	7.7374134
1372356_at	4.779389	4.7996287	4.9444013	4.9223332	4.973709	4.9275303	4.9968677	4.668374	4.581543	4.5626636	4.9501815	4.9455547	4.600584	4.9486694	4.7566905	4.9826465	4.7709665	4.661149	5.150612	4.9638515	4.75702	4.6910048	4.970767	5.0655155	4.9476247	5.126476	4.7977047	4.446729	5.1707067
1372357_at	7.6508923	7.508128	7.773843	7.8045306	7.6442943	7.6532583	7.8967934	7.80594	7.6667037	7.8422384	7.9081154	7.8353753	7.620225	7.8500557	7.8084173	7.7724457	7.732752	7.862127	7.618254	7.695929	7.8340235	7.7538214	7.75214	7.7783866	7.783425	7.6617947	7.6534414	7.6895843	7.855481
1372358_at	5.515652	5.245551	5.622433	5.5457344	5.623559	5.783532	5.77697	5.3671856	5.4770174	5.4519114	5.846175	5.455802	5.656684	5.6531463	5.549673	5.6648574	5.618256	5.6339974	5.411233	5.5488286	5.3419366	5.461566	5.2907505	5.647282	5.488997	5.377279	5.514017	5.4188447	5.580867
1372359_at	3.7101264	3.6246989	3.3331046	3.8686392	3.6812592	3.7768087	3.49823	3.7861114	3.631813	3.5997703	3.9604611	3.9194763	3.8286438	3.7562776	4.064213	3.6691275	3.8318124	3.6262121	3.6241915	3.472645	3.7840168	3.6142945	3.988799	3.7952175	4.0116262	3.7808676	3.8609269	3.7920046	3.5250466
1372360_at	8.580545	8.553669	8.611546	8.617924	8.661066	8.530998	8.656649	8.596575	8.683556	8.455135	8.637821	8.605457	8.603859	8.604766	8.640942	8.608472	8.645973	8.571077	8.668652	8.374105	8.652967	8.709833	8.616255	8.760902	8.476297	8.598625	8.723806	8.627419	8.69099
1372361_at	6.872407	6.907581	6.858391	7.0133095	6.749278	7.1274157	6.856414	7.0763154	6.9544826	7.05846	6.9381294	7.0698013	6.9094896	7.0242214	7.122778	6.998146	6.9724913	6.9700584	6.911327	6.737979	6.886754	6.9689627	7.107411	7.022917	7.01685	7.0213323	7.029364	6.9498177	7.061433
1372362_at	7.6729813	7.6561127	7.6422515	7.659086	7.652496	7.6372375	7.544696	7.5244246	7.5454273	7.632594	7.5410676	7.717072	7.630815	7.5890393	7.687742	7.6484766	7.6163974	7.5756216	7.7383986	7.599586	7.647565	7.6964636	7.788145	7.6994567	7.6298356	7.8138933	7.612045	7.603156	7.7146463
1372363_at	7.037589	7.1100054	7.0081167	7.0638323	7.1752863	7.210234	7.253756	7.1707807	7.560768	7.2341824	7.0613303	7.011126	7.0374765	7.128096	7.168648	7.1124945	7.03564	7.428822	7.1818495	7.039579	6.9972887	7.4107785	7.106987	7.1743727	7.2448735	7.275589	7.03169	7.1607513	7.185969
1372364_a_at	9.567053	9.502037	9.520872	9.478003	9.531324	9.537364	9.660561	9.511148	9.554179	9.521181	9.529284	9.520727	9.5620575	9.608635	9.455282	9.712751	9.521648	9.4805565	9.454901	9.48856	9.556133	9.535	9.480343	9.628004	9.563839	9.535339	9.611885	9.4484825	9.5727825
1372365_at	7.6070223	8.28286	7.111368	8.28067	8.035827	7.8684607	8.109783	7.8423114	8.170917	7.839307	8.197987	8.145353	7.992288	7.9547453	7.926574	7.7851744	8.193972	7.724874	7.556748	7.5365696	7.480102	7.1084557	7.7036476	8.50294	7.548926	7.8416395	8.305986	7.9077725	8.287184
1372366_at	7.437044	7.226023	7.53205	7.419035	7.41669	7.3882565	7.501438	7.3750343	7.379802	7.3717885	7.443835	7.419234	7.3889956	7.3802934	7.2671814	7.4490204	7.3886595	7.3773456	7.3160057	7.4645834	7.4149227	7.435788	7.437584	7.4030986	7.313988	7.3276873	7.2959046	7.2922688	7.4339123
1372367_at	7.981595	7.846243	7.946695	7.871697	7.8074436	8.037973	8.050432	7.9977612	7.92523	8.032692	8.146686	7.886527	7.9653797	8.142882	7.9808135	8.106792	7.905818	7.906717	7.8699245	8.019067	7.9651604	7.8265915	8.003557	7.9640565	8.061375	8.15177	7.908119	8.08011	8.199105
1372368_at	10.015609	10.06232	10.142032	10.356021	10.070088	9.932789	10.188969	10.17887	10.382608	10.022022	10.212646	10.231465	9.958137	10.005408	9.978031	9.8715105	9.983245	10.021993	10.132701	10.085448	10.02816	10.243224	9.831387	10.041699	9.988833	10.090394	10.077253	10.008203	10.249785
1372369_at	7.4241586	7.2849298	7.206103	7.3044996	7.3696136	7.480579	7.3523307	7.31783	7.4264607	7.325143	7.4355435	7.3465204	7.3460503	7.33222	7.2629476	7.337687	7.1535697	7.275304	7.2994204	7.2408752	7.505664	7.193905	7.418346	7.373145	7.3830066	7.357262	7.471595	7.4794064	7.2552547
1372370_at	6.1553717	6.1310844	6.397668	6.207489	6.0445423	6.422116	6.299795	6.3199143	6.525381	6.2201076	6.4738216	6.325019	6.143923	6.3447814	6.3997374	6.3113837	6.20266	6.617567	5.9866962	6.4652553	6.544652	6.272248	6.6108212	6.4317102	6.304161	6.356432	6.3587127	6.280168	6.5661416
1372371_at	7.4278307	7.3139205	7.518377	7.4645767	7.336601	7.5351467	7.607305	7.629882	7.482081	7.5024705	7.5953145	7.4506254	7.4906883	7.743404	7.745376	7.4639864	7.666406	7.5196195	7.544256	7.2784686	7.5131083	7.7254124	7.5274262	7.5824776	7.5568633	7.624011	7.344855	7.7299623	7.5244713
1372372_at	12.137429	12.127611	12.130234	12.087127	12.199986	12.224846	12.090842	12.136418	12.184334	12.07384	12.202774	12.063255	12.154791	12.1238	12.1098795	12.209316	12.209889	12.141198	12.06971	12.071135	12.132426	12.057631	12.178675	12.178982	12.035226	12.05364	12.171907	12.016758	12.087528
1372373_at	7.2005234	7.317816	7.552643	7.2564936	7.488786	7.554867	7.583201	7.3433456	7.334095	7.4965334	7.6436567	7.329817	7.474371	7.5761786	7.6330433	7.32417	7.553314	7.5552716	7.3491755	7.3561244	7.384799	7.353388	7.618678	7.3609405	7.580965	7.662066	7.4520597	7.3200474	7.5958843
1372374_at	3.624516	3.7613358	3.83586	3.3800364	3.84875	3.7163422	3.640036	3.8742847	3.522077	3.772641	3.5324016	3.668361	3.6549067	3.9213939	3.4118447	3.6342335	3.8807085	3.305467	3.6373687	3.768641	3.5582867	3.6116686	3.6346393	3.577319	3.8091972	3.7589684	3.211999	3.7632034	3.7917824
