Something	030816-MW-502_(Rat230_2).CEL	030816-MW-504_(Rat230_2).CEL	030816-MW-506_(Rat230_2).CEL	031516-MW-503_(Rat230_2).CEL	030816-MW-520_(Rat230_2).CEL	030816-MW-508_(Rat230_2).CEL	030816-MW-510_(Rat230_2).CEL	030816-MW-511_(Rat230_2).CEL	031516-MW-509_(Rat230_2).CEL	030816-MW-513_(Rat230_2).CEL	030816-MW-514_(Rat230_2).CEL	030816-MW-515_(Rat230_2).CEL	030816-MW-516_(Rat230_2).CEL	031516-MW-517_(Rat230_2).CEL	030816-MW-526_(Rat230_2).CEL	030816-MW-521_(Rat230_2).CEL	030816-MW-522_(Rat230_2).CEL	030816-MW-523_(Rat230_2).CEL	031516-MW-519_(Rat230_2).CEL	030816-MW-531_(Rat230_2).CEL	030816-MW-528_(Rat230_2).CEL	030816-MW-529_(Rat230_2).CEL	031516-MW-527_(Rat230_2)_2.CEL	031516-MW-530_(Rat230_2).CEL	030816-MW-532_(Rat230_2).CEL	030816-MW-534_(Rat230_2).CEL	031516-MW-535_(Rat230_2).CEL	031516-MW-536_(Rat230_2).CEL	030816-MW-507_(Rat230_2).CEL
1367475_at	10.374779	10.39957	10.345983	10.245083	10.418007	10.35936	10.422794	10.399429	10.315984	10.5124855	10.401207	10.483255	10.388435	10.468641	10.46311	10.434131	10.403673	10.423098	10.406254	10.438995	10.395269	10.481749	10.466009	10.2784	10.467852	10.368811	10.406346	10.340269	10.340769
1367476_at	11.249107	11.18653	11.259304	11.249315	11.367322	11.290321	11.2975235	11.2886	11.214254	11.197352	11.307354	11.370842	11.341423	11.249017	11.356797	11.382259	11.310096	11.334821	11.273844	11.341598	11.412928	11.438694	11.235648	11.239381	11.293926	11.370253	11.307669	11.357113	11.293425
1367477_at	10.027816	9.795198	9.991398	9.827385	9.950848	10.001356	9.942688	9.915651	9.802682	9.821494	9.731321	9.852087	10.040777	9.956835	9.956129	9.9867935	9.935204	9.912183	9.899557	9.844938	9.960207	10.120797	9.8574505	9.697359	9.91509	9.99404	9.901209	9.911003	10.060016
1367478_at	8.503226	8.423983	8.683023	8.579897	8.735239	8.62505	8.597319	8.549768	8.617012	8.569744	8.686044	8.510479	8.65346	8.442614	8.653688	8.686455	8.575655	8.563782	8.484888	8.700451	8.590084	8.778952	8.835695	8.606951	8.596857	8.760464	8.609068	8.62957	8.39093
1367479_at	11.042317	10.970464	10.955455	11.028165	10.977612	10.976048	10.978182	10.979332	10.995462	10.903458	11.018978	11.059008	11.065502	10.991484	10.893221	11.012764	11.018032	10.992266	10.954375	10.901323	10.90443	11.013544	10.972951	10.856247	10.946461	10.970608	10.968294	10.91335	11.038187
1367480_at	9.308962	9.113373	9.235469	9.017427	9.12896	9.235667	9.189655	9.117407	8.944589	8.888487	9.118252	8.959131	9.205196	9.009021	8.959182	9.15409	9.075559	9.137772	9.005171	9.035292	9.029778	9.069804	9.146827	8.86993	9.111862	9.054385	8.946332	8.950749	9.230715
1367481_at	9.199377	9.186956	9.215784	9.093126	9.278044	9.341524	9.198376	9.30609	8.946953	9.183289	9.159439	9.260023	9.170784	9.106388	9.249678	9.305535	9.187378	9.32423	9.123017	9.252846	9.18759	9.220804	9.298639	8.914202	9.186258	9.171314	9.211716	9.100197	9.29144
1367482_at	9.599764	9.565817	9.525873	9.5349045	9.556591	9.680679	9.645811	9.487831	9.359732	9.485136	9.459509	9.452187	9.620943	9.505671	9.574754	9.569832	9.530413	9.557081	9.356581	9.455433	9.411345	9.528238	9.585085	9.285847	9.399256	9.425699	9.499287	9.243071	9.610729
1367483_at	8.370487	8.207005	8.278187	8.228643	8.364307	8.477222	8.265051	8.298127	8.328237	8.160939	8.259463	8.497868	8.208663	8.190159	8.343332	8.421784	8.349512	8.326708	8.341878	8.4150915	8.417769	8.3570175	8.490045	8.217426	8.432418	8.2764435	8.467216	8.390001	8.202731
1367484_at	9.130142	9.264729	9.229599	8.952995	9.107645	9.181704	9.192089	9.087445	9.139685	9.249561	9.189102	9.156789	9.16623	8.982332	9.296819	9.140514	9.185067	9.08682	9.055403	9.101708	9.182356	9.305415	9.133314	9.115076	9.205068	9.25513	9.2418165	9.112385	9.117686
1367485_at	9.816296	9.7686405	9.798096	9.698053	9.786156	9.7875595	9.824572	9.780027	9.702817	9.7684965	9.9970665	9.865849	9.867796	9.719954	9.782797	9.854025	9.856235	9.750769	9.756424	9.836296	9.858175	9.87619	9.895861	9.700872	9.919474	9.867153	9.811634	9.807127	9.748508
1367486_at	8.495923	8.714579	8.600024	8.634351	8.651147	8.6067915	8.35103	8.554433	8.70222	8.664365	8.5524845	8.6481	8.528587	8.721979	8.454607	8.625701	8.497589	8.728566	8.587026	8.745941	8.645987	8.475631	8.797609	8.678313	8.606562	8.424426	8.696295	8.639457	8.652797
1367487_at	6.9264965	7.0616927	7.104411	7.02608	7.1818604	7.035909	7.193711	7.1151223	7.112028	7.1404963	7.2349367	7.1815834	7.1586533	7.292076	7.09867	7.035909	7.0216627	7.169776	7.2982035	7.034555	7.118814	7.114678	7.304057	7.0449953	7.2224264	7.1963644	7.1246233	7.155152	7.2459884
1367488_at	7.855001	7.928421	7.986008	7.9605174	7.88071	7.9004006	7.9139466	7.737002	7.697351	8.132086	7.839641	7.8337584	8.057684	7.7627387	7.8630404	7.9173584	7.881997	7.969337	7.97948	8.03389	7.870523	8.22752	7.936978	7.866993	7.8489227	8.025377	8.075304	7.819144	8.07067
1367489_at	6.1872025	6.22669	6.268159	6.2221127	6.11743	6.207389	6.148691	6.1743245	6.225689	6.3837337	6.134544	6.381735	6.151822	6.043471	6.156656	6.157231	6.2034736	6.124569	6.2553215	6.4944496	6.457685	6.038019	6.1657515	6.2214017	6.1563597	6.2333503	6.4151483	6.190125	5.996721
1367490_at	7.280485	7.0739393	7.154139	7.2019854	7.188709	7.239287	7.196313	7.104714	7.066976	7.0823355	7.047358	7.222003	7.207166	7.019137	7.1644273	7.2830224	7.1432343	7.3405523	7.1309447	7.2587924	7.211775	7.044862	7.428415	7.051758	7.1810336	7.0901203	7.028215	7.055405	7.305349
1367491_at	9.438804	9.497039	9.399201	9.337734	9.433505	9.535272	9.480411	9.489465	9.327755	9.421441	9.404116	9.405755	9.518498	9.286343	9.503828	9.652329	9.498613	9.446806	9.30925	9.553351	9.399473	9.567203	9.426281	9.310043	9.613834	9.415108	9.386496	9.409969	9.422315
1367492_at	8.834294	8.66551	8.935761	8.79806	8.928315	8.907726	8.885507	8.870076	8.742537	8.859367	8.824459	8.853249	8.877461	8.763521	8.821103	8.9868	8.827944	8.818481	8.822405	8.862256	8.895957	9.038981	8.731925	8.716611	8.900838	8.873169	8.735669	8.919346	8.852263
1367493_at	9.473786	9.399903	9.457671	9.388899	9.286345	9.352772	9.393097	9.413607	9.353875	9.379226	9.35314	9.24567	9.495329	9.297869	9.355875	9.361269	9.396003	9.285372	9.284076	9.285403	9.289073	9.32965	9.420749	9.337705	9.291686	9.329326	9.295344	9.149504	9.348628
1367494_at	9.84902	9.696699	9.641903	9.814421	9.881525	9.802002	9.815811	9.711393	9.685457	9.669699	9.813579	9.765928	9.721645	9.682915	9.715845	9.901079	9.818689	9.804461	9.673574	9.787079	9.728193	9.734533	9.824617	9.526554	9.68297	9.645531	9.662176	9.653543	9.796135
1367495_at	7.9002247	7.9783783	8.083167	7.748187	7.96249	7.9256177	7.8347225	7.916963	7.571699	7.757354	7.822337	7.735318	8.071325	7.654942	7.9590893	8.014962	7.9493537	7.823232	7.757264	7.8192677	7.928384	8.030167	8.097198	7.534659	7.9043097	7.9740562	7.9204283	7.7989845	7.8532934
1367496_at	11.325607	11.409003	11.50553	11.294717	11.388704	11.359143	11.271336	11.285146	11.342778	11.358926	11.349846	11.291112	11.373864	11.308958	11.311528	11.265904	11.346897	11.417801	11.383431	11.427024	11.406568	11.41142	11.347478	11.270509	11.372	11.362012	11.464032	11.367	11.356874
1367497_at	8.196893	8.228756	8.345723	8.18951	8.22361	8.302767	8.241537	8.24542	8.166489	8.139606	8.126759	8.213032	8.136539	8.105013	8.224243	8.259493	8.271217	8.280287	8.150356	8.339849	8.249878	8.322077	8.351831	7.9508343	8.260658	8.059069	8.167864	8.188845	8.334528
1367498_at	8.687603	8.44556	8.602733	8.519903	8.418704	8.533712	8.720561	8.626757	8.497059	8.7458315	8.557155	8.640293	8.725031	8.43795	8.474964	8.574064	8.630289	8.497815	8.614486	8.417009	8.320062	8.683077	8.514706	8.391154	8.41312	8.640293	8.495942	8.362925	8.602653
1367499_at	7.38095	7.4789777	7.499266	7.4971924	7.4812884	7.438449	7.577012	7.3213563	7.392005	7.546474	7.586092	7.4224873	7.444774	7.53747	7.4740076	7.408646	7.435712	7.565258	7.4550714	7.569503	7.524643	7.65258	7.5986958	7.6600466	7.4885926	7.4965396	7.5265427	7.492662	7.6799707
1367500_at	10.69831	10.720481	10.815582	10.69257	10.60795	10.709996	10.690059	10.728704	10.661661	10.676982	10.652702	10.674753	10.747863	10.620519	10.696808	10.858098	10.693657	10.726299	10.608994	10.660131	10.732306	10.939694	10.740652	10.575636	10.790158	10.739199	10.8004265	10.677174	10.772989
1367501_at	8.762545	8.7008705	8.752764	8.636637	8.683541	8.73017	8.565634	8.694551	8.5484	8.582544	8.504447	8.68828	8.629481	8.590091	8.650536	8.751222	8.648483	8.71924	8.568673	8.644597	8.619774	8.631666	8.695513	8.434367	8.638533	8.656565	8.603416	8.587223	8.660655
1367502_at	8.853239	8.597845	8.863032	8.615851	8.811553	8.810303	8.715139	8.716024	8.5546875	8.5812645	8.736709	8.78141	8.881351	8.56485	8.714903	8.740608	8.631671	8.711251	8.818328	8.706356	8.689738	8.915902	8.786581	8.481313	8.702778	8.715561	8.753671	8.576248	8.735073
1367503_at	10.682742	10.668351	10.70695	10.755362	10.831367	10.695523	10.745331	10.70748	10.646044	10.699261	10.737447	10.774042	10.610749	10.781699	10.71419	10.722066	10.686525	10.810759	10.701806	10.841664	10.668792	10.800522	10.822617	10.52157	10.807083	10.774537	10.783001	10.783315	10.696716
1367504_at	8.037395	8.018298	7.962395	8.0508175	8.145133	8.204	8.065257	8.203008	7.979808	8.299769	8.066524	8.170927	8.071805	7.822322	8.092866	8.354738	8.172133	8.13167	7.9755635	8.11066	8.107338	8.020635	8.191981	8.002938	8.096641	8.080201	8.076278	8.08263	8.221052
1367505_at	8.103274	7.7815905	8.053689	7.9475923	7.8382316	7.9989944	8.051109	7.9463086	7.8859096	7.987632	8.027623	8.217808	8.023766	7.9069204	8.037361	7.9827976	8.14554	8.1514225	8.049041	8.001419	8.110006	8.161757	8.164275	7.697609	8.162932	7.919544	8.103581	7.954196	8.120417
1367506_at	9.685679	9.582382	9.560974	9.576836	9.585033	9.833949	9.6049595	9.658899	9.383457	9.570078	9.447103	9.689056	9.797912	9.527606	9.626513	9.651273	9.725306	9.794275	9.514505	9.573101	9.762309	9.493197	9.784289	9.471518	9.676448	9.575413	9.465865	9.598068	9.650036
1367507_at	7.113588	6.994912	6.804545	6.8149757	6.974952	6.916885	7.018319	7.0966606	6.9144983	6.921823	7.134551	7.069098	7.0689683	7.0455904	6.9143043	7.0591106	7.0319996	7.0999413	6.994251	7.0601735	6.969994	7.049801	7.0008583	6.660876	6.9750957	6.886995	6.9696445	6.832119	7.093876
1367508_at	9.081928	8.812047	8.921972	8.855804	9.053768	8.936417	9.025711	8.905067	8.744503	8.840179	8.9104185	8.931413	9.036399	8.781436	8.98953	8.994958	9.01633	8.939848	8.786571	8.894842	8.912036	8.987298	8.978487	8.867501	8.969433	9.099227	8.883629	8.79263	8.84261
1367509_at	9.617755	9.476617	9.581665	9.56147	9.627474	9.653596	9.489921	9.522398	9.588367	9.493591	9.559687	9.561335	9.56627	9.3684845	9.597293	9.61148	9.536071	9.602695	9.574237	9.569624	9.638993	9.534841	9.630112	9.429406	9.584864	9.591922	9.606893	9.651689	9.6734085
1367510_at	9.659756	9.650236	9.642352	9.530825	9.757769	9.69018	9.664013	9.701588	9.522917	9.647487	9.690306	9.806307	9.688702	9.615949	9.788432	9.743106	9.663576	9.759362	9.622618	9.765993	9.7779665	9.783828	9.798142	9.446161	9.830581	9.744631	9.876955	9.70844	9.642285
1367511_at	8.056942	8.211193	8.260525	7.8816276	8.068031	8.053086	8.147467	8.079496	7.802554	8.019986	8.099758	8.018205	8.189024	8.001802	8.034136	7.93064	8.065114	8.272772	8.011368	8.0809765	8.055387	8.189219	8.291311	7.8488817	8.066664	8.056107	8.059116	8.009656	8.118471
1367512_at	11.290639	11.277262	11.333803	11.291548	11.297344	11.188178	11.3499975	11.243944	11.317195	11.353629	11.414556	11.316205	11.226695	11.397228	11.340123	11.357072	11.305561	11.195452	11.32402	11.341122	11.327459	11.442895	11.289972	11.249155	11.284164	11.37338	11.385793	11.384616	11.252414
1367513_at	7.6217585	7.770952	7.7555575	7.6591835	7.6569963	7.7995334	7.658907	7.743457	7.6022463	7.8914905	7.6926737	7.6867313	7.6928663	7.5264955	7.6280813	7.748905	7.7282796	7.8572583	7.6282086	7.8993006	7.756261	7.8193455	7.795601	7.594674	7.6975064	7.5685387	7.760054	7.5662465	7.901092
1367514_at	7.4659147	7.577752	7.365367	7.4635973	7.560351	7.5547876	7.5515766	7.454463	7.434823	7.67125	7.508561	7.5846524	7.391931	7.391503	7.5925426	7.6195717	7.582148	7.637438	7.5463085	7.5934734	7.7416553	7.650715	7.6835747	7.246029	7.5979843	7.4171076	7.5837593	7.5543594	7.6179104
1367515_at	7.6988487	7.765782	7.895493	7.479961	7.4431353	7.845728	7.5486054	7.767011	7.802302	7.831056	7.680837	7.6968656	7.671626	6.86392	7.6333404	7.6761713	7.9390383	7.4302144	7.358427	7.580815	7.9744782	7.930317	7.4331965	7.696466	7.824051	7.962961	7.9762893	7.6577415	7.479727
1367516_at	8.459708	8.439791	8.422676	8.437982	8.356542	8.287145	8.342529	8.439638	8.260788	8.398933	8.521279	8.468794	8.454518	8.439908	8.50491	8.402513	8.363504	8.407129	8.360435	8.339048	8.418415	8.591564	8.587314	8.04861	8.466838	8.276761	8.514794	8.283564	8.489352
1367517_at	7.475377	7.760432	7.8836274	7.511309	7.487247	7.6060543	7.3461637	7.763755	7.498666	7.7906795	7.6241555	7.5897565	7.483177	7.334695	7.5198298	7.70691	7.7584395	7.652538	7.4951262	7.5773797	7.615759	7.5918474	7.5489426	7.266941	7.6467757	7.5622272	7.6005216	7.5689406	7.7216225
1367518_at	8.396395	8.433798	8.521271	8.383852	8.470713	8.481512	8.422184	8.494143	8.465126	8.461781	8.453976	8.402136	8.3797245	8.557611	8.484089	8.460186	8.479643	8.54435	8.555113	8.581421	8.454996	8.473555	8.556444	8.269596	8.449854	8.41367	8.489624	8.499268	8.5777025
1367519_at	7.970434	7.749542	7.7778974	7.8974032	7.8421803	7.9659476	7.810827	7.8368607	7.7182684	7.8613577	7.9145317	8.078103	7.764663	7.9758954	7.9691153	7.8395143	7.7805734	7.9829454	7.894573	7.901595	7.8370886	7.9282765	8.017143	7.8609676	7.931518	7.8720045	7.9821477	7.8220854	7.9430556
1367520_at	9.514723	9.442009	9.3888645	9.493057	9.526278	9.593493	9.385063	9.405743	9.398539	9.377696	9.460721	9.451227	9.459803	9.484821	9.512884	9.453639	9.481391	9.498327	9.461629	9.512176	9.46896	9.280267	9.591969	9.270617	9.383433	9.323104	9.437897	9.4127245	9.547175
1367521_at	6.293688	6.3576145	6.208263	6.2649918	6.640695	6.441618	6.6192827	6.4734364	6.3634605	6.5020804	6.3562155	6.3499117	6.3281565	6.3370047	6.436954	6.6691785	6.4270225	6.79994	6.446903	6.645293	6.519026	6.2372046	6.529053	6.452964	6.334815	6.2773557	6.6845846	6.0505104	6.560439
1367522_at	8.08609	8.032946	7.942939	8.092188	8.045565	8.049829	8.02903	8.146867	7.903187	7.876341	8.090279	8.138424	7.950815	7.9303885	8.117131	8.093085	8.072822	8.144172	8.020062	8.185372	8.016189	7.9707704	8.167994	7.906927	8.010846	8.065889	7.933913	8.065715	8.11465
1367523_at	8.124751	8.148304	8.1623955	8.084673	8.315995	8.318533	8.201014	8.209772	7.91367	8.212273	8.17336	8.216972	8.245312	7.9706235	8.279096	8.375008	8.261848	8.279051	8.117879	8.221315	8.314823	8.254195	8.187162	7.944878	8.236658	8.179363	8.234732	8.120765	8.32674
1367524_at	7.1191278	7.068434	7.186666	7.1624117	7.082658	6.919295	7.109688	7.231794	6.9564404	7.161862	7.1061416	7.136456	6.8498907	7.2135053	7.1381655	6.994796	7.059872	7.054129	7.374441	7.0726037	6.942729	7.116201	7.1268015	7.114737	7.011689	6.975098	7.1505775	7.1872067	7.1165195
1367525_at	9.140092	9.09318	9.226235	9.020287	9.041032	9.129995	9.081001	9.074708	8.984416	9.201412	9.027256	9.073448	9.150836	8.917272	8.994021	8.967759	9.168669	9.199086	8.930635	9.045426	9.009407	9.167039	8.989234	8.980155	8.989383	9.039797	8.9163685	9.019218	9.112544
1367526_at	9.437379	9.137342	9.546809	9.328234	9.415146	9.464472	9.353981	9.234861	9.327461	9.21752	9.340306	9.181112	9.417389	9.201462	9.189955	9.330054	9.336423	9.220364	9.235385	9.223548	9.291909	9.340113	9.2898655	9.189833	9.243374	9.245249	9.2616005	9.217713	9.411512
1367527_at	8.582691	8.574713	8.561783	8.405363	8.406016	8.556053	8.451692	8.466437	8.418901	8.624595	8.4774275	8.509236	8.348508	8.329633	8.469428	8.608912	8.4591675	8.495629	8.402958	8.578489	8.423896	8.805576	8.370664	8.13916	8.594853	8.419956	8.5983715	8.357742	8.629891
1367528_at	8.30015	8.40723	8.324904	8.498379	8.585815	8.372064	8.479074	8.460533	8.55443	8.560252	8.428944	8.594193	8.470178	8.621704	8.471518	8.609005	8.522077	8.620711	8.520099	8.673283	8.480134	8.526764	8.616369	8.475512	8.600772	8.384199	8.521536	8.522049	8.607728
1367529_at	8.778814	8.868912	8.702972	8.691254	8.800831	8.824871	8.842243	8.809254	8.766552	8.707804	8.643225	8.854948	8.91437	8.83469	8.8969	8.782356	8.741564	8.94763	8.82655	8.894318	8.799271	8.707039	8.840881	8.605722	8.816772	8.853853	8.85107	8.837727	8.826736
1367530_at	7.6670637	7.6248355	7.6692057	7.5276303	7.714567	7.4494143	7.416235	7.564605	7.750258	7.5584965	7.80429	7.525703	7.4588127	7.814257	7.550687	7.5676928	7.609792	7.6126337	7.5640197	7.5701246	7.7268624	7.7305903	7.552122	7.4389057	7.4965158	7.555712	7.5660787	7.5575485	7.787751
1367531_at	10.219691	10.0171385	10.011935	10.101919	10.128642	10.199143	10.186404	10.028852	9.969401	10.112303	10.041623	10.0625925	10.120266	9.998173	10.120183	10.109698	10.080354	10.089919	10.146289	10.091164	9.991285	10.0961685	10.028504	9.902162	10.104286	10.024431	9.943516	10.028148	10.150739
1367532_at	11.190862	11.162067	11.169641	11.120776	11.181612	11.056416	11.208709	11.196216	11.092913	11.193033	11.244901	11.270208	11.166441	11.245972	11.218245	11.208978	11.177711	11.174757	11.142382	11.244758	11.231995	11.285613	11.221939	11.056959	11.256194	11.276963	11.159503	11.189069	11.208214
1367533_at	9.104441	8.982929	9.166922	8.917484	9.122017	9.122162	8.946781	9.006939	8.875839	8.943787	8.963303	8.994541	9.104746	8.950542	9.023588	9.044659	9.08112	9.121532	8.89094	8.967766	9.063349	9.1078205	9.251273	8.780178	9.112949	9.064482	9.020308	8.918466	9.043076
1367534_at	7.085514	7.1447043	7.150702	7.1666284	7.277327	7.3037	7.1576824	6.986678	6.872446	7.435549	7.3545628	7.310315	7.117813	6.9687324	7.2051115	7.1993656	7.128952	7.20179	7.2798724	7.129868	7.306599	7.0777535	7.303173	7.050745	7.205233	7.125075	7.250399	7.084418	7.2279925
1367535_at	8.084861	7.700068	7.734821	7.9850855	7.7967834	7.7500505	7.9154253	7.9231095	8.075387	7.9877048	7.7550497	7.7425814	7.8493323	7.8926015	7.833494	7.8070545	7.9193573	7.8678093	7.8992987	7.6717224	7.7036633	7.5146017	7.8273454	8.013318	7.720254	7.681	7.772361	7.9123197	7.7396445
1367536_at	7.508046	7.2787895	7.4233227	7.2787895	7.5805717	7.6476383	7.2890706	7.279903	7.2043967	7.1619315	7.403472	7.3070607	7.3070498	7.3254347	7.369392	7.501294	7.3727155	7.3901176	7.3945394	7.593179	7.5211253	7.5008845	7.616744	7.2044744	7.3668017	7.3251524	7.3163548	7.3633842	7.4760227
1367537_at	7.029361	6.9415956	6.9191813	6.805461	6.730038	6.8779287	7.009413	7.1273265	6.604599	7.097315	6.983862	6.9538136	7.112006	6.836938	6.9493227	6.8389473	7.093507	6.840783	6.92848	7.0284767	6.99203	7.0006695	7.072959	6.7107034	6.7530775	6.8992424	6.963484	6.638752	6.976705
1367538_at	6.944826	6.759486	6.761591	6.7782826	6.8657627	6.6592135	6.725727	6.8296723	6.814041	6.7560515	6.852942	7.003646	6.617524	6.349263	6.8222227	6.772409	6.718282	7.0118804	6.9945235	6.986813	6.92125	6.820055	6.875167	6.6235576	6.7426405	6.7195034	6.9005766	6.7307878	6.938522
1367539_at	8.749134	8.454615	8.7157545	8.500039	8.466928	8.489008	8.655384	8.677706	8.397486	8.52256	8.421011	8.462468	8.674692	8.243488	8.646259	8.5896435	8.550985	8.425751	8.49978	8.385387	8.409948	8.535025	8.586174	8.430889	8.514336	8.534573	8.388742	8.373894	8.541031
1367540_at	7.481237	7.4641566	7.543956	7.4991627	7.5298433	7.4297924	7.452425	7.4172163	7.30284	7.499653	7.448759	7.5046926	7.138567	7.45489	7.355622	7.4630384	7.410059	7.750108	7.5825624	7.7431707	7.410341	7.656983	7.6714582	7.2145457	7.4275937	7.2941227	7.7254233	7.4531956	7.644266
1367541_at	8.449499	8.359809	8.459341	8.217834	8.375769	8.516775	8.354851	8.476071	8.262368	8.161746	8.381561	8.359367	8.451338	8.156822	8.316324	8.50349	8.3144245	8.2801895	8.114589	8.371456	8.358217	8.416943	8.339901	8.071426	8.369882	8.425146	8.332545	8.168964	8.349199
1367542_at	8.330085	8.299244	8.274931	8.284252	8.359863	8.361741	8.485848	8.428456	8.229763	8.454568	8.3966675	8.548057	8.420356	8.232553	8.466803	8.498287	8.346418	8.479675	8.281645	8.3970175	8.419254	8.478572	8.54306	8.272917	8.494225	8.457643	8.504394	8.230356	8.149354
1367543_at	8.941797	8.827106	8.912514	8.536371	8.80493	8.928022	8.850974	8.838247	8.434584	8.7337475	8.626747	8.70203	8.907276	8.656459	8.812473	8.851229	8.799198	8.891813	8.657688	8.783415	8.75692	8.856667	8.93062	8.391302	8.798645	8.831263	8.863176	8.594675	8.884655
1367544_at	6.878759	6.6860824	6.917359	6.6052814	6.617379	6.685776	6.957484	6.8934197	6.6202903	6.90401	6.8700824	6.7180023	6.7828646	6.4766755	6.8759384	6.854475	6.7898536	6.773036	7.0054383	6.8391933	6.8485475	7.111795	7.0496087	6.445183	6.7415767	6.812616	6.958662	6.6181846	6.7588143
1367545_at	7.955732	7.8682456	8.056622	7.955712	8.092393	8.103668	7.9716516	8.013652	7.8778195	8.040432	8.145768	8.200753	8.03569	7.931927	8.052483	8.039085	7.92345	8.010101	7.962379	7.995742	8.092363	8.185995	8.0963545	7.778464	7.9527273	8.114558	8.300312	8.136727	7.9388614
1367546_at	9.952082	10.007453	10.220948	9.997461	10.0887375	10.018371	10.112123	10.07455	9.960493	10.027069	10.030123	10.135749	10.1447315	9.973012	10.023924	10.08553	10.125536	10.004972	9.986852	9.9974785	10.146933	10.193384	10.152246	10.067175	10.175209	10.157113	10.051906	10.04581	9.9827795
1367547_at	7.565042	7.531947	7.433936	7.5024776	7.4427805	7.5072236	7.5650973	7.6139717	7.4046745	7.533751	7.678669	7.6850433	7.4423366	7.478206	7.6767488	7.5619063	7.467188	7.7380686	7.6601477	7.5959706	7.6683307	7.591939	7.7800493	7.4090924	7.5833774	7.558761	7.63548	7.4837313	7.6483407
1367548_at	8.412708	8.402468	8.264579	8.327707	8.495437	8.419488	8.467356	8.281912	8.333537	8.207203	8.283183	8.423722	8.587876	8.30699	8.409641	8.260155	8.334093	8.418374	8.328938	8.3759	8.299752	8.208136	8.32443	8.28429	8.287881	8.260467	8.315054	8.334357	8.456592
1367549_a_at	10.647291	10.442408	10.74021	10.403954	10.4419	10.580015	10.523319	10.498829	10.420477	10.350626	10.464132	10.398056	10.4688015	10.553024	10.425329	10.563686	10.604248	10.499409	10.440172	10.414635	10.383741	10.594416	10.515028	10.2962265	10.433723	10.455942	10.494404	10.282994	10.5847
