Something	702-030916-MW_(Rat230_2).CEL	703-030916-MW_(Rat230_2).CEL	705-030916-MW_(Rat230_2).CEL	706-030916-MW_(Rat230_2).CEL	707-030916-MW_(Rat230_2).CEL	708-030916-MW_(Rat230_2).CEL	710-030916-MW_(Rat230_2).CEL	712-030916-MW_(Rat230_2).CEL	713-030916-MW_(Rat230_2).CEL	714-030916-MW_(Rat230_2).CEL	715-030916-MW_(Rat230_2).CEL	717-030916-MW_(Rat230_2).CEL	719-030916-MW_(Rat230_2).CEL	720-030916-MW_(Rat230_2).CEL	721-030916-MW_(Rat230_2).CEL	724-030916-MW_(Rat230_2).CEL	726-030916-MW_(Rat230_2).CEL	727-030916-MW_(Rat230_2).CEL	728-030916-MW_(Rat230_2).CEL	729-030916-MW_(Rat230_2).CEL	730-030916-MW_(Rat230_2).CEL	732-030916-MW_(Rat230_2).CEL	733-030916-MW_(Rat230_2).CEL	734-030916-MW_(Rat230_2).CEL	735-030916-MW_(Rat230_2).CEL	736-030916-MW_(Rat230_2).CEL
1367485_at	9.823841	9.9295845	9.818918	9.811918	9.8674555	9.705779	9.732835	9.6861	9.712946	9.7899685	9.8344555	9.769388	9.841501	9.698755	9.790308	9.741446	9.774389	9.827906	9.795898	9.729275	9.891825	9.644703	9.789419	9.840689	9.772659	9.893055
1367486_at	8.550618	8.487982	8.342603	8.518894	8.482185	8.537988	8.481747	8.604322	8.496118	8.437975	8.490635	8.531197	8.424786	8.490368	8.560267	8.470317	8.490487	8.344914	8.534779	8.4684	8.548364	8.4944935	8.419474	8.338454	8.455965	8.623963
1367487_at	7.250564	7.2972364	7.0723286	7.2393456	7.0296154	7.052684	7.191891	7.1860366	7.064737	7.305785	7.12092	7.3291254	7.1404066	7.2125225	7.154008	7.115643	7.0220046	7.160234	7.3345146	7.0081983	7.1653876	7.2582517	7.091258	7.1201115	7.1741543	6.8876367
1367488_at	7.926909	8.037273	8.004635	7.861232	7.978024	7.83539	7.8883033	7.6627994	8.124853	7.500497	8.055317	7.797426	8.008169	7.8033476	7.7643933	8.1013775	7.8716874	8.078316	7.874948	7.6095104	8.087191	7.7647734	8.161331	7.767269	7.9485497	7.9118314
1367489_at	6.2534018	6.0704393	6.00618	6.315662	5.9944744	6.336501	6.3349986	6.2719054	6.2350554	6.2580075	6.2712793	6.16957	6.14219	6.1349907	6.0534115	6.18941	6.2775064	6.1324344	6.2451725	6.065381	6.094297	6.3506866	6.4101214	6.1106105	6.182926	6.146705
1367490_at	7.15718	7.2534094	7.12091	7.2800207	7.2260175	7.2616234	7.0045333	7.065728	7.1002736	7.026414	7.0931945	6.9663086	7.0951977	7.1933737	7.3648477	7.160495	7.209281	7.1318307	7.1158814	7.1747527	7.1790533	7.167028	7.083633	7.2617006	7.168979	7.2184916
1367491_at	9.563288	9.471054	9.56753	9.439601	9.663968	9.378325	9.336609	9.466235	9.528457	9.471971	9.508188	9.494106	9.399918	9.402718	9.429538	9.470504	9.467772	9.442768	9.432396	9.50675	9.609258	9.396027	9.4330225	9.559028	9.525757	9.595456
1367492_at	8.803922	8.914748	8.965813	8.907541	8.881046	8.859749	8.855432	8.761323	8.760357	8.779815	8.732711	8.839074	8.786244	8.810473	8.848356	8.78782	8.788629	8.849446	8.72993	8.800933	8.820188	8.7887535	8.793125	8.727133	8.844444	8.981188
1367493_at	9.370635	9.621813	9.397348	9.439241	9.547398	9.251731	9.379482	9.23515	9.38412	9.176626	9.358759	9.311398	9.341989	9.281088	9.302915	9.388928	9.347208	9.324069	9.337949	9.167873	9.432022	9.0752325	9.416789	9.33045	9.321155	9.523763
1367494_at	9.687134	9.785326	9.733849	9.852407	9.700489	9.871878	9.663469	9.766312	9.679022	9.71743	9.737473	9.678547	9.653246	9.72876	9.762796	9.645325	9.683907	9.643057	9.740995	9.800346	9.674715	9.67968	9.636656	9.686775	9.6598835	9.840969
1367495_at	7.873719	7.952421	8.037622	7.8353825	8.063193	7.7450266	7.858972	7.749772	7.824521	7.714679	7.9159265	7.8208437	7.819364	7.726122	7.913776	7.7759485	7.8496933	7.8894205	7.971757	7.691738	7.9701977	7.480248	7.9113517	7.7536154	7.7457376	7.955864
1367496_at	11.251568	11.199623	11.200155	11.267754	11.290758	11.299099	11.275824	11.312202	11.319116	11.142128	11.36539	11.25258	11.188148	11.324553	11.181894	11.382034	11.407293	11.242952	11.297893	11.236919	11.215066	11.251654	11.356599	11.291252	11.23826	11.227387
1367497_at	8.399813	8.198563	8.231989	8.41209	8.185785	8.309542	8.145905	8.287523	8.070385	8.264674	8.455105	8.234867	8.104748	8.2352085	8.213909	8.241142	8.271118	8.210867	8.20521	8.180721	8.279259	8.177101	8.284053	8.24608	8.147423	8.375864
1367498_at	8.360531	8.597403	8.671026	8.428839	8.564721	8.49145	8.522923	8.517952	8.5471945	8.528797	8.424034	8.570011	8.516162	8.62062	8.53209	8.538216	8.534738	8.510161	8.60239	8.266014	8.5292015	8.430716	8.760149	8.315687	8.7132845	8.458839
1367499_at	7.4568415	7.509466	7.5354557	7.464765	7.565654	7.372349	7.399404	7.4913898	7.3539658	7.3629355	7.5750146	7.4928617	7.446896	7.5406356	7.3523703	7.5451384	7.555989	7.567507	7.425745	7.297579	7.6542363	7.5558467	7.5484457	7.488184	7.663635	7.5233183
1367500_at	10.672539	10.701643	10.672153	10.788954	10.706442	10.705189	10.784994	10.70309	10.657351	10.71991	10.7277355	10.707873	10.821789	10.726567	10.818115	10.733345	10.691162	10.786206	10.689039	10.725318	10.771452	10.576492	10.767742	10.750921	10.6966	10.743619
1367501_at	8.5829115	8.620243	8.650348	8.710926	8.676493	8.694516	8.492481	8.657456	8.67018	8.507396	8.641183	8.650356	8.525625	8.530281	8.720533	8.69689	8.673714	8.618029	8.543376	8.66253	8.496269	8.396362	8.65626	8.566518	8.43297	8.768769
1367502_at	8.714036	8.764331	8.7095375	8.722514	8.8386135	8.570886	8.75849	8.687479	8.69622	8.539496	8.684179	8.58713	8.494138	8.801241	8.752747	8.567389	8.757132	8.761813	8.524409	8.49515	8.709371	8.573416	8.572477	8.498588	8.474825	8.703806
1367503_at	10.583946	10.641702	10.621805	10.6870365	10.501304	10.667481	10.600953	10.7199	10.570898	10.558133	10.7014265	10.6769705	10.617312	10.666297	10.742604	10.645945	10.670873	10.498953	10.699508	10.533251	10.535389	10.606931	10.6640005	10.534123	10.54621	10.66738
1367504_at	8.061006	8.0697	8.345164	8.020296	8.208494	8.242409	8.239778	8.16535	8.017066	8.140246	8.225344	8.001978	8.105984	8.145936	8.00429	8.027089	8.166913	8.239972	8.079548	8.16289	8.261295	8.063946	8.111467	8.2767515	8.175373	8.378212
1367505_at	8.139922	8.105591	8.057697	8.094205	8.202415	8.018034	7.8581767	8.200732	7.99879	7.846242	8.060673	8.039649	8.105406	7.926917	7.9285617	7.985178	7.950934	7.9420695	8.140755	7.8226156	7.972215	8.038952	8.002952	7.91841	7.9189034	8.167208
1367506_at	9.707899	9.769481	9.667079	9.773524	9.771654	9.73266	9.632721	9.777235	9.692448	9.662793	9.605929	9.634423	9.599346	9.603313	9.749745	9.549732	9.580518	9.675249	9.705897	9.758729	9.735372	9.507018	9.589502	9.776885	9.590813	9.775071
1367507_at	6.955209	7.0451226	6.8662977	6.8815475	6.9594483	7.1456523	6.860789	7.037679	6.7946157	6.92253	7.0235906	7.0557594	6.7857475	6.9364276	7.0509095	6.944705	6.9838686	6.9990315	6.99316	7.004964	6.959965	6.8690963	6.9434447	6.8190827	7.010451	6.9997296
1367508_at	8.911596	9.012645	8.928199	8.935905	9.045418	8.800609	8.867074	8.930222	8.842231	8.764276	8.92268	8.763052	8.723355	8.913936	8.893072	8.881284	9.015512	8.838938	8.774618	8.7883	8.957623	8.909251	8.805354	8.9208765	8.900025	9.083548
1367509_at	9.566484	9.637901	9.591288	9.658056	9.596545	9.547671	9.52546	9.51716	9.488236	9.632154	9.578221	9.5577965	9.500722	9.63319	9.6957	9.533015	9.56378	9.588013	9.509243	9.563239	9.496326	9.627296	9.465199	9.55757	9.502011	9.622796
1367510_at	9.723261	9.676385	9.622066	9.743339	9.725177	9.690886	9.682167	9.80111	9.581405	9.703283	9.795099	9.779943	9.635371	9.723197	9.789292	9.639551	9.666136	9.809766	9.738725	9.655473	9.677564	9.750755	9.74374	9.715494	9.70633	9.75053
1367511_at	7.976364	8.105692	7.9755683	7.9611397	8.107493	8.002137	7.955917	7.9229503	7.987988	7.713928	8.049794	7.9710765	7.9577637	8.007897	8.074223	8.052069	8.094686	8.077257	8.004262	7.953294	7.9077106	7.9081717	8.180838	7.9285073	7.894396	8.0320425
1367512_at	11.313216	11.428145	11.377321	11.441257	11.218779	11.249333	11.317244	11.263095	11.215818	11.356667	11.33089	11.341591	11.454559	11.281025	11.387892	11.362821	11.236247	11.369922	11.346197	11.267642	11.29902	11.309505	11.345086	11.34394	11.296507	11.259585
1367513_at	7.5815454	7.6709332	7.7056117	7.7311597	7.8927054	7.6270313	7.667807	7.6838937	7.7124166	7.583871	7.670775	7.779656	7.5538626	7.6648946	7.7379136	7.691307	7.623084	7.70414	7.799648	7.701778	7.7573905	7.597004	7.8459764	7.6953883	7.705182	7.674329
1367514_at	7.4862328	7.614293	7.485655	7.534908	7.3854237	7.5130296	7.235032	7.55783	7.3754854	7.184712	7.343832	7.52814	7.3591113	7.4191036	7.603094	7.6035805	7.3994575	7.613037	7.6893024	7.6056952	7.4195814	7.6869893	7.43449	7.444851	7.588196	7.5090747
1367515_at	7.6856213	7.5030837	7.7781167	7.599385	7.820318	7.875926	7.657997	7.8971686	7.699961	7.675511	7.9854484	7.612274	8.07249	7.7990437	7.38089	7.7515793	7.822065	7.8120713	7.3092036	7.669686	7.7347994	7.640758	7.891435	7.7537737	7.7367835	7.874383
1367516_at	8.434906	8.453426	8.402646	8.361218	8.438023	8.381228	8.398177	8.496027	8.273764	8.401626	8.539639	8.5228405	8.319198	8.375273	8.5126705	8.235293	8.395775	8.404234	8.481473	8.279966	8.456785	8.295301	8.484993	8.394846	8.471105	8.396209
1367517_at	7.5853004	7.448549	7.450179	7.4894505	7.6699386	7.520185	7.455638	7.6566434	7.712022	7.3350654	7.7585692	7.5486703	7.4021277	7.410363	7.6185136	7.605325	7.6270747	7.62359	7.5830617	7.3917103	7.5272	7.4200788	7.6187344	7.663212	7.4981604	7.6712565
1367518_at	8.426735	8.560934	8.4335785	8.541	8.592026	8.38637	8.45586	8.440737	8.440426	8.530237	8.503906	8.535641	8.323654	8.487637	8.508436	8.394352	8.431446	8.532629	8.5758	8.416231	8.601624	8.50408	8.427313	8.499822	8.599968	8.535053
1367519_at	7.83395	7.9463024	7.853421	8.136564	7.854029	7.8893523	7.8434224	7.85582	7.649822	7.728287	7.8150134	7.86093	7.7187133	7.6883435	8.035871	7.78333	7.9254456	7.781543	7.8105364	7.795096	7.9179125	7.8096714	7.958572	7.7954845	7.776436	7.930807
1367520_at	9.519337	9.565877	9.473911	9.452038	9.39283	9.520854	9.370903	9.450123	9.435722	9.522417	9.461878	9.572696	9.368515	9.43865	9.559149	9.388416	9.44658	9.6036005	9.518043	9.548337	9.467845	9.495463	9.355511	9.463374	9.462035	9.565968
1367521_at	6.454847	6.4505434	6.573704	6.7522335	6.2964993	6.704892	6.5428715	6.601101	6.0862026	6.3940735	6.6419787	6.2912683	6.167075	6.393119	6.3990793	6.613802	6.388096	6.775553	6.7265787	6.716485	6.5370283	6.9978027	6.3460565	6.7003083	6.689455	6.319933
1367522_at	8.106473	7.9994903	7.8989115	8.051962	7.95123	8.027587	7.889436	8.028505	7.864456	7.866067	8.0832405	8.094692	7.9355445	7.924257	8.02062	7.9779954	7.992948	7.9913735	8.069102	7.9748573	7.989292	8.089036	8.124494	8.003992	7.927738	8.045284
1367523_at	8.19367	8.321546	8.163439	8.233242	8.103007	8.133248	8.144827	8.188835	8.038709	8.117768	8.207609	8.12491	7.9793186	8.156538	8.192563	8.106137	8.159513	8.205112	8.280628	8.172868	8.150442	8.051653	8.187808	8.092019	8.053783	8.260532
1367524_at	7.033657	7.1214185	7.0648727	7.0678334	7.100934	7.00283	7.108684	7.1534286	7.183445	7.237224	7.01695	7.2332215	7.119346	7.24218	7.054215	7.1160493	7.051043	7.1853747	7.180718	7.027903	7.1552515	7.200044	7.1605253	7.0593996	7.175668	7.0457926
1367525_at	9.189984	8.999376	8.944699	9.169885	8.956425	9.045819	9.071992	9.058389	9.067603	8.966768	9.091024	9.065006	9.045025	8.86964	9.012685	9.158063	9.047035	9.003539	9.030338	9.057752	9.036054	9.108911	9.013173	8.963977	8.834967	9.064015
1367526_at	9.328566	9.427045	9.455239	9.393269	9.5437355	9.235206	9.399488	9.331535	9.355282	9.445345	9.3150835	9.263056	9.209683	9.321143	9.369852	9.214016	9.395536	9.4067745	9.222562	9.175393	9.391012	9.214112	9.275435	9.386279	9.161665	9.448334
1367527_at	8.48929	8.377202	8.454524	8.4718	8.457102	8.460013	8.435816	8.590703	8.496576	8.371568	8.536969	8.408546	8.547976	8.447445	8.458083	8.506886	8.496383	8.417956	8.444468	8.393982	8.555057	8.346819	8.474801	8.552482	8.403219	8.598009
1367528_at	8.590341	8.552899	8.514705	8.519002	8.4765005	8.527352	8.382032	8.510127	8.556361	8.503358	8.526735	8.465317	8.387635	8.541988	8.503373	8.484852	8.388558	8.619852	8.521641	8.501286	8.604399	8.623266	8.4601	8.492111	8.516164	8.521675
1367529_at	8.897587	8.968998	8.890696	8.671282	8.96879	8.86437	8.776783	8.852226	8.788729	8.62612	8.788355	8.965429	8.786116	8.843512	8.902647	8.918997	8.709663	8.887928	8.932121	8.800651	8.960424	8.694569	8.814356	8.861952	8.869215	8.794712
1367530_at	7.2654724	7.207037	7.5343003	7.5344214	7.568322	7.490386	7.5747724	7.4634023	7.336296	7.5654564	7.385889	7.2567253	7.485742	7.4285617	7.652523	7.4070807	7.5521917	7.6435666	7.4810658	7.4471464	7.498708	7.658816	7.451169	7.4701533	7.477565	7.3694034
1367531_at	10.081323	10.195445	10.110906	10.18667	10.070048	10.144756	10.109377	10.077574	10.095151	9.909964	10.14674	10.090391	10.007162	10.091923	10.152558	10.1089115	10.139762	10.042795	10.089015	10.014716	10.105038	10.102701	10.0469	9.9553795	9.919234	10.222803
1367532_at	11.197365	11.207745	11.172422	11.237069	11.106632	11.153061	11.146361	11.121991	11.023641	11.058378	11.180172	11.187278	11.141027	11.075415	11.154925	11.252999	11.211427	11.186747	11.212361	11.141205	11.067087	11.215845	11.203555	11.136329	11.194441	11.178585
1367533_at	9.117929	9.070864	9.119822	9.072208	9.200726	8.894089	9.038496	9.09432	9.177095	8.886642	9.074715	9.048386	8.919525	8.921074	9.08956	9.037638	9.0352955	8.979059	9.021246	8.895409	9.023991	8.85988	8.939892	8.990257	8.898378	9.085836
1367534_at	7.0522456	7.390728	7.042318	7.118583	7.2479205	7.3025346	7.2757134	7.1801767	7.140062	7.2061434	7.1388135	7.3259683	7.1720977	7.074663	7.256295	7.1240606	7.29626	7.172015	7.281879	7.164696	7.2843156	7.31087	7.053894	7.213418	7.169724	7.1327887
1367535_at	7.843242	7.7935195	7.6478024	7.869115	7.871802	7.743011	8.021927	7.9717183	7.7471685	7.8360825	7.814645	7.8529625	7.793658	7.9151106	7.712646	7.7885056	7.7189198	7.7984967	7.927467	7.8915024	7.862924	7.880492	7.8003716	7.79123	7.9824376	7.7132263
1367536_at	7.3903646	7.427667	7.521029	7.4148	7.439928	7.3911743	7.2237606	7.5538545	7.3645034	7.3301563	7.285013	7.3191	7.19386	7.4020505	7.4493885	7.2747746	7.1811423	7.4406905	7.145124	7.396927	7.301726	7.368167	7.2554913	7.12643	7.2922034	7.5182953
1367537_at	7.0018177	6.9410686	6.874456	6.6962733	6.945688	6.9984503	6.9124594	6.8582125	7.1847034	6.7694635	7.009687	7.0107265	7.1910357	7.012497	6.8308096	6.9151907	6.779058	6.9687634	7.069086	6.8558497	7.238033	6.8798776	7.0047674	6.8104725	6.9916596	7.0129604
1367538_at	6.8889523	6.9817142	6.751576	6.79755	7.0471764	6.9235573	6.706914	6.888778	6.9146934	6.7434454	6.817852	6.8024554	6.735625	6.9216022	6.8544455	6.800361	6.7901096	6.846641	6.9026785	6.850593	6.9976664	7.042339	6.7929935	6.8753557	7.0333	6.8622136
1367539_at	8.635038	8.459937	8.629917	8.413219	8.642732	8.264593	8.475521	8.28866	8.456886	8.241976	8.634084	8.427874	8.444973	8.460108	8.322097	8.618182	8.448698	8.600248	8.5569515	8.368273	8.400194	8.283931	8.548401	8.467319	8.386196	8.657983
1367540_at	7.3907623	7.1881437	7.34039	7.590297	7.2167435	7.523702	7.151302	7.281398	7.367851	7.200215	7.2329884	7.3426843	7.2573156	7.545785	7.3577166	7.5250106	7.1418886	7.2210217	7.6107454	7.2263947	7.3241916	7.288382	7.418009	7.2026477	7.3323545	7.2984076
1367541_at	8.361212	8.280926	8.479293	8.250431	8.415621	8.386618	8.277622	8.469561	8.26366	8.251479	8.409588	8.191803	8.321935	8.20477	8.273027	8.346901	8.435168	8.357229	8.2313595	8.372071	8.455091	8.161939	8.315899	8.409843	8.296346	8.48517
1367542_at	8.308795	8.268359	8.3273325	8.3812475	8.320617	8.290213	8.303535	8.299171	8.292824	8.267389	8.410343	8.343318	8.207687	8.29794	8.294469	8.421436	8.372313	8.311258	8.428619	8.255527	8.257084	8.310109	8.471978	8.306521	8.428767	8.351442
1367543_at	8.713285	8.993116	8.864296	8.862425	8.698507	8.826355	8.905218	8.861822	8.827728	8.675077	8.799339	8.823013	8.619034	8.817377	8.823532	8.80625	8.781033	8.875971	8.724225	8.578209	8.888706	8.559834	8.9472275	8.874443	8.83004	8.894405
1367544_at	6.584581	6.673311	6.8127694	6.7416916	6.958393	6.73537	6.7870774	6.758474	6.719586	6.7711935	7.0177646	7.0379224	6.7673593	6.8643217	6.9115996	6.799806	6.8440785	6.8482018	7.177387	6.70592	6.9425607	6.6006474	6.8344026	6.585753	6.777409	6.889375
1367545_at	7.899966	8.031882	7.8427863	7.9156637	8.029169	8.026581	7.9427905	7.986578	7.9980216	8.097499	8.053358	7.9041924	7.929196	7.9308157	8.014511	8.041979	8.170908	8.02857	7.9476395	7.8989043	7.882929	8.14643	8.028434	7.9781046	8.043275	7.9167
1367546_at	10.029705	10.242193	10.076788	9.9827795	10.1425905	9.939698	10.0488405	10.029435	10.053324	10.029162	9.961775	10.0287	10.02656	9.980668	10.167515	9.952761	10.070435	10.051349	10.039159	9.93686	10.041892	9.972291	10.133316	10.156164	10.0603285	10.110166
1367547_at	7.5183573	7.5733	7.3371425	7.5815864	7.6913104	7.5445104	7.571833	7.5943475	7.444071	7.6137753	7.6262846	7.7235227	7.7232323	7.604649	7.52026	7.522415	7.529168	7.5735974	7.917673	7.4833326	7.66193	7.679866	7.5737996	7.7019305	7.6270328	7.613881
1367548_at	8.5788145	8.626045	8.327635	8.473028	8.415551	8.341756	8.210077	8.342824	8.376265	8.395486	8.530663	8.483806	8.353533	8.422855	8.497944	8.350984	8.45379	8.385446	8.409383	8.33378	8.507326	8.441864	8.266361	8.308159	8.423409	8.574223
1367549_a_at	10.484608	10.511339	10.5911665	10.448666	10.612253	10.4586735	10.53273	10.529661	10.534109	10.379147	10.512701	10.424717	10.485195	10.455068	10.45985	10.6125145	10.550344	10.5647335	10.484959	10.325277	10.4477415	10.249538	10.614761	10.6254425	10.377275	10.517942
1367550_a_at	8.935442	8.953444	9.137484	9.092773	8.920692	9.171696	9.042898	9.108656	8.751656	8.921276	8.996662	8.825029	8.936529	8.841591	8.918661	9.0641365	9.133396	9.0373745	8.790567	8.996376	8.984695	8.802048	9.10453	9.091131	8.89925	9.1423
1367551_a_at	8.516973	8.429497	8.348756	8.519647	8.520326	8.5653925	8.327026	8.505924	8.431196	8.431227	8.521574	8.343035	8.278648	8.431164	8.570868	8.335167	8.361871	8.461472	8.527705	8.433213	8.609168	8.460289	8.313222	8.51054	8.38247	8.554047
1367552_at	4.5008626	4.6929846	4.675554	4.490784	4.669147	4.375771	4.5717993	4.403815	4.707966	4.8920064	4.697394	4.394331	4.5606627	4.4423842	4.8228707	4.757106	4.5940857	4.6079698	4.5153246	4.7922006	4.3078713	4.518435	4.6922626	4.5527453	4.7091103	4.5281806
1367553_x_at	12.485665	12.446453	12.275131	12.236959	12.415536	12.6435	12.741684	12.413264	12.594594	12.143156	12.616137	12.311373	12.38593	12.319786	12.324601	12.402607	12.312955	12.213941	12.259371	11.77931	12.751803	12.109247	12.234357	12.009158	12.259501	12.453754
1367554_at	3.7176545	3.8742354	3.6629755	3.6604917	3.6989908	3.4305289	3.5863101	3.833306	3.9867725	3.9883347	3.923149	3.6587455	3.831057	3.8148062	3.631365	3.6645575	3.7770858	3.6047604	3.7644	3.8435318	3.8388054	3.8747907	3.6941237	3.9648736	3.8730204	3.6603298
1367555_at	14.809345	14.809345	14.8042965	14.838429	14.786956	14.82748	14.784746	14.819406	14.802406	14.80084	14.792134	14.8096485	14.80084	14.784746	14.809345	14.80084	14.802406	14.809345	14.80084	14.8042965	14.80084	14.80084	14.802406	14.793698	14.795589	14.818076
1367556_s_at	14.529398	14.524727	14.523679	14.558447	14.497904	14.555318	14.580879	14.54692	14.529685	14.551635	14.502802	14.51245	14.525068	14.550704	14.485908	14.52118	14.529685	14.524727	14.510921	14.525888	14.52118	14.513902	14.5429735	14.512474	14.521424	14.5050335
1367557_s_at	12.48079	11.950667	12.016431	12.070479	12.151446	12.241637	12.052558	12.270952	12.422787	12.06434	12.318738	12.152894	12.056999	12.299691	12.27978	12.365843	12.315363	12.2732525	12.30324	12.287984	12.296781	12.201559	12.178342	12.064688	12.147841	12.270409
1367558_x_at	2.3295336	2.6202116	2.4362311	2.7250495	2.4262838	2.5518208	2.388701	2.355216	2.461028	2.4601784	2.6174068	2.4877386	2.3893116	2.5776796	2.3975348	2.5326247	2.4240685	2.6578994	2.456534	2.4650211	2.3610296	2.4889507	2.3598466	2.332006	2.5877833	2.5182896
1367559_at	13.013245	12.959516	13.053022	13.009837	12.958141	12.988375	13.022756	12.991048	12.936803	13.051791	13.19752	13.019826	13.105631	13.0310755	13.0365715	12.990741	12.998264	13.012678	13.009508	12.9053	13.090616	12.829172	13.004857	12.952814	12.923269	13.06786
1367560_at	12.190179	12.14827	12.122947	12.1600275	12.0560255	12.169106	12.103571	12.099195	12.105581	12.032791	12.091316	12.079473	11.918549	12.221956	12.233468	11.860913	12.138943	12.117796	11.971677	12.088238	12.210504	12.04161	11.9864025	12.0238	12.047302	12.155563
1367561_at	12.461082	12.484841	12.485796	12.507199	12.443507	12.425847	12.524141	12.402735	12.45436	12.458996	12.4468355	12.330025	12.421512	12.514231	12.478737	12.363065	12.486928	12.490417	12.320841	12.432004	12.531324	12.236506	12.42516	12.486237	12.469626	12.448448
1367562_at	7.7261877	7.9544716	7.8323755	7.759741	8.050895	8.260877	7.98898	7.90098	7.857423	7.655114	7.934762	7.8101435	8.022336	7.875783	7.952398	7.8755336	7.8330483	7.8574305	7.743934	7.822645	7.9750276	7.8542404	7.7476196	7.99866	7.931839	7.931824
1367563_at	8.0647135	8.080813	7.956279	8.056335	8.15911	8.533817	7.817815	8.188721	8.094493	7.8978662	7.9776	8.072586	7.9710393	8.087852	8.114317	8.109226	8.025261	7.8656836	7.7300916	8.191865	8.348134	7.9808292	7.803755	8.003146	8.360579	8.027206
1367564_at	4.6582794	4.5818024	4.6919813	4.963679	4.6708794	4.7065964	4.848416	4.736355	5.024554	4.8211455	4.660532	4.9288673	4.8030033	4.5920386	4.876875	4.7806225	4.6480217	4.939105	4.6987624	4.9262104	4.6573305	4.8451357	4.9129057	4.937355	4.916335	4.8063145
1367565_a_at	13.645396	13.653758	13.634528	13.62391	13.651808	13.618475	13.65421	13.637311	13.5961075	13.571244	13.622775	13.610759	13.534039	13.605663	13.661598	13.629091	13.668793	13.66787	13.611211	13.6305065	13.620064	13.607769	13.61074	13.590217	13.616023	13.658318
