Something	401-031616-JAP_(Rat230_2).CEL	402-031616-JAP_(Rat230_2).CEL	404-031616-JAP_(Rat230_2).CEL	405-031616-JAP_(Rat230_2).CEL	406-031616-JAP_(Rat230_2).CEL	407-031616-JAP_(Rat230_2).CEL	408-031616-JAP_(Rat230_2).CEL	410-031616-JAP_(Rat230_2).CEL	411-031616-JAP_(Rat230_2).CEL	412-031616-JAP_(Rat230_2).CEL	413-031616-JAP_(Rat230_2).CEL	414-031616-JAP_(Rat230_2).CEL	416-031616-JAP_(Rat230_2).CEL	417-031616-JAP_(Rat230_2).CEL	418-031616-JAP_(Rat230_2).CEL	419-031616-JAP_(Rat230_2).CEL	421-031616-JAP_(Rat230_2).CEL	422-031616-JAP_(Rat230_2).CEL	423-031616-JAP_(Rat230_2).CEL	424-031616-JAP_(Rat230_2).CEL	425-031616-JAP_(Rat230_2).CEL	426-031616-JAP_(Rat230_2).CEL	427-031616-JAP_(Rat230_2).CEL	428-031616-JAP_(Rat230_2).CEL	429-031616-JAP_(Rat230_2).CEL	431-031616-JAP_(Rat230_2).CEL	432-031616-JAP_(Rat230_2).CEL	433-031616-JAP_(Rat230_2).CEL	435-031616-JAP_(Rat230_2).CEL	436-031616-JAP_(Rat230_2).CEL
Doses	0.0	0.0	0.0	0.0	0.0	3.0	3.0	3.0	3.0	3.0	30.0	30.0	30.0	30.0	30.0	100.0	100.0	100.0	100.0	100.0	300.0	300.0	300.0	300.0	300.0	1000.0	1000.0	1000.0	1000.0	1000.0
AFFX-BioB-5_at	9.014539	8.413135	8.620478	8.826357	8.868517	8.780901	8.851025	9.079567	9.114752	8.479813	8.881823	9.071503	8.30367	9.064234	8.653901	8.680511	8.681453	8.70288	8.3495	8.810197	8.931753	8.638391	8.755782	8.450834	9.013208	8.692261	8.39606	8.887075	8.796782	8.672351
AFFX-BioB-M_at	9.599535	8.989067	9.280265	9.389042	9.462046	9.386839	9.475795	9.658417	9.683333	9.069077	9.398989	9.6071205	8.887136	9.627672	9.233642	9.282961	9.308897	9.301429	8.928651	9.439565	9.57025	9.232239	9.460386	9.144566	9.576964	9.323254	9.042124	9.412066	9.323775	9.220656
AFFX-BioB-3_at	9.094036	8.327507	8.70905	8.853965	8.872179	8.789024	8.794504	9.086391	9.087288	8.463548	8.838438	8.984573	8.285366	9.044856	8.654651	8.694508	8.735	8.686186	8.357966	8.836393	8.961777	8.567263	8.907319	8.541927	8.971816	8.771747	8.411339	8.863547	8.726663	8.617767
AFFX-BioC-5_at	10.36919	9.717349	10.012599	10.1420145	10.17497	10.137079	10.203004	10.399132	10.444416	9.878379	10.2490635	10.392407	9.68262	10.39183	9.96912	10.074174	9.999914	10.055782	9.759271	10.183218	10.367548	9.995804	10.172194	9.858443	10.226675	10.046855	9.784552	10.179688	10.136671	10.017181
AFFX-BioC-3_at	10.448249	9.808848	10.175492	10.225651	10.274233	10.270933	10.278784	10.442909	10.460651	9.92357	10.305337	10.464207	9.768155	10.473116	10.088174	10.190901	10.198573	10.134593	9.837419	10.303704	10.401647	10.054268	10.261118	9.935699	10.283961	10.15904	9.873422	10.274028	10.168476	10.113038
AFFX-BioDn-5_at	11.153741	10.479197	10.78236	10.846784	10.924126	10.907215	10.8866825	11.144607	11.110395	10.568887	11.033758	11.020212	10.373222	11.098196	10.7134075	10.7653885	10.724236	10.83903	10.469282	10.917659	11.105548	10.644168	10.93735	10.613786	10.963237	10.726194	10.486885	10.863173	10.865159	10.753861
AFFX-BioDn-3_at	12.011873	11.513892	11.783834	11.801484	11.893313	11.908925	11.882117	12.095528	12.048189	11.558971	11.893756	12.014091	11.423914	12.057173	11.784963	11.773141	11.822652	11.808157	11.599341	11.885855	12.0193615	11.650486	11.912272	11.595401	11.931009	11.781077	11.594277	11.892774	11.804055	11.828291
AFFX-CreX-5_at	13.607974	13.294275	13.427028	13.475983	13.545495	13.564338	13.484462	13.658825	13.591725	13.33211	13.51459	13.539747	13.298269	13.610077	13.413872	13.44301	13.339134	13.494792	13.324164	13.532038	13.597853	13.337619	13.530734	13.383028	13.549217	13.436656	13.369086	13.48247	13.4824915	13.434319
AFFX-CreX-3_at	13.831731	13.569538	13.743732	13.731638	13.777862	13.788565	13.731479	13.878574	13.776003	13.571558	13.703744	13.762536	13.544469	13.871879	13.672242	13.70479	13.648877	13.715379	13.561608	13.787949	13.807187	13.598874	13.771142	13.652214	13.806799	13.673545	13.6334915	13.7327	13.685005	13.705331
AFFX-DapX-5_at	8.5991335	8.1619425	9.003847	8.817408	8.17248	8.944795	8.293482	9.711312	8.586095	8.93505	8.296987	8.994938	8.256426	8.749167	8.472288	8.318905	8.188441	8.461251	8.573848	8.33507	8.369255	7.9100914	8.457379	9.238391	7.811159	8.337026	8.64342	8.477789	8.570956	8.171479
AFFX-DapX-M_at	9.536205	9.412052	9.862317	9.770685	9.210627	9.78426	9.364931	10.571593	9.518873	9.905173	9.278306	9.904069	9.284651	9.746855	9.636566	9.405485	9.2512245	9.461946	9.677723	9.396094	9.380604	8.907417	9.549067	10.230122	9.067993	9.501405	9.777051	9.349537	9.55827	9.240718
AFFX-DapX-3_at	9.671849	9.673825	9.590177	9.578605	9.38587	9.58275	9.447102	10.422912	9.576301	10.133559	9.347419	9.683902	9.601365	9.816872	9.63627	9.469618	9.342993	9.520905	9.965966	9.469376	9.485214	8.939678	9.601079	10.431683	9.354759	9.521524	10.086247	9.425901	9.622202	9.292284
AFFX-LysX-5_at	4.809951	4.808322	4.729605	4.742766	4.413758	4.8853636	4.447468	5.513898	4.7037787	5.1760263	4.5038342	4.7641606	4.8259354	4.768181	4.4957376	4.593521	4.1328573	4.641163	5.233637	4.360877	4.4476495	4.0396466	4.936909	5.4372187	4.81553	4.7265396	5.1461773	4.1593156	4.584233	4.2042904
AFFX-LysX-M_at	5.767899	5.9062366	5.908362	6.0138345	5.845847	5.9071646	5.7126575	6.7992144	5.824493	6.5192213	5.634941	6.1118817	5.7228556	6.182841	5.783584	5.7357297	5.672468	5.9179974	6.121425	5.5971913	5.7714252	5.4585624	6.005142	6.684313	6.0741053	6.0617185	6.3792825	5.749018	5.785554	5.67813
AFFX-LysX-3_at	6.8934827	7.2431083	6.9868765	7.1115227	6.946771	7.0575714	6.9025135	7.822981	6.941305	7.6737876	6.8411446	7.18315	7.0843353	7.228754	6.900711	7.018099	6.759526	7.0678988	7.4731665	6.748986	6.9905834	6.508563	7.0723047	7.95066	7.3305926	7.1152353	7.5798764	6.7634635	7.0839477	6.765622
AFFX-PheX-5_at	6.0248275	6.2561088	5.6814647	6.0582514	5.7838717	6.0145316	5.7419095	6.898834	5.85449	6.7240086	5.909462	6.0851216	6.1998305	6.239077	5.907646	5.85874	5.419644	5.783564	6.387075	5.755798	5.801592	5.352089	5.8255954	6.9475737	6.293559	6.0618186	6.343404	5.6838737	5.767122	5.7176967
AFFX-PheX-M_at	6.420715	6.7243633	6.314636	6.4074373	6.1899967	6.505057	6.1778636	7.2363477	6.3607655	7.0582333	6.162737	6.527893	6.594914	6.607709	6.3751693	6.5110226	5.9803658	6.33996	6.790582	6.1581626	6.2536345	5.7363048	6.34077	7.35241	6.6767373	6.4513745	6.884319	6.044785	6.2731147	6.0497317
AFFX-PheX-3_at	7.2586417	7.457008	7.2892485	7.2775235	7.138441	7.2945676	7.2342873	7.9912524	7.219597	7.603515	7.0513926	7.3696356	7.383678	7.412771	7.359026	7.3822846	7.173504	7.2155576	7.5293336	7.2035017	7.209407	6.8707414	7.3776617	7.9738884	7.5707	7.3466563	7.5706825	7.1125755	7.219513	7.0927587
AFFX-ThrX-5_at	6.7574687	6.3984623	6.9201264	6.870188	6.2618637	6.8656106	6.6032386	7.392257	6.859247	6.8636923	6.7847395	7.173823	6.301095	6.959944	6.8271394	6.7919903	6.49139	6.706614	6.8049893	6.7424	6.50596	6.3782506	6.7022033	7.2823596	5.6568513	6.774352	6.7603354	6.5603795	6.8838263	6.5629535
AFFX-ThrX-M_at	6.496396	6.2939887	6.5018654	6.5464554	5.784947	6.3352604	6.257398	7.0837293	6.444745	6.8269334	6.2393923	6.659008	6.1621213	6.712301	6.5240774	6.3748803	6.0781765	6.548616	6.616212	6.279784	5.9996476	6.0817566	6.3285007	7.183643	4.9015646	6.62054	6.723399	6.2104063	6.536209	6.12096
AFFX-ThrX-3_at	7.7920165	7.84942	7.751912	7.8628664	7.33944	7.7481494	7.6323442	8.478758	7.831593	8.102016	7.6827793	8.083029	7.563805	8.096352	7.8193417	8.00267	7.504846	7.8476157	8.017654	7.772767	7.4486046	7.338055	7.839665	8.592303	7.212551	7.8755965	8.303971	7.5436287	7.8388166	7.4866176
AFFX-TrpnX-5_at	2.6939092	2.6209922	2.4711468	2.5126293	2.5560498	2.5221055	2.6192355	2.5201654	2.627924	2.3990977	2.4408128	2.6204958	2.521965	2.5585198	2.4894419	2.6292765	2.6450672	2.489803	2.7446833	2.560596	2.535784	2.4757583	2.6431231	2.4413028	2.646204	2.5164716	2.4712768	2.5427663	2.5501285	2.4583206
AFFX-TrpnX-M_at	2.5123425	2.5846686	2.573717	2.5582979	2.5768044	2.4577792	2.5838275	2.5936744	2.5381913	2.4606156	2.4664192	2.501235	2.6217387	2.449427	2.5622294	2.5714314	2.672866	2.6313822	2.417723	2.666465	2.4844537	2.4590447	2.4168804	2.547943	2.5765061	2.4097757	2.456444	2.6534126	2.5899336	2.4580448
AFFX-TrpnX-3_at	2.465053	2.4960835	2.3210762	2.4166677	2.4675577	2.4400148	2.5066175	2.495633	2.4617682	2.347506	2.4773464	2.423445	2.3970964	2.2732236	2.344625	2.5529234	2.5046482	2.3700638	2.4042695	2.3285918	2.3117025	2.6101687	2.2397027	2.43958	2.4829743	2.4577966	2.3072212	2.4016147	2.3503113	2.4979372
AFFX-r2-Ec-bioB-5_at	9.174556	8.722024	8.906376	9.0720825	9.165341	9.023735	9.100934	9.374417	9.291038	8.721238	9.158574	9.251803	8.5309925	9.304626	8.827165	8.904807	8.9764805	8.892711	8.50843	9.036725	9.240593	8.903623	8.982754	8.77315	9.096694	9.046496	8.631475	9.022781	9.022034	8.845405
AFFX-r2-Ec-bioB-M_at	9.865407	9.329086	9.585202	9.7436905	9.734548	9.757202	9.7427635	9.994078	9.913166	9.362636	9.753786	9.927571	9.179286	9.91651	9.64252	9.595318	9.687633	9.649483	9.308251	9.69934	9.865831	9.521757	9.694793	9.374743	9.733493	9.697136	9.371671	9.732868	9.651039	9.598853
AFFX-r2-Ec-bioB-3_at	9.539152	9.039539	9.251878	9.386414	9.443015	9.407315	9.388535	9.715034	9.614358	9.1014805	9.438776	9.56541	8.84684	9.559432	9.216154	9.227439	9.298531	9.306527	9.013725	9.390357	9.565308	9.2187805	9.372544	9.1106	9.432724	9.331908	8.985035	9.405447	9.415496	9.222979
AFFX-r2-Ec-bioC-5_at	10.678179	10.126547	10.362263	10.513834	10.501251	10.546402	10.573074	10.769623	10.739191	10.224871	10.56432	10.770884	9.987019	10.668619	10.419905	10.371185	10.480196	10.445383	10.158821	10.505632	10.616486	10.346231	10.442471	10.211891	10.487421	10.526592	10.163677	10.542673	10.451199	10.352512
AFFX-r2-Ec-bioC-3_at	10.735251	10.167595	10.45053	10.599474	10.635833	10.579202	10.60185	10.798164	10.790424	10.266779	10.619686	10.816225	10.071214	10.758779	10.423891	10.465073	10.537203	10.500407	10.200192	10.561812	10.693498	10.449207	10.589348	10.277857	10.658003	10.540765	10.2341	10.588565	10.534435	10.417501
AFFX-r2-Ec-bioD-5_at	12.3684845	11.948339	12.211193	12.25785	12.296393	12.301018	12.282372	12.489565	12.40139	11.947822	12.20269	12.370441	11.861107	12.408893	12.237299	12.201319	12.308971	12.240593	11.856899	12.265921	12.351276	12.103779	12.305527	12.059583	12.268681	12.228634	11.922262	12.258485	12.232352	12.203922
AFFX-r2-Ec-bioD-3_at	12.9406595	12.492878	12.754716	12.791636	12.883004	12.848829	12.787743	13.019582	12.938798	12.542084	12.86781	12.896157	12.460357	12.938618	12.69734	12.777108	12.81624	12.760201	12.548673	12.822201	12.952575	12.657227	12.851627	12.545132	12.84814	12.737388	12.502928	12.810001	12.780628	12.757069
AFFX-r2-P1-cre-5_at	13.989844	13.802154	13.919219	13.929451	13.963184	13.961422	13.946384	14.069617	13.977555	13.7923155	13.968613	13.979488	13.764139	14.032014	13.909049	13.898801	13.881942	13.929007	13.780049	13.961393	13.992284	13.807967	13.94578	13.84407	13.976247	13.900127	13.832347	13.888603	13.934674	13.916999
AFFX-r2-P1-cre-3_at	14.3086195	14.187019	14.253596	14.286882	14.314839	14.308179	14.298929	14.380711	14.287735	14.203591	14.313251	14.283526	14.183048	14.323646	14.240107	14.221303	14.231634	14.290538	14.1848345	14.276055	14.311591	14.191163	14.285389	14.191488	14.325725	14.231079	14.196433	14.231079	14.279341	14.245169
AFFX-r2-Bs-dap-5_at	9.052507	8.687559	9.473101	9.392175	8.641265	9.456192	8.725883	10.198259	8.978176	9.407793	8.800713	9.402487	8.739148	9.315031	9.021175	8.827873	8.680012	8.924654	9.0829525	8.828789	8.809248	8.342279	8.98557	9.741124	8.248728	8.788876	9.159168	8.820441	9.016427	8.603859
AFFX-r2-Bs-dap-M_at	9.760539	9.625951	10.042653	10.015839	9.404348	10.000265	9.51782	10.757105	9.600161	10.147558	9.551506	10.054295	9.5867815	9.930995	9.779629	9.606147	9.388122	9.756868	9.834374	9.5616665	9.5641	9.042009	9.617895	10.353503	9.324592	9.642352	10.03445	9.486447	9.764476	9.358451
AFFX-r2-Bs-dap-3_at	10.326849	10.390963	10.317858	10.2981415	10.111698	10.307749	10.048758	11.053232	10.208252	10.824501	10.024953	10.320648	10.317711	10.480804	10.223249	10.189373	9.939543	10.232563	10.546035	10.153343	10.155531	9.581825	10.269485	11.068577	10.152437	10.106907	10.79958	10.157097	10.252277	9.994257
AFFX-r2-Bs-lys-5_at	5.5022926	5.8431664	5.7437162	5.8141303	5.710013	6.091308	5.3357744	6.7584352	5.899291	6.541827	5.5623217	5.9319253	5.7168064	5.9590254	5.52973	5.417918	4.952895	5.5394993	6.176982	5.4104395	5.5005846	5.129611	5.907449	6.643848	5.9576764	5.8287773	6.287876	5.276168	5.674532	5.032219
AFFX-r2-Bs-lys-M_at	5.405929	6.0812984	5.7608113	5.872164	5.648552	5.93426	5.430895	6.5247316	5.575036	6.4007854	5.3226933	5.8354692	5.7655373	6.099924	5.3516936	5.7165713	5.076132	5.7151413	6.256609	5.504364	5.4324737	4.899886	5.709923	6.6901817	5.9739447	5.804629	6.134001	5.2866344	5.464121	5.218224
AFFX-r2-Bs-lys-3_at	6.214998	6.220909	6.3453646	6.343079	6.16908	6.4909797	6.0371227	7.319	6.1211915	6.9722605	6.0753145	6.4587216	6.317979	6.3732023	5.9505424	6.036782	5.8391304	6.1946464	6.792475	5.9113703	6.0607276	5.4348	6.1990247	7.1827564	6.5081606	6.108283	6.8437414	6.169195	6.2856164	5.906629
AFFX-r2-Bs-phe-5_at	6.1113644	6.448992	6.2284293	5.922456	6.0460505	6.122118	5.6196623	7.149399	5.9462967	6.7846	5.7502055	6.244093	6.221856	6.6547346	5.8201995	5.9503226	5.5193615	5.9866147	6.7272596	5.7969856	5.9491587	5.733783	5.9381304	7.388917	6.3418345	6.170804	6.6524115	5.656386	5.872617	5.695325
AFFX-r2-Bs-phe-M_at	6.4797034	6.6606603	6.3754086	6.2939878	6.1624756	6.215489	6.2317357	7.265056	6.2451587	7.095668	6.04154	6.3745646	6.5868473	6.6552615	6.0460734	6.397466	6.0834317	6.342495	6.741321	6.217079	6.379135	5.9383974	6.2851877	7.4333515	6.6919456	6.2640166	6.8813515	5.659113	6.4238377	6.1110787
AFFX-r2-Bs-phe-3_at	7.5973406	7.877093	7.5999627	7.5647593	7.4972653	7.6482754	7.4344387	8.449011	7.5141063	8.133859	7.352883	7.722222	7.75258	7.8521714	7.6377254	7.632749	7.3729315	7.5116396	8.074343	7.4608855	7.5079217	7.1065617	7.6799293	8.54616	8.036534	7.6616917	8.057696	7.3096294	7.5879025	7.3775954
AFFX-r2-Bs-thr-5_s_at	6.8215895	6.1790867	6.8051863	6.714162	5.9127016	6.5111566	6.3610888	7.1377954	6.573808	6.8880367	6.438306	7.0527325	5.9091706	6.8352304	6.641912	6.5889125	6.1185255	6.5770016	6.42948	6.500083	6.311797	6.043719	6.571558	7.1574535	4.5575566	6.7479496	6.594429	6.42739	6.5603905	6.502032
AFFX-r2-Bs-thr-M_s_at	7.2193565	6.932197	7.102854	7.312392	6.704185	7.1280794	6.9893417	7.8326373	6.9759555	7.529291	6.9970584	7.558643	6.8315015	7.43226	7.2043447	7.1616254	6.8627872	7.1047435	7.1920853	7.0091968	6.841494	6.8519444	6.805674	7.939602	6.0326047	7.273873	7.418533	6.8998103	7.1699896	6.982649
AFFX-r2-Bs-thr-3_s_at	8.023461	7.8775387	7.8137283	8.054823	7.4495993	7.831296	7.860352	8.593432	7.9457417	8.105752	7.6671276	8.170632	7.671355	8.197651	8.047512	7.9807625	7.676428	7.937343	7.916371	7.8091	7.4494104	7.3257904	7.905143	8.722907	7.3279133	7.973404	8.344755	7.7470927	7.9734464	7.7810225
AFFX_Rat_GAPDH_5_at	12.373954	12.214952	12.4472475	12.441717	12.456431	12.3716955	12.240779	12.3841305	12.400254	12.394912	12.463159	12.365704	12.394668	12.457036	12.393948	12.400262	12.33705	12.491354	12.464271	12.436204	12.430432	12.5579	12.260803	12.405678	12.160571	12.514941	12.429602	12.525807	12.573679	12.440837
AFFX_Rat_GAPDH_M_at	12.237703	12.0858135	12.31481	12.27031	12.284044	12.198212	12.080361	12.192176	12.252664	12.226966	12.28385	12.1580105	12.217921	12.250057	12.233881	12.259635	12.165006	12.3609295	12.301767	12.231446	12.220007	12.331863	12.056793	12.254119	12.124633	12.378079	12.233829	12.367943	12.380196	12.279784
AFFX_Rat_GAPDH_3_at	12.35428	12.2998705	12.404276	12.341724	12.38257	12.325907	12.1767435	12.269318	12.338942	12.336925	12.370742	12.262657	12.339782	12.303898	12.304925	12.384982	12.246598	12.428445	12.425735	12.304021	12.299417	12.365535	12.198501	12.346105	12.358021	12.453448	12.32083	12.419354	12.469345	12.356456
AFFX_Rat_Hexokinase_5_at	2.7368922	2.7746375	2.8047354	2.7168922	2.7204053	2.8240693	2.628238	2.8584836	2.8235211	2.8460512	2.7793577	2.713258	2.864433	2.8203945	2.8706963	2.6978006	2.8687716	2.6795678	2.6560957	2.7583852	2.7925441	2.7068386	2.9638236	2.8982298	2.786667	2.557295	2.6379466	2.8248813	2.7887893	2.9174376
AFFX_Rat_Hexokinase_M_at	5.090147	5.3290887	5.042698	4.8666124	5.066586	5.118996	5.237216	5.200061	4.8532176	5.128128	5.1664762	5.0351334	5.1225386	5.210933	5.180425	5.112982	5.332104	5.082962	5.105743	5.147043	4.953819	4.9164386	5.237836	5.419063	4.983199	4.9612064	5.246241	5.2905436	5.1548724	5.2165556
AFFX_Rat_Hexokinase_3_at	3.80765	3.9013896	4.11022	3.9392369	3.8739192	4.0019875	3.8762467	4.1187625	3.878165	4.314237	3.8186522	4.1485434	4.023363	4.0264525	3.781821	3.9249668	3.763756	4.108523	3.9083958	3.8293052	3.8285322	3.923552	4.185032	3.9309185	3.9503975	4.0094867	4.279754	4.04444	4.096972	4.1155744
AFFX_Rat_beta-actin_5_at	11.148739	10.852078	11.386491	11.474419	11.320806	11.509731	11.353873	11.46436	11.413399	11.5037565	11.5383	11.472679	11.237383	11.504871	11.42487	11.525441	11.36754	11.417693	11.371405	11.505452	11.518443	11.49098	11.371586	11.168019	10.772098	11.517171	11.212295	11.442082	11.235823	11.519018
AFFX_Rat_beta-actin_M_at	11.880265	11.689177	12.051875	12.05119	12.008894	12.115513	12.015841	12.124768	12.0113125	12.14367	12.122122	12.042255	11.96029	12.107176	12.042385	12.149004	12.006615	12.021942	12.036082	12.105383	12.117132	12.075943	11.987469	11.831359	11.577909	12.094683	11.8497	12.045841	11.932748	12.147071
AFFX_Rat_beta-actin_3_at	12.384067	12.312729	12.435607	12.472866	12.413482	12.542769	12.426914	12.554151	12.45877	12.531075	12.575002	12.501342	12.415769	12.477732	12.462045	12.589881	12.364921	12.4376135	12.48323	12.4914875	12.515723	12.448113	12.446553	12.277342	12.1776705	12.532707	12.256986	12.476097	12.385545	12.538229
AFFX_rat_5S_rRNA_at	8.029499	6.971219	8.014618	7.3651423	7.0923862	6.641186	6.9682803	8.157714	7.6685414	8.216683	7.68211	6.9855347	7.0675416	7.304115	7.3011146	7.684792	7.1768303	7.683777	7.4844475	7.5686007	6.8404365	6.816895	6.8754325	8.289696	5.563954	7.643476	6.1429453	7.7142825	7.510948	6.937576
AFFX_ratb1/X12957_at	5.909622	5.5946817	6.0567284	5.7572627	5.396008	5.550526	5.428066	6.165769	5.7278543	5.5506325	6.088997	5.567913	5.2696104	5.5942364	5.7560234	5.435954	5.3828177	5.661968	5.431439	5.374612	5.5580606	5.4834776	5.734045	5.8840904	5.7042165	5.248508	5.3668265	5.619213	5.5219383	5.6164956
AFFX_ratb2/X14115_at	3.1326933	3.0324023	3.103636	2.970899	2.8844867	3.0637872	3.040681	3.203012	2.9869764	3.0429928	3.2164133	3.1071663	2.8527718	2.90397	3.1196356	2.8616922	2.9128988	3.0643427	2.9582496	2.961304	2.9670916	2.9190722	3.026128	3.1940794	3.0276136	2.8269343	2.9402225	3.0368273	3.0232482	3.084537
1367452_at	9.863003	9.846638	9.813042	9.847143	9.900005	9.868134	9.826841	9.856852	9.821939	9.904419	9.766882	9.805822	9.870745	9.862398	9.787378	9.921509	9.736616	9.82336	9.722294	9.921562	9.824369	9.829931	9.849768	9.7972145	9.903559	9.81028	9.887756	9.8825	9.811895	9.866764
1367453_at	9.397741	9.403426	9.4675045	9.44663	9.525702	9.444094	9.580685	9.368174	9.403686	9.448169	9.44981	9.426498	9.521564	9.5281105	9.419869	9.563796	9.376374	9.460402	9.438565	9.497721	9.355571	9.543955	9.341742	9.446484	9.492203	9.473919	9.467168	9.48151	9.445602	9.4730835
1367454_at	9.961494	9.947969	10.070013	9.977911	10.044916	10.036501	9.959877	9.97065	9.943523	10.00009	9.959843	10.045118	9.940641	10.060772	10.014247	10.093174	10.044506	10.016796	9.927233	10.075369	10.008314	10.084333	10.058695	9.985453	10.133291	9.967579	9.9352	9.908548	10.054306	10.005381
1367455_at	11.469372	11.568285	11.50643	11.612907	11.490345	11.584944	11.547655	11.536865	11.49048	11.494366	11.505598	11.547146	11.507315	11.501284	11.504606	11.582077	11.576857	11.5240555	11.582376	11.481499	11.504017	11.662833	11.485588	11.521896	11.505739	11.690518	11.4539	11.579154	11.489428	11.541462
1367456_at	11.57434	11.670622	11.600695	11.611021	11.603079	11.553447	11.599255	11.646591	11.60025	11.663095	11.548094	11.503691	11.625871	11.558594	11.521954	11.531258	11.528545	11.541446	11.601353	11.595007	11.517361	11.547484	11.52173	11.645138	11.591862	11.525179	11.641943	11.625082	11.540062	11.574957
1367457_at	9.103063	9.011633	9.0885105	9.063239	9.149767	9.046289	9.175714	8.956086	9.051385	9.054348	9.07979	9.095816	9.06993	9.073731	9.10464	9.136974	9.086369	9.072778	8.995459	9.192404	9.114098	9.071848	9.115323	9.04504	9.139988	9.082758	9.073976	9.044256	9.149099	9.087532
1367458_at	7.74862	7.6503935	7.8360243	7.7980027	7.77787	7.881893	7.8165083	7.740754	7.832096	7.8580227	7.736255	7.824267	7.9033346	7.727549	7.8674517	7.9086103	7.974043	7.80685	7.817641	7.886353	7.7835827	7.855457	7.7567816	7.813866	7.643782	7.943036	7.9034505	7.852758	7.7386413	7.784854
1367459_at	11.7225895	11.719091	11.797372	11.854046	11.868898	11.818282	11.838501	11.807832	11.78007	11.789518	11.764134	11.743333	11.78244	11.832428	11.792951	11.910355	11.767238	11.810113	11.80483	11.834863	11.784675	11.84612	11.759872	11.779206	11.802992	11.836232	11.745426	11.785068	11.782616	11.857425
1367460_at	11.159521	11.228501	11.160461	11.098035	11.103388	11.09314	11.082261	11.143261	11.121212	11.075481	11.124704	10.956727	11.101535	11.131566	11.047562	11.177776	11.076704	11.12988	11.084475	11.101613	11.096809	11.082946	11.105935	11.138762	11.157238	11.148365	11.163726	11.062235	11.179347	11.08979
1367461_at	9.680201	9.767822	9.65024	9.724148	9.647101	9.700262	9.600525	9.813795	9.748377	9.639273	9.628777	9.608128	9.664835	9.619198	9.758757	9.710482	9.750198	9.741953	9.622494	9.677689	9.6064625	9.710333	9.718712	9.680897	9.665396	9.655796	9.571327	9.698492	9.651712	9.73851
1367462_at	10.5291195	10.537147	10.725057	10.735158	10.833052	10.688182	10.810974	10.584007	10.521906	10.66539	10.638283	10.634001	10.671691	10.771069	10.521643	10.769163	10.550953	10.602346	10.586853	10.784343	10.65421	10.884724	10.402172	10.742731	10.661518	10.795313	10.633484	10.541613	10.567829	10.537448
1367463_at	10.216862	10.002458	10.143808	10.165962	10.242009	10.091576	10.164762	10.1257305	10.102986	10.26188	10.135464	10.066369	10.194696	10.229317	9.936559	10.28531	10.040333	9.988704	10.159724	10.172169	10.145564	10.077382	10.097046	10.067922	10.377707	10.184102	10.0122	10.0328245	10.266032	10.156309
1367464_at	9.106842	9.105728	9.229887	9.221125	9.258957	9.148361	9.235199	9.174807	9.130821	9.193289	9.162449	9.138275	9.327805	9.278265	8.972746	9.27589	9.044743	9.174311	9.207851	9.369186	9.242973	9.137936	9.1139145	9.280088	9.334703	9.161209	9.226679	9.078985	9.178946	9.21187
1367465_at	9.989403	9.986951	10.081047	10.140054	10.2486725	10.098752	10.213278	10.034684	10.052616	10.205143	10.08002	10.1383095	10.051923	10.292733	10.039112	10.188929	10.166192	10.110545	9.931524	10.162182	10.156558	10.143678	10.219611	10.078406	10.296041	10.163708	10.19046	10.0787735	10.189829	10.012295
1367466_at	9.328961	9.449324	9.167262	9.325102	9.093695	9.402595	8.9579935	9.335262	9.411662	9.1735525	9.182644	9.311478	9.26433	9.175108	9.262173	9.153698	9.098504	9.26443	9.305492	8.897798	9.216615	9.21326	9.40988	9.373885	9.283864	9.342611	9.133696	9.261645	9.234674	9.289297
1367467_at	11.223959	11.279257	11.275206	11.373821	11.301712	11.227005	11.31962	11.284676	11.223572	11.349062	11.261488	11.330988	11.295811	11.255871	11.266468	11.253994	11.28759	11.206041	11.318199	11.313908	11.22196	11.33028	11.322935	11.371223	11.381403	11.5133	11.384302	11.217242	11.277407	11.185211
1367468_at	9.20876	9.187567	9.353726	9.3975115	9.378721	9.264235	9.501008	9.200644	9.324727	9.399579	9.32647	9.338572	9.285724	9.4727955	9.245555	9.489663	9.347551	9.206794	9.14752	9.416853	9.3041525	9.527646	9.393267	9.423517	9.43989	9.40697	9.324996	9.347431	9.289833	9.219912
1367469_at	11.939784	11.9274435	11.952781	11.833406	11.931325	11.905719	11.868376	11.936362	11.887279	11.941785	11.853394	11.734257	12.005366	11.91915	11.811378	11.959208	11.719405	11.783813	11.974716	11.862142	11.963551	11.735994	11.861766	11.783048	11.949149	11.77374	11.924948	11.927888	12.064054	12.00557
1367470_at	9.573156	9.804169	9.8509655	9.905422	9.873688	9.907933	9.814886	9.787825	9.853394	9.875311	9.652788	9.82155	9.840103	9.896671	9.818516	9.946569	9.937643	9.894344	9.884424	9.800852	9.807409	9.889027	10.014301	9.8662815	9.745001	10.034994	9.853265	9.907352	9.877676	9.889257
1367471_at	8.878556	8.821239	8.897177	8.856117	9.027794	8.724669	8.889657	8.810046	8.817263	8.943303	8.886959	8.776371	8.931116	8.944689	8.709826	8.865267	8.790483	8.729865	8.83448	8.924099	8.916949	8.771326	8.854918	8.913803	9.042982	8.846552	8.861536	8.764258	8.814777	8.759394
