Something	201-031016-JAP_(Rat230_2).CEL	202-031016-JAP_(Rat230_2).CEL	204-031016-JAP_(Rat230_2).CEL	205-031016-JAP_(Rat230_2).CEL	206-031016-JAP_(Rat230_2).CEL	207-031016-JAP_(Rat230_2).CEL	208-031016-JAP_(Rat230_2).CEL	209-031016-JAP_(Rat230_2).CEL	210-031016-JAP_(Rat230_2).CEL	212-031016-JAP_(Rat230_2).CEL	213-031016-JAP_(Rat230_2).CEL	214-031016-JAP_(Rat230_2).CEL	216-031016-JAP_(Rat230_2).CEL	217-031016-JAP_(Rat230_2).CEL	218-031016-JAP_(Rat230_2).CEL	219-031016-JAP_(Rat230_2).CEL	221-031016-JAP_(Rat230_2).CEL	222-031016-JAP_(Rat230_2).CEL	223-031016-JAP_(Rat230_2).CEL	224-031016-JAP_(Rat230_2).CEL	225-031016-JAP_(Rat230_2).CEL	226-031016-JAP_(Rat230_2).CEL	227-031016-JAP_(Rat230_2).CEL	228-031016-JAP_(Rat230_2).CEL	229-031016-JAP_(Rat230_2).CEL	231-031016-JAP_(Rat230_2).CEL	232-031016-JAP_(Rat230_2).CEL	233-031016-JAP_(Rat230_2).CEL	235-031016-JAP_(Rat230_2).CEL	236-031016-JAP_(Rat230_2).CEL
1370526_at	5.568926	5.8705254	6.083821	5.6541605	5.699938	5.815982	5.6413527	5.5704937	5.626546	5.965056	5.8441677	6.170992	5.7597837	5.673745	6.0892963	5.7666245	5.813767	5.593002	5.609602	5.87881	5.5477853	5.929764	5.8178277	5.995305	5.6313057	6.028733	5.7808266	5.221889	5.572401	5.518121
1370527_a_at	7.5274286	7.7458477	7.8827972	7.755277	7.873001	7.798126	7.7147655	7.385311	7.6244183	7.7600503	7.8430023	7.7110662	7.9310055	7.79328	7.6837416	7.675894	7.713997	7.684055	7.5854044	7.6985536	7.7348714	7.971737	7.624069	7.639689	7.608062	7.5217175	7.3602023	7.8465304	7.7816386	7.4039516
1370528_at	6.281413	6.258442	6.1640754	6.154481	6.302439	6.417053	6.2198606	6.3063087	6.2316756	6.007576	6.3692117	5.930507	5.994039	6.3021455	6.0475373	6.1222777	6.3758082	6.074385	6.2169976	6.1763654	6.140829	6.180716	5.8308516	6.182074	6.0641985	6.5280914	6.168313	6.208833	6.484112	6.3463035
1370529_a_at	6.7601395	6.6260486	6.58397	6.7891917	6.6661396	6.765801	6.6865396	6.163728	6.6370945	6.5522547	6.6771154	6.4011645	6.561242	6.7490916	6.634833	6.538737	6.9468083	6.504443	6.8628397	6.7217956	6.7347813	6.5788302	6.3823633	6.8239446	6.70898	6.400235	6.568697	6.7234435	6.720481	6.650813
1370530_a_at	7.543215	7.535801	7.7286906	7.653318	7.4753485	7.4894257	7.646493	7.619154	7.678357	7.308284	7.5729713	7.431523	7.5908566	7.5137796	7.487658	7.471949	7.6483274	7.422334	7.9464936	7.457212	7.528118	7.1972017	7.436685	7.513735	7.9965687	7.315093	7.447873	7.6089926	7.5562296	7.523638
1370531_a_at	5.8498015	6.37882	5.883273	6.304949	6.1891885	6.1429553	6.224832	6.279612	6.4531407	5.941795	6.17541	6.0575933	6.076762	5.8581247	6.197773	6.094095	6.0930967	5.95428	6.485236	6.2120004	6.2259555	6.0191746	5.841793	6.434888	6.4704337	6.288886	6.103884	6.0663166	5.959726	5.973261
1370532_at	4.2450495	4.283743	3.9906547	3.8339117	4.2172146	4.518576	4.3453465	4.279449	4.237859	3.9234264	4.6211634	4.706317	4.5728407	3.892417	4.4042816	4.187998	4.2431583	4.310978	4.4720764	4.471781	4.56763	4.2563715	4.191865	3.7895563	4.0468273	4.4034967	4.399537	4.455247	4.381894	4.3753066
1370533_at	3.969304	3.8482742	3.5623603	3.7128088	3.6121068	3.556735	3.9551191	3.5432756	3.739427	3.9922552	3.8495321	3.7781754	3.5649252	3.6795433	3.797794	3.7250733	3.8017304	3.9863343	3.6758013	3.6187816	3.8892717	4.007568	3.487738	3.5346007	3.8145452	3.8231454	3.8362179	3.8184311	3.6579514	4.0604486
1370534_at	6.406033	6.471391	6.2280827	6.1423926	6.0362015	6.1051974	6.3341656	6.184687	6.2783937	6.3491654	6.2820272	6.519393	6.2347393	6.4700155	6.296499	6.407943	5.939584	6.0312996	6.149457	6.1732802	6.3167996	6.167765	6.480189	6.124797	6.40364	6.4402847	6.515102	6.4007177	6.3135624	6.2665915
1370535_at	3.7049174	3.4110565	3.1290998	3.446438	3.4867294	3.7291105	3.2198832	3.5420084	3.5322747	3.0989926	3.3673172	3.2003691	3.5644615	3.3781674	3.6469853	3.5931554	3.2230368	3.715367	3.6235595	3.5044916	3.2799685	3.2323172	3.5834215	3.3078313	3.8009923	3.5177305	3.375472	3.3560505	3.5781462	3.3450181
1370536_at	5.173845	5.117102	5.5132585	5.3218646	5.251275	5.226123	5.149918	5.297861	5.3249836	5.520224	4.811989	5.386302	5.3430977	5.205503	5.329266	5.2141857	5.220764	4.941251	5.104633	5.454298	5.252472	4.896738	5.373591	5.2754354	5.2630987	5.453956	5.368942	5.5745864	5.256739	5.423456
1370537_at	6.4482865	6.5607595	6.696156	6.484205	6.8590584	6.6249394	6.4424524	6.6740646	6.4985933	6.725579	6.326983	6.395889	6.6054387	6.4205217	6.6823335	6.682211	6.7192535	6.127686	6.5801125	6.2445154	6.4589996	6.2993865	6.307703	6.6934485	6.595516	6.1986284	6.618427	6.9260874	6.352294	6.520243
1370538_at	6.994472	7.142681	7.4542894	6.656126	7.144165	7.36329	7.0423474	7.0237927	6.9856877	7.197637	6.4518347	6.90478	7.2309422	6.968239	7.402934	7.17719	7.0001326	7.3140798	6.6087823	7.2360716	6.7163296	6.9759545	6.8745327	7.109023	7.27879	6.8195925	7.229672	7.152628	6.6685696	7.0943413
1370539_at	5.471386	5.1849995	5.5516996	5.544379	5.3407507	5.5187044	5.488311	4.453532	5.539362	5.7281246	5.225751	5.5010767	5.339095	5.173986	5.4446945	5.6931286	5.512636	5.4875717	5.603073	5.4773483	5.1517477	5.1498394	5.2477417	5.2815437	5.2723236	5.243161	5.3107357	5.299156	5.355756	5.239154
1370540_at	3.6894042	3.668016	3.0734847	3.8850048	3.8866866	3.2955468	3.9320233	3.6288137	3.2242799	3.3771563	4.158793	3.8652072	3.6045232	3.2914653	3.542433	3.373803	3.672074	3.299317	3.4799674	3.571476	3.5970893	3.808601	4.0233192	4.0509195	3.1512506	3.890294	3.7379904	3.3740926	3.7273352	3.353161
1370541_at	6.1887145	6.9195247	5.8464828	6.9335494	6.381213	6.2414904	7.0354743	7.308197	5.877891	6.28884	6.8313637	7.4454713	6.2759767	6.9263487	5.606154	6.4767814	5.533292	5.988648	5.8436046	5.918614	7.0716047	6.782146	6.981045	6.7120376	6.3379974	6.3251076	6.525868	6.5608554	6.9136653	5.970765
1370542_a_at	5.6950235	6.1154776	5.8365664	5.973075	5.5332823	5.773482	6.050488	5.739469	6.160524	6.1685033	5.64532	5.890603	5.513139	5.701933	5.9713874	5.607567	5.8391066	5.8773985	5.925892	5.863907	5.795999	5.9017606	5.840511	5.5380917	6.133271	5.656434	5.596951	5.8364034	5.7558327	6.0446143
1370543_at	5.364804	5.460554	5.282223	5.5591507	5.472261	5.194615	5.616406	5.2080398	5.5011435	5.9341326	5.5939775	5.3213882	5.362017	5.43114	5.132287	5.8256454	5.494886	5.550131	5.345741	5.635389	5.589551	5.649545	5.6550956	5.538564	5.676578	5.5303946	5.65903	5.6134424	5.344628	5.671789
1370544_at	6.5341177	6.376942	6.756196	6.520588	6.6173654	6.6889515	6.644428	6.6112266	6.611978	6.6731753	6.3400764	6.616264	6.5429735	6.707001	6.50816	6.5279474	6.540555	6.34837	6.403611	6.6270747	6.384119	6.692537	6.568652	6.5566335	6.710873	6.191223	6.666212	6.7439923	6.621775	6.6241283
1370545_at	4.405097	4.539749	3.914488	4.312544	4.7290936	4.339265	4.2966022	4.544533	4.032356	4.184505	4.3630724	4.338603	4.2251353	4.8510427	4.386073	4.379049	4.584444	4.2184696	4.55399	4.0251784	4.453659	4.993508	4.5900154	4.8513994	4.3622036	4.4937553	4.187435	4.3068743	4.1228795	4.442286
1370546_at	3.2973418	3.785442	3.183792	3.541369	3.911757	3.4917965	3.3801029	3.443149	3.5093877	3.1896367	3.9987004	3.0903537	3.6936522	3.786265	3.4535677	3.307745	3.3073997	3.783399	3.5162516	3.5055637	3.818881	3.5718226	3.4499617	3.2524939	3.466175	3.4963994	3.2164075	3.6048312	3.8125942	3.6947448
1370547_at	13.730478	13.66826	13.678112	13.679431	13.569979	13.6135645	13.53936	13.641214	13.616603	13.5972595	13.608753	13.595231	13.614042	13.665366	13.635925	13.723255	13.590784	13.627339	13.654103	13.59621	13.654103	13.617113	13.609693	13.608631	13.758646	13.552956	13.678932	13.635558	13.688654	13.60421
1370548_at	6.5654664	6.224658	6.7187405	6.12677	6.3114076	6.5776277	6.232339	6.2818356	6.431391	6.402937	6.6229286	6.394753	6.4914246	6.3339286	6.3341002	6.181742	6.565236	6.2360797	6.1782684	6.2837844	6.578014	6.4885564	6.567531	6.1190767	6.16557	6.607715	6.7273407	6.597485	6.706548	6.602494
1370549_at	5.2068005	5.493647	5.4262934	4.907963	5.3413906	5.430212	5.365098	5.3923917	5.4788504	5.2674494	4.9585037	5.6157026	5.2870245	5.370495	5.339864	5.294586	5.4052057	5.0490217	5.3607025	5.4077463	5.0458965	5.043049	5.06933	5.229413	5.3828745	5.178935	5.3586874	5.4555445	5.5908203	5.3180485
1370550_at	5.158904	4.744751	5.124367	4.9552503	4.788592	5.048832	4.460552	4.9230404	4.8510256	4.8380036	5.396009	4.7410965	5.1050663	4.864051	5.164401	5.1256566	4.9804897	5.129453	4.8383913	4.6509233	5.4866724	5.227108	4.9535894	5.1912527	4.8623447	5.1473713	4.766362	4.886664	5.2383347	4.888882
1370551_a_at	6.583004	6.8994536	6.8019023	6.7377143	6.845655	6.7168145	6.858055	6.382882	6.7796597	6.2585416	7.0588293	6.9781356	6.7054005	6.7025595	6.461054	6.855493	6.560887	6.6297717	6.706863	6.6995506	7.2304196	6.640665	6.7316732	6.453988	6.7026157	6.492155	6.3954787	7.0652337	7.005101	6.641543
1370552_at	4.446556	4.4561057	5.088469	4.866248	4.6528735	4.609261	4.8545995	4.749917	4.666768	4.5478435	4.4401197	5.1692996	4.9204397	4.633521	5.112279	4.845537	4.9062343	4.589947	4.3441954	4.9041367	5.1819224	4.786044	4.734129	5.099827	4.554562	5.0130415	5.10048	4.5748124	4.546179	4.8037767
1370553_at	6.341373	6.4575834	6.6546993	6.014001	6.501774	6.63686	6.422654	6.527958	6.3812523	6.707458	6.31168	6.5817127	6.1978383	6.303334	6.570951	6.1710696	6.355192	6.3437977	6.1059084	6.4593115	6.054387	6.49077	6.2526355	6.2504306	6.5723186	6.0047035	6.1200657	6.4807367	6.388176	6.419663
1370554_at	8.5926	8.492164	8.597471	8.60467	8.765215	8.598132	8.5473995	8.639551	8.573229	8.806243	8.439458	8.577852	8.540472	8.5440445	8.735813	8.652473	8.541252	8.5445175	8.394672	8.662273	8.518248	8.419994	8.567831	8.5581	8.420189	8.561333	8.539516	8.378733	8.429281	8.456589
1370555_at	3.2926693	3.4875984	3.3627968	3.756795	3.8380802	3.4828935	3.3761888	3.6580205	3.664744	3.7370071	3.7468405	3.7201638	3.845252	3.5878825	3.9439454	3.8038678	3.1888049	3.998079	3.4771235	3.3435545	3.7841978	3.176802	3.5292435	3.5664868	3.7871027	3.8984084	3.2350535	3.3887246	3.1954947	3.4212642
1370556_at	4.2164397	3.9807613	4.3241243	4.5467353	4.452221	4.1806197	4.452591	4.1418147	4.212869	4.2320757	4.5634747	4.274993	3.9766655	4.1762695	4.543601	4.178382	4.435448	3.8507996	4.3260446	4.498963	4.277403	4.5884795	4.327183	4.489299	3.9726357	4.307311	3.879003	4.661479	4.1054277	4.3128643
1370557_a_at	2.5478954	2.758658	2.4186325	2.6034255	2.6741133	2.5711155	2.5519004	2.6894732	2.6380281	2.8534708	2.6296036	2.707429	2.8691654	2.8595648	2.8572164	2.4634633	2.7775664	2.6361783	2.7263882	2.5296392	2.8063304	2.3493574	2.8755133	2.500567	2.7096214	2.7822604	2.508842	2.8226042	2.3991961	2.6029785
1370558_a_at	2.1832194	2.7141325	2.8544679	2.7451718	2.3211563	2.9049735	2.409844	2.4662824	2.6985495	2.5155087	2.35939	2.4812987	2.4917088	2.50945	2.595511	2.6581423	2.543938	2.4140825	2.5430236	2.4914303	2.2904067	2.2390769	2.6696403	2.6682284	2.6449568	2.4481604	2.4786425	2.5365584	2.4214942	2.5290666
1370559_at	3.1448197	3.4688852	3.6179247	3.3241835	3.3167484	3.57787	3.5058942	3.4088414	3.3848689	3.2385557	3.2536397	3.3911552	3.2769437	3.5289986	3.4868774	3.4015133	3.3571644	3.6132376	3.4542174	3.3162365	3.5065696	3.1652794	3.354016	3.3197126	3.3246503	3.3914552	3.1852326	3.3890986	3.4821892	3.3387356
1370560_at	3.595759	3.9702523	3.8582678	3.8617668	3.8832228	3.85799	3.644534	3.5562124	3.7224402	3.6769223	4.143186	3.949139	4.239668	3.7405639	3.7685606	3.525844	3.8034644	3.8806024	4.058103	3.6747894	3.5701969	4.013162	4.015324	3.8878593	3.7955043	4.0477314	3.5862386	4.086136	3.808569	3.7369998
1370561_at	3.316179	3.4100132	3.574925	3.4497595	3.1017504	3.243623	3.1843402	3.2582746	3.320381	3.7086325	3.5763423	3.6472013	3.4441159	3.5622845	3.7912743	3.5094838	3.706527	3.4157064	3.350266	3.276075	3.5402422	3.2436266	3.4916897	3.4313035	3.1338885	3.7812243	3.4024596	3.3743749	3.1623414	3.4443805
1370562_at	3.586776	3.1753092	3.1655993	3.2159648	3.3531532	3.2880268	3.1253185	3.5305238	3.2624552	3.5069017	3.3339005	3.003756	3.3711839	3.8206358	3.349502	3.1909695	3.2725973	3.4933887	3.5663142	3.144318	3.3194218	3.5037127	3.2607064	3.3537092	3.2689302	3.1717508	3.24237	3.7019575	3.0904932	3.385946
1370563_at	10.961956	10.989753	11.122322	10.843805	11.057762	11.181987	11.19104	10.98214	11.088066	11.120609	11.314771	11.397837	11.277026	10.873584	11.153791	11.060033	10.955909	10.948266	10.98651	11.176712	11.028564	11.438566	11.076075	11.218215	10.9354315	11.174074	11.032331	11.064374	10.968886	10.90851
1370564_at	3.8399336	3.2099648	3.5677822	4.0337305	3.468217	3.524078	3.658966	3.5004563	3.7198193	3.6700726	3.7981312	3.6237965	3.7090986	3.7745135	3.687208	3.4145615	3.6662538	3.8077202	3.9173558	3.765746	3.2247157	3.3260207	3.5208814	3.908816	3.7603552	3.7150464	3.695053	3.5453172	3.4859333	3.5660124
1370565_at	4.252633	4.4069023	3.9691405	4.4733906	4.4418926	4.4630594	4.499764	3.9006834	4.626303	4.77354	4.5421443	4.0100765	4.2717943	4.2215576	4.6903996	4.0132318	4.4682913	4.442562	4.753683	4.512255	4.228495	4.43191	4.379327	4.71759	4.262238	4.7239084	4.68498	4.8324604	4.7091227	4.186447
1370566_at	8.659067	8.569014	8.447506	8.523973	8.353773	8.278103	8.385391	8.264597	8.158943	8.15484	8.581381	8.406572	8.65732	8.611847	8.234589	8.466871	7.956703	8.216698	8.5825	8.425661	8.585773	8.0824375	8.517824	8.061213	8.467541	8.327436	8.220322	8.477852	8.588711	8.492456
1370567_at	5.3757944	5.608274	5.120085	5.390324	5.0864973	5.3473644	5.2849636	5.0298896	5.286652	5.3573475	5.1746974	5.328297	5.475914	5.1895156	5.246313	5.108564	5.534376	5.3536797	5.408622	5.451015	5.3612757	5.5306215	5.0797825	5.1746974	5.175758	5.2868576	5.2702208	5.287105	5.4191585	5.2751913
1370568_at	4.1546955	4.1214547	3.9308386	3.9627502	4.2420444	3.903518	4.142837	4.007017	4.363555	3.5616143	4.593688	4.2658186	4.279298	3.90396	4.2303395	4.0595884	4.1737494	4.1346292	4.2287025	3.8541	4.028987	4.0291667	4.024002	4.5085306	4.076454	3.9487681	4.085222	4.2732725	4.0323	4.193095
1370569_at	4.3453135	4.6469555	4.827402	4.7334433	4.9133735	4.71918	4.772996	4.408435	4.6323647	4.5388947	4.716156	4.995219	5.013275	4.800453	4.828548	4.452236	4.749282	4.8733215	5.224887	4.7846107	4.468581	4.810253	4.9265285	4.698526	4.9360194	4.864918	4.5619297	4.4814487	4.6934023	4.7611737
1370570_at	6.539185	6.3860116	6.8840714	6.71884	6.4857078	6.470685	6.2857347	5.983054	6.53563	6.401505	6.017328	6.2265654	6.4845176	6.3633056	6.5128517	6.8008137	6.3021703	6.3966613	6.414528	6.49916	6.589542	6.3990026	6.3606815	6.631943	6.537073	6.439443	6.8278475	6.7564664	6.492619	6.312951
1370571_at	4.209074	4.579714	4.53227	4.376347	4.312674	4.6529236	4.495835	4.2807684	4.1964183	4.230169	4.5435214	4.349526	4.288554	4.069879	4.260344	4.135198	4.5967636	4.428882	4.706502	4.335187	4.354023	4.395278	4.4263983	4.2530346	4.281773	4.3141537	4.4252386	4.401898	4.1829834	4.34825
1370572_at	3.111269	3.637507	3.0542147	3.357474	3.0751288	3.1679125	3.2163937	3.2485116	3.0878158	3.2215133	3.2267377	3.2618089	3.411464	3.235842	3.3462052	3.5961356	3.60129	3.1701996	3.269185	3.4447925	3.534844	3.3424594	3.3080826	3.3127382	3.315742	3.2568045	3.3959389	3.6144686	3.5919561	2.936923
1370573_at	8.237041	8.235955	8.710745	8.341075	8.402563	8.082614	8.077109	8.031223	8.458835	8.56044	8.223899	7.9749537	8.391127	8.176309	8.458835	8.214382	8.397931	8.279103	8.524891	8.477051	8.247538	8.399683	8.019221	8.374045	8.306943	8.420868	8.203899	8.358822	8.374271	8.484102
1370574_a_at	6.5324244	6.2243376	6.3875194	6.2179885	6.281295	6.265415	6.2461176	6.1069827	6.237835	6.0078707	6.4234033	6.2030916	6.2742352	6.4981155	6.530423	6.3588634	6.3782763	6.3145585	6.3910484	6.3592367	6.2663364	6.3377414	6.304824	6.302869	6.2811522	6.2788463	6.207555	6.233145	6.2080593	6.5012016
1370575_a_at	7.759353	7.8406153	8.206671	7.670189	7.798563	8.127184	7.884679	7.5233846	7.91959	8.016987	7.5660458	7.8154273	7.795828	7.6707883	8.0149555	7.7897425	7.896427	7.7857895	7.7629557	8.023296	7.5694895	7.8647413	7.6745815	7.843858	7.760486	7.9346657	8.032639	7.757662	7.5678873	7.9014
1370576_at	6.4017286	6.07634	6.129915	6.2668085	6.275768	6.22223	6.1156673	6.0572715	6.0912304	6.521391	6.225896	6.5637274	6.0959396	6.1818123	6.372938	6.3508577	6.392946	6.1566987	6.073538	6.2409043	6.4461546	6.0730934	5.9969044	6.4599423	6.16787	6.308515	5.9211135	6.3748374	6.407111	6.2513704
1370577_at	5.486391	5.2946754	5.5795517	5.39733	5.4219	5.253145	5.788262	5.7144423	5.525992	5.5227304	5.1638474	5.719614	5.3403616	5.6528783	5.4499216	5.469693	5.644764	5.422557	5.636408	5.361071	5.5395274	5.3113527	5.6870556	5.3767986	5.339505	5.5422583	5.85349	5.5885773	5.6034966	5.566568
1370578_at	6.9861445	6.680805	6.7629633	6.8381767	6.807873	6.7231545	6.732705	6.778044	6.5744057	6.863559	6.812571	6.678298	6.8314943	7.044267	6.6026783	6.8956623	6.8306847	6.66293	6.414982	6.789814	6.876347	6.900733	6.827785	6.7707896	6.9542656	6.5380282	6.866187	6.747699	6.734083	6.72449
1370579_at	5.409865	5.374408	5.3517795	5.289043	5.325507	5.411217	5.439335	5.219491	5.401308	5.306568	5.3169146	5.3345933	5.289043	5.3948717	5.379562	5.412113	5.364467	5.3572226	5.35198	5.254363	5.4084516	5.4518747	5.393278	5.048833	5.223701	5.2070837	5.2981896	5.374408	5.454833	5.3227057
1370580_a_at	13.523387	13.45763	13.341211	13.458932	13.389241	13.340528	13.46687	13.481543	13.402744	13.278757	13.487942	13.305985	13.463695	13.440634	13.327228	13.292237	13.374863	13.504483	13.416484	13.442875	13.550348	13.420947	13.512887	13.329106	13.3906145	13.472092	13.551959	13.45831	13.400217	13.541873
1370581_at	3.2457924	3.2837305	3.283375	3.4747086	3.2576942	3.1394057	3.4906454	3.2655694	3.4621947	3.0610707	3.2700512	3.499662	3.340644	3.2573004	3.113293	3.39119	3.4133968	3.605343	3.7228923	3.2129107	3.3579612	3.527945	3.2710867	3.4070625	3.054008	3.2793214	3.251083	3.327249	3.5570827	3.364912
1370582_a_at	2.7347407	2.6424205	2.8717742	2.6953266	2.5872748	2.6252742	2.5680892	2.6711273	2.7532387	2.4359498	2.7467585	2.6798584	2.7629368	2.7287173	2.645321	2.7289157	2.7710958	2.8670132	2.5935943	2.5465372	2.603888	2.56116	2.516802	2.890444	2.6488087	2.4373267	2.6281426	2.72085	2.6187255	2.522837
1370583_s_at	5.4009085	5.537738	6.424597	5.3222528	5.836979	6.1697598	5.5852184	5.702091	5.47594	6.5145664	5.2680364	5.89824	5.6846137	5.7727942	6.467188	5.8531365	5.7988477	5.4066896	5.061009	5.7651334	5.6923637	6.127234	5.6393514	6.3853526	5.6673326	5.580885	6.0254846	6.0293756	5.814434	5.8639674
1370584_a_at	4.094245	4.200995	4.0954714	3.7514617	4.3779244	3.835457	3.7137167	3.7702625	3.6599443	3.7203095	3.7791705	4.0877175	4.402203	3.8933325	3.6903167	3.690586	3.9834762	3.8633182	3.6588273	3.7688935	3.809096	4.207142	3.7021196	3.5573802	4.001136	4.1469846	3.757674	3.6237583	3.989937	4.064665
1370585_a_at	6.0627456	6.007001	6.171704	6.215623	5.7268353	6.2748184	5.8201556	6.202161	6.112768	6.006	6.13279	6.208354	5.888656	6.01446	5.6604233	5.43165	5.7754283	5.5417714	5.7842417	5.9170594	5.664433	5.9100647	6.0553617	6.0367556	5.872491	5.754137	6.3063893	6.155836	5.9707074	5.9465933
1370586_a_at	4.7971334	5.140997	4.9474745	4.942213	5.178351	4.8684764	4.9600477	4.8116055	4.926182	4.7927847	4.9392176	5.4393835	4.974722	5.0326576	4.8595114	4.969941	5.2324886	5.052529	4.8487806	4.894782	5.416666	4.7963715	5.0526333	4.7631674	5.147947	5.0829515	4.971266	4.7433324	4.6356626	5.190012
1370587_at	4.0470815	4.0823674	3.8819573	4.2106857	3.954046	4.3453407	4.267407	4.042034	4.3983955	3.8478212	4.297266	4.0904202	4.3962684	4.467762	4.2654076	4.3109665	4.375548	4.169128	4.283038	4.161277	4.148227	4.404359	4.1530676	4.1500416	4.194642	4.089224	3.949535	4.28874	3.674764	4.158087
1370588_a_at	3.582892	3.5109072	3.4187245	3.377603	3.6539805	3.7339811	3.4975445	3.167315	3.4169307	3.4498053	3.6717367	3.1856222	3.8398786	3.5421708	3.604576	3.7858758	3.6612535	3.9766173	3.5433643	3.37853	3.2908454	3.3639016	3.626041	3.3718925	3.5103846	3.5978475	3.7934732	3.232751	3.476028	3.7175388
1370589_at	5.764804	5.7208834	5.877754	5.5713778	5.355307	5.5977	5.170848	5.4541483	5.515791	6.0280237	5.4068375	5.7384233	5.553463	5.477371	5.618537	5.5857525	5.899246	5.688719	5.018396	5.599368	5.274805	5.663514	5.774289	5.521324	5.590021	5.5079327	5.4769106	5.308281	5.5212727	5.3564177
1370590_at	6.5606365	6.8363976	6.7525764	6.689225	6.9101596	6.5341315	6.904672	6.4288654	6.4481845	6.4455442	6.8520174	6.3825974	6.5841994	6.7830853	6.7740645	6.7256064	6.7668495	6.665527	6.815964	6.7000036	6.713021	6.6378794	6.8425136	6.537443	6.6913137	6.976513	6.7229133	6.6802635	6.8142366	6.752707
1370591_at	7.238793	7.007641	6.961233	6.9933863	6.7245913	6.9558353	6.8800254	6.7220135	6.8487062	6.878848	6.843993	6.7110343	6.8912253	6.774373	6.907625	6.7035747	7.0365415	6.937888	6.7670655	7.002197	7.10797	6.6934404	6.9730253	6.881661	6.834521	6.9927855	6.9806347	6.991522	6.941663	6.775235
1370592_at	7.592966	7.7345304	7.8338814	7.571231	7.434284	7.276352	7.283049	7.3139353	7.7180357	7.289318	7.707301	7.6325536	7.5709705	7.517481	7.6286225	7.5147505	7.310251	7.707066	7.519211	7.63051	7.8928556	7.5837455	7.880285	7.618392	7.6061196	7.7620625	7.690621	7.777871	7.4613442	7.818292
1370593_at	13.512497	13.533892	13.456234	13.615141	13.557401	13.52455	13.493725	13.592487	13.590094	13.353782	13.544288	13.458651	13.559619	13.545992	13.504315	13.456582	13.481794	13.57406	13.528186	13.49624	13.617605	13.576089	13.638209	13.460054	13.335708	13.541446	13.610485	13.573493	13.548413	13.646586
1370594_at	4.3748813	4.880798	4.763405	4.723197	4.703855	4.5807595	4.766273	4.94118	4.958032	4.716669	4.8411093	4.5258694	5.0367703	5.0334697	4.775361	4.8450327	4.878168	5.1138697	4.651945	4.879821	4.846602	4.5846305	4.6014876	5.074525	4.565999	4.797588	4.8142695	4.897518	4.8530836	4.717695
1370595_a_at	2.7833915	2.961197	2.8446221	3.468677	2.9111485	3.252856	2.7961926	2.6159396	2.703308	2.881464	3.23214	3.1589847	2.9544544	3.016065	2.7366757	2.5416098	2.890704	3.0882378	2.782958	3.0027297	3.0942724	2.6625495	2.8875575	2.939458	2.7098832	3.0675764	3.0283823	2.8685513	2.922843	2.729827
1370596_a_at	3.6107602	3.3681443	3.803814	3.5652068	3.5628412	3.8125122	3.536308	3.6380904	3.9831226	3.6900375	3.4570467	3.747981	3.710077	3.523854	3.3678308	3.5177476	3.666129	3.6098073	3.3113346	3.9097042	3.5602348	3.3557045	3.6939228	3.4496627	3.7329214	3.5805132	3.8075988	3.7044823	3.486541	3.7658608
1370597_at	4.42652	4.551527	4.35068	4.9427767	4.620844	4.4598866	4.1808825	4.285919	4.4481487	4.001426	4.546929	4.2426653	4.6872787	4.46728	4.6707244	4.0650883	4.3165617	4.0828075	4.660829	4.524535	4.411148	4.418817	4.429502	4.7019186	4.552506	4.5127363	4.675853	4.526181	4.758556	4.294115
1370598_a_at	3.395566	3.5266223	3.3716974	3.5392966	3.601995	3.540132	3.425692	3.3284893	3.6220925	3.6926904	3.7314787	3.705433	3.9233189	3.8033702	3.6114502	4.122157	3.4873552	3.8376188	4.041384	3.60221	3.5959375	3.3615952	3.5642304	3.5849392	3.7782912	3.9865193	3.2411442	3.2752204	3.489382	3.5590243
1370599_a_at	6.538598	6.441342	6.503342	6.6919885	6.1904755	6.3171544	6.3567834	6.9297442	6.471668	6.2700195	5.841609	5.9750624	6.3723845	6.437219	6.4221754	6.490814	6.1685424	6.277303	6.4463162	6.3380737	6.4000154	6.4739265	6.3770666	6.2738247	6.6907463	6.493563	6.5456815	6.4211497	6.367916	6.632524
1370600_at	4.6716347	4.7058873	4.390891	4.3086367	4.1531205	3.8849456	4.489262	3.8015018	4.7931194	4.0672646	4.27372	3.7587972	3.9189928	4.307496	4.4464993	4.0315247	4.4589972	4.077696	4.0865054	4.004181	4.3483515	3.9306536	4.0291266	3.509553	4.2688446	4.5134015	4.507527	4.2884574	4.3417063	4.2649603
1370601_a_at	3.4115486	3.0792406	3.449678	3.1902072	3.2712471	3.3338265	3.0482445	3.177793	3.2218297	3.1058054	3.5114894	3.4481087	3.3328862	3.576994	2.9635909	3.1961298	3.6677012	3.1566923	3.424393	3.2516785	3.5195346	3.0683417	3.2717786	3.2621725	3.2764792	3.427567	3.2406797	3.5857825	3.3799233	3.079265
1370602_at	4.3699555	4.3313375	4.197854	4.866236	4.2991023	4.340192	4.1885962	4.37962	4.255828	4.2680283	4.384121	4.2571764	4.246143	4.336626	4.398295	4.4046187	4.462706	4.1079454	4.116155	4.17284	4.1434646	4.480988	4.401648	4.1619253	4.5566	4.6204247	4.2653966	4.2995462	4.0965	4.55143
