Something	301-031416-JAP_(Rat230_2).CEL	303-031416-JAP_(Rat230_2).CEL	304-031416-JAP_(Rat230_2).CEL	305-031416-JAP_(Rat230_2).CEL	306-031416-JAP_(Rat230_2).CEL	307-031416-JAP_(Rat230_2).CEL	308-031416-JAP_(Rat230_2).CEL	309-031416-JAP_(Rat230_2).CEL	310-031416-JAP_(Rat230_2).CEL	312-031416-JAP_(Rat230_2).CEL	313-031416-JAP_(Rat230_2).CEL	314-031416-JAP_(Rat230_2).CEL	315-031416-JAP_(Rat230_2).CEL	316-031416-JAP_(Rat230_2).CEL	318-031416-JAP_(Rat230_2).CEL	319-031416-JAP_(Rat230_2).CEL	320-031416-JAP_(Rat230_2).CEL	321-031416-JAP_(Rat230_2).CEL	323-031416-JAP_(Rat230_2).CEL	324-031416-JAP_(Rat230_2).CEL	325-031416-JAP_(Rat230_2).CEL	326-031416-JAP_(Rat230_2).CEL	328-031416-JAP_(Rat230_2).CEL	329-031416-JAP_(Rat230_2).CEL	330-031416-JAP_(Rat230_2).CEL	331-031416-JAP_(Rat230_2).CEL	332-031416-JAP_(Rat230_2).CEL	333-031416-JAP_(Rat230_2).CEL	335-031416-JAP_(Rat230_2).CEL	336-031416-JAP_(Rat230_2).CEL
AFFX-DapX-5_at	9.1719675	8.255604	8.755949	8.733072	8.338841	8.478709	8.631786	8.653409	8.571322	8.488466	8.681519	9.058006	8.530921	8.762317	8.873041	8.609554	8.731213	8.401854	9.039747	8.743413	8.833555	9.56025	8.91671	8.627359	8.590834	8.584614	8.828645	8.785129	8.367535	8.485297
AFFX-DapX-M_at	9.967784	9.374365	9.607977	9.665551	9.310791	9.4877615	9.684956	9.562231	9.553876	9.470177	9.638165	10.001373	9.500316	9.630666	9.634027	9.483424	9.680058	9.415734	9.854113	9.730405	9.636523	10.348551	9.799135	9.481492	9.405303	9.419816	9.755854	9.650738	9.389912	9.521928
AFFX-DapX-3_at	9.992424	9.547869	9.604804	9.801383	9.394795	9.512887	9.789906	9.511426	9.542781	9.528578	9.624638	10.053175	9.656826	9.635821	9.52215	9.568082	9.668744	9.349743	9.842291	9.75244	9.569898	10.181076	9.87331	9.411642	9.454098	9.350604	9.733282	9.592357	9.405414	9.553166
AFFX-LysX-5_at	5.008624	4.6473484	4.954356	4.6664386	4.7035794	4.747565	5.2843275	4.5474014	4.849141	4.511933	4.7646275	5.3969765	4.8448668	4.845575	4.8898354	4.5311255	4.8947935	4.79904	5.081249	5.1074896	4.6820416	5.446063	4.909435	4.4377017	4.376547	4.582513	4.981785	4.6183147	4.4019785	4.834426
AFFX-LysX-M_at	6.2373967	6.044378	5.951203	6.205879	5.735143	5.820176	6.2359734	5.860673	5.977847	5.811211	5.983217	6.424171	6.010883	6.1137915	5.895852	6.053451	6.14852	6.0564446	6.24081	6.2250605	6.002165	6.5458584	5.9144936	5.7092943	5.6344953	5.7575536	6.20595	5.824723	5.7276573	5.8465886
AFFX-LysX-3_at	7.4089484	7.0462666	7.0932255	7.2192144	7.0046234	7.1184907	7.322663	6.9753	7.089645	6.794449	7.1157293	7.509306	6.9471283	7.0776854	7.111848	6.840466	7.256248	6.869245	7.317072	7.1911182	7.1234903	7.5797496	7.1615634	6.813635	6.85133	6.858153	7.4324994	7.006437	7.0019426	7.088299
AFFX-PheX-5_at	6.3256965	5.8405523	6.0537777	6.1790504	5.89993	6.0746636	6.479414	6.2342257	6.148947	5.715124	5.9949727	6.336237	5.9571376	6.1599803	5.9654293	5.9360156	6.153384	5.966377	6.434013	6.040907	5.975701	6.6131954	6.187777	5.9687114	5.696936	5.9510255	6.216652	5.9318266	5.8020344	6.03314
AFFX-PheX-M_at	6.835169	6.562694	6.536694	6.6654387	6.451909	6.574366	6.708572	6.3643107	6.5076976	6.362332	6.4429593	6.8556833	6.5420585	6.55133	6.4355965	6.253638	6.526866	6.308719	6.724979	6.575049	6.2938886	7.0751243	6.4845524	6.3236275	6.2011294	6.1433296	6.7364044	6.1781926	6.2938576	6.443636
AFFX-PheX-3_at	7.6876974	7.277972	7.331329	7.541568	7.273492	7.270245	7.431847	7.332621	7.2382655	7.084184	7.450641	7.683244	7.2071185	7.482317	7.2453527	7.306177	7.3366504	7.1156406	7.443005	7.4177775	7.3267283	7.7540216	7.4819736	7.1644225	7.3401713	7.0561814	7.4809957	7.260396	7.2624564	7.145805
AFFX-ThrX-5_at	7.169334	6.0511117	6.8369355	6.911779	6.582376	6.667995	6.864927	6.8092036	6.8643394	6.5200124	6.6473174	7.1153455	6.5991173	6.892101	6.861091	6.68185	6.834752	6.7483935	7.1630177	6.8275223	6.846765	7.2172813	7.0367236	6.8510356	6.606296	6.816384	7.1272197	6.918622	6.546657	7.008917
AFFX-ThrX-M_at	6.9412823	6.039422	6.7008467	6.642278	6.293285	6.2919693	6.7378964	6.6363435	6.580238	6.315328	6.3500137	6.94282	6.735595	6.579446	6.4408817	6.4524884	6.671041	6.5129313	6.85189	6.631843	6.450126	6.9127874	6.705764	6.3525996	6.336775	6.2937827	6.99935	6.5930758	6.136962	6.590435
AFFX-ThrX-3_at	8.241569	7.588541	7.9264174	8.279392	7.65295	7.617518	8.095869	7.7952113	7.879919	7.474738	7.705078	8.165827	8.082461	7.9833846	7.5814676	7.757961	7.8656287	7.6729503	8.073975	7.9692082	7.7616334	8.30835	8.042701	7.720154	7.5369396	7.47841	8.148225	7.8665977	7.4274974	7.8369217
AFFX-TrpnX-5_at	2.4333587	2.5605438	2.4231231	2.512632	2.4484184	2.6223526	2.5505905	2.4802637	2.7426822	2.520296	2.4770079	2.5564296	2.5199788	2.5941982	2.4970317	2.3835695	2.7230926	2.5164797	2.5230544	2.4112067	2.534409	2.579514	2.6178846	2.4851036	2.3941512	2.5209801	2.5769124	2.5736399	2.5121565	2.6388621
AFFX-TrpnX-M_at	2.6739612	2.544475	2.6404457	2.5100453	2.3930347	2.718045	2.811961	2.5607674	2.8521872	2.5625007	2.693524	2.7682366	2.594235	2.611039	2.7060678	2.602501	2.5426347	2.5217474	2.572109	2.6087403	2.595364	2.5225718	2.6555605	2.4952435	2.5345426	2.815701	2.525034	2.6472685	2.637017	2.636286
AFFX-TrpnX-3_at	2.452904	2.2738779	2.3711417	2.3874156	2.4896212	2.426405	2.5059006	2.3953128	2.500521	2.429978	2.6135874	2.3964238	2.368509	2.4461195	2.4151714	2.3939238	2.3185914	2.4983585	2.4273937	2.3850377	2.307133	2.5417998	2.3699877	2.4785721	2.5466223	2.4482205	2.2225711	2.4061806	2.39417	2.4748259
AFFX-r2-Ec-bioB-5_at	9.14296	8.976199	8.799571	9.010222	8.792759	9.095799	9.166884	9.136387	9.037018	8.892559	8.966891	9.126414	8.909779	8.979712	9.511929	8.9815645	9.041471	9.058867	8.985291	8.952073	9.097425	9.133743	9.124376	9.002473	8.927017	9.121181	8.957126	9.112344	9.006993	9.073281
AFFX-r2-Ec-bioB-M_at	9.823921	9.533319	9.552168	9.788494	9.582022	9.7284775	9.7621355	9.846188	9.666023	9.641946	9.726729	9.818497	9.636714	9.701464	10.136025	9.682652	9.778543	9.808526	9.651793	9.674722	9.793978	9.84401	9.81082	9.663364	9.622958	9.751737	9.690437	9.913527	9.7649975	9.676751
AFFX-r2-Ec-bioB-3_at	9.552638	9.273235	9.313385	9.476243	9.287674	9.382353	9.460705	9.453475	9.372366	9.346334	9.375027	9.46529	9.226328	9.330734	9.773003	9.328405	9.438613	9.443546	9.34087	9.398176	9.482207	9.422794	9.406888	9.4424715	9.326829	9.485202	9.472816	9.45708	9.380205	9.361988
AFFX-r2-Ec-bioC-5_at	10.585281	10.332535	10.345921	10.531414	10.346748	10.528702	10.575251	10.604128	10.505589	10.458357	10.451412	10.582485	10.348923	10.444166	10.871822	10.526487	10.531811	10.570145	10.430618	10.446667	10.555672	10.547083	10.537567	10.433508	10.418098	10.584089	10.498848	10.503487	10.527229	10.522726
AFFX-r2-Ec-bioC-3_at	10.651037	10.407551	10.399393	10.583927	10.402902	10.525285	10.597601	10.613647	10.5812025	10.462328	10.508264	10.622178	10.42472	10.523932	10.86681	10.625918	10.609909	10.607125	10.468497	10.494431	10.669953	10.64181	10.668108	10.499468	10.516647	10.658177	10.617375	10.612219	10.539124	10.518311
AFFX-r2-Ec-bioD-5_at	12.337361	12.181928	12.111087	12.255514	12.111361	12.225623	12.193369	12.323972	12.179466	12.137348	12.228748	12.245208	12.103771	12.162158	12.465443	12.246422	12.245129	12.243984	12.198384	12.259161	12.301769	12.364541	12.266565	12.162603	12.223751	12.26662	12.235028	12.2955885	12.2470665	12.159151
AFFX-r2-Ec-bioD-3_at	12.891387	12.678539	12.718244	12.813584	12.706338	12.743648	12.848456	12.847774	12.787336	12.723414	12.756928	12.820731	12.681331	12.683156	13.023971	12.826775	12.816966	12.788763	12.791244	12.808898	12.858303	12.871605	12.828182	12.723091	12.760512	12.82001	12.782795	12.845355	12.777727	12.727676
AFFX-r2-P1-cre-5_at	14.003941	13.883045	13.918113	13.930038	13.917119	13.919761	13.956805	13.989173	13.940835	13.871045	13.90837	13.944718	13.901028	13.931437	14.037356	13.933636	13.956513	13.9281845	13.96193	13.941839	13.957457	13.987913	13.924728	13.899273	13.914424	13.953334	13.920502	13.959672	13.948503	13.92688
AFFX-r2-P1-cre-3_at	14.301567	14.254281	14.275626	14.321347	14.275626	14.275626	14.297541	14.308235	14.272609	14.23137	14.27685	14.313676	14.270588	14.25398	14.359828	14.271489	14.306043	14.2659235	14.281039	14.275188	14.282537	14.319777	14.275626	14.264884	14.242168	14.291859	14.214714	14.258878	14.263886	14.274379
AFFX-r2-Bs-dap-5_at	9.599415	8.668611	9.229381	9.334738	8.917191	9.068539	9.140995	9.09944	9.066479	8.949741	9.170256	9.521432	8.961362	9.259107	9.254414	9.067614	9.264892	8.897471	9.46682	9.13493	9.158112	9.961178	9.287614	9.110802	9.07477	9.117667	9.330262	9.221874	8.988076	8.940531
AFFX-r2-Bs-dap-M_at	10.136685	9.500975	9.91187	9.824844	9.538341	9.688892	9.905182	9.740296	9.765532	9.674197	9.865959	10.253446	9.651387	9.85737	9.93396	9.600664	9.906102	9.593586	10.135689	9.93957	9.799208	10.598081	9.993397	9.689522	9.627681	9.667003	9.973171	9.790226	9.604114	9.743898
AFFX-r2-Bs-dap-3_at	10.586327	10.197182	10.414886	10.443291	10.123386	10.199341	10.460115	10.216324	10.311304	10.134779	10.311718	10.701205	10.305601	10.318567	10.385759	10.15365	10.395623	10.063272	10.566239	10.533611	10.264149	10.847395	10.429151	10.182072	10.168941	10.0852	10.380472	10.235355	10.01741	10.284611
AFFX-r2-Bs-lys-5_at	6.302311	5.7719893	5.984436	6.099111	5.479461	5.668313	6.215906	5.737692	5.85814	5.359047	5.9644156	6.322958	5.9384923	5.904629	5.908267	5.333491	6.1180043	5.7611237	6.1788406	5.9045353	5.7919407	6.4351287	6.17541	5.483183	5.4962354	5.5068274	6.2912016	5.611109	5.5818343	5.762177
AFFX-r2-Bs-lys-M_at	6.1709127	5.8978662	5.7712746	5.9216614	5.676994	5.5577006	6.1539474	5.7627115	5.745721	5.60473	5.776623	6.329589	5.6718907	5.90733	5.978489	5.498264	5.7444983	5.6249776	6.0196004	6.080812	5.5429287	6.2814274	5.6526036	5.419887	5.535528	5.491281	5.8989244	5.6321545	5.5805264	5.78341
AFFX-r2-Bs-lys-3_at	6.8763237	6.3574953	6.383082	6.5720196	5.7865868	6.301997	6.5549383	6.2344704	6.4396276	6.1055036	6.469451	6.9113293	6.2869043	6.532766	6.4664955	6.13186	6.540453	6.2265677	6.7068844	6.5197744	6.645982	7.0564604	6.5999947	6.1542444	6.0085535	6.0327735	6.6837773	6.291054	6.27435	6.616797
AFFX-r2-Bs-phe-5_at	6.3362885	6.192904	6.212555	6.5442595	6.021656	6.1798115	6.5073357	6.0897837	6.294031	5.9264793	6.1696024	6.704723	6.3543835	6.3735795	5.8136845	5.6132193	6.0860114	5.964912	6.3076563	6.127909	6.1996574	6.586572	6.10256	5.7687664	6.051302	5.993223	6.518049	6.0325947	5.8104987	6.285837
AFFX-r2-Bs-phe-M_at	6.6353254	6.341584	6.3201995	6.8148828	6.3435855	6.4245634	6.8946037	6.5281544	6.3512387	6.163441	6.186829	6.8502607	6.2027483	6.7019687	6.434261	6.2422466	6.460135	6.317068	6.5681763	6.552404	6.586945	7.054962	6.730724	6.1405296	6.1807656	6.176259	6.6639557	6.4075756	6.165922	6.4367485
AFFX-r2-Bs-phe-3_at	8.07775	7.703698	7.768576	7.796944	7.54205	7.613542	7.8581376	7.5473146	7.6584835	7.350982	7.7083874	8.009455	7.724604	7.720749	7.634313	7.429579	7.810849	7.5018697	7.801174	7.735134	7.490417	8.050182	7.825838	7.4828277	7.472797	7.5316987	7.8107505	7.511203	7.5183187	7.634191
AFFX-r2-Bs-thr-5_s_at	7.263421	5.963486	6.7681136	6.8253317	6.3759546	6.385667	6.7071795	6.7815857	6.5465484	6.239434	6.36605	6.892872	6.687278	6.6885567	6.364135	6.7177553	6.7133546	6.5564914	6.838584	6.7950516	6.764609	7.1393394	7.0249724	6.4484353	6.406438	6.529542	7.2406573	6.777053	6.421944	6.7494197
AFFX-r2-Bs-thr-M_s_at	7.6489587	6.74321	7.2838755	7.470753	7.02587	6.951308	7.421207	7.0094323	7.240953	6.9556527	7.0223765	7.5018277	7.222794	7.329082	7.055932	7.195325	7.2272243	7.102209	7.3947263	7.162752	7.284333	7.662234	7.4500856	7.117433	6.9076247	6.891372	7.601529	7.3383465	6.8374887	7.3477745
AFFX-r2-Bs-thr-3_s_at	8.350242	7.7145333	8.090116	8.278969	7.7493324	7.614884	8.06744	7.776185	7.9751306	7.7383065	7.848604	8.240008	8.18629	8.057872	7.698942	7.8863153	8.0116625	7.6452065	8.211631	8.1627865	7.818283	8.419851	8.121801	7.7866755	7.7182317	7.5709395	8.266305	7.92729	7.4785204	7.99419
AFFX_Rat_GAPDH_5_at	12.43809	12.105067	12.398221	12.373003	12.475887	12.429362	12.347925	12.454792	12.427739	12.372979	12.396344	12.38726	12.426917	12.527581	12.382535	12.496242	12.443239	12.487999	12.468687	12.417382	12.439041	12.370657	12.491511	12.506404	12.582002	12.487167	12.514379	12.519266	12.322179	12.42564
AFFX_Rat_GAPDH_M_at	12.2834015	12.0641	12.187285	12.242747	12.288315	12.246106	12.215773	12.320725	12.275509	12.1716	12.2214985	12.232376	12.258078	12.3355875	12.222181	12.318833	12.2357645	12.328696	12.284866	12.275996	12.247602	12.265543	12.289721	12.3434	12.398859	12.306748	12.357078	12.352034	12.154527	12.221692
AFFX_Rat_GAPDH_3_at	12.318475	12.281084	12.322472	12.364543	12.3777685	12.35209	12.285179	12.4057045	12.356978	12.2749605	12.350548	12.348009	12.385348	12.44485	12.294075	12.349931	12.322107	12.445902	12.399291	12.394366	12.307358	12.374166	12.289415	12.389908	12.434339	12.382163	12.406386	12.363415	12.235655	12.306132
AFFX_Rat_Hexokinase_5_at	2.7830281	2.71221	2.7715385	2.7967384	2.8280709	2.7943769	2.7351928	2.8639832	2.7368164	2.7540972	2.8328943	2.7666535	2.7101302	2.7983592	2.7359085	2.7891417	2.9913867	2.9406843	2.7862086	2.708759	2.810755	2.8600101	2.7271657	2.8870215	2.82849	2.6498022	2.8128824	2.65127	2.7139482	2.8667853
AFFX_Rat_Hexokinase_M_at	4.9798007	5.295187	5.083069	5.2266536	5.063185	5.291069	5.084326	5.0505776	5.0593514	5.282588	5.1284904	5.191511	5.0522075	5.131659	5.3006744	5.3060946	5.0876107	4.875629	5.18614	5.1503725	5.3172584	5.363742	5.197889	5.223269	5.1091065	5.169766	4.963228	5.168461	5.0677304	5.2304754
AFFX_Rat_Hexokinase_3_at	4.161735	3.6850712	3.8169448	3.9552202	4.1198506	4.086522	4.0385723	3.9806874	3.9090555	3.935068	3.891072	4.1497064	3.941794	4.0279775	3.8319867	4.0899706	3.7811139	3.6630802	4.030164	3.9504118	3.9831195	4.063803	4.0342245	4.011548	3.8611133	3.802211	3.8745785	3.9331448	4.047111	4.1567445
AFFX_Rat_beta-actin_5_at	11.632149	10.799747	11.706736	11.552486	11.428162	11.59344	11.530542	11.6266165	11.53576	11.552012	11.512245	11.626996	11.412247	11.66605	11.470318	11.743963	11.621798	11.565492	11.6261015	11.343713	11.565998	11.244962	11.579457	11.712791	11.608809	11.592694	11.642937	11.545993	11.483972	11.30066
AFFX_Rat_beta-actin_M_at	12.235617	11.675536	12.298478	12.149289	12.039679	12.157164	12.109278	12.208595	12.134094	12.14677	12.104514	12.150825	12.034793	12.238745	11.96898	12.3159075	12.2060585	12.107185	12.192746	12.033503	12.139882	11.940908	12.182401	12.278988	12.170933	12.102715	12.182256	12.120142	12.025798	11.879811
AFFX_Rat_beta-actin_3_at	12.614527	12.30786	12.651948	12.556439	12.41719	12.61378	12.468702	12.596071	12.497858	12.517449	12.52571	12.611739	12.48653	12.574736	12.379272	12.62265	12.59355	12.531035	12.573038	12.468445	12.541797	12.407713	12.562354	12.665149	12.540021	12.442225	12.502563	12.478537	12.430366	12.322537
AFFX_rat_5S_rRNA_at	6.9780827	6.8735943	6.7174063	6.7124443	6.6940784	6.7148128	8.038367	7.5191298	6.989807	6.704685	7.0165243	7.021033	7.655535	7.3679953	6.861521	6.5192075	7.022992	7.5472913	7.3530583	7.771025	7.2525797	8.929023	7.359053	7.071984	6.722261	6.8240795	7.249116	6.590865	6.8256617	7.1615214
AFFX_ratb1/X12957_at	5.4686246	5.5241294	5.628215	5.498786	5.788235	5.682427	5.7836595	5.5787477	5.781246	5.6422753	5.3081455	5.5900955	5.430095	5.482979	5.7994537	5.5575266	5.7012587	5.5271845	5.7266226	5.553567	5.413032	6.0070877	5.894916	5.6547294	5.5609684	5.618672	5.5923076	5.5250063	5.7762074	5.5236855
AFFX_ratb2/X14115_at	2.9036312	3.0992882	2.9609146	3.0052094	2.9450183	3.0209286	2.933161	2.9284232	2.9980404	2.9531994	2.9210272	2.9573686	2.9607477	2.948714	2.9396424	2.9123201	2.9673903	2.8886874	2.979522	2.984692	2.9963467	3.0436802	2.9877372	2.9768598	2.9464226	3.0331664	2.859379	3.0144372	2.9762483	3.0553622
1367452_at	9.773741	9.922567	9.763556	9.816914	9.7591	9.8053665	10.004957	9.821186	9.891834	9.788811	9.793991	9.668236	9.8450165	9.828613	9.653667	9.7908745	9.722887	9.731592	9.797565	9.741339	9.643515	9.70426	9.710131	9.742676	9.702139	9.7967	9.833021	9.677263	9.808744	9.735298
1367453_at	9.472473	9.37347	9.427254	9.550262	9.403604	9.397645	9.4700775	9.480055	9.476597	9.450516	9.497803	9.350734	9.529954	9.483817	9.324531	9.555308	9.365052	9.434037	9.460162	9.389128	9.40635	9.388041	9.420906	9.432902	9.435471	9.437284	9.445145	9.418038	9.409461	9.31518
1367454_at	10.029562	9.931417	10.060875	9.968964	9.963545	9.983021	9.968063	10.049873	9.975307	9.983904	10.023508	9.888809	9.963041	10.06921	9.945608	10.059883	10.002581	10.0512085	9.984653	10.073425	9.975519	9.913656	9.902355	9.9058895	10.061476	10.063286	10.064713	9.99259	10.068241	9.9587345
1367455_at	11.616634	11.633896	11.422411	11.535923	11.488686	11.564966	11.543287	11.626463	11.543677	11.590691	11.626752	11.514729	11.550726	11.528458	11.459328	11.649181	11.622817	11.60461	11.529264	11.549425	11.568123	11.57811	11.5899315	11.567188	11.58085	11.563683	11.628586	11.548348	11.500912	11.4273
1367456_at	11.582114	11.648323	11.450474	11.660591	11.595259	11.584024	11.543484	11.585751	11.602447	11.615059	11.623725	11.433898	11.598825	11.66721	11.452974	11.622238	11.556535	11.460663	11.57845	11.5112705	11.538618	11.555239	11.629007	11.540478	11.629601	11.527115	11.5750265	11.521612	11.54055	11.476526
1367457_at	8.968199	9.029167	9.038178	9.059933	8.982018	8.992261	9.089377	8.952027	9.083282	9.054942	9.114362	8.995605	9.080034	9.136584	8.946592	8.967521	8.985015	9.030325	9.040647	9.10373	8.991784	8.937349	8.999984	8.965206	9.050358	8.952962	9.008545	9.057238	9.032528	9.088724
1367458_at	7.8458548	7.65887	7.8294873	7.82473	7.83251	7.822813	7.7440305	7.7166634	7.8008866	7.81469	7.8542094	7.6921606	7.802489	7.8202815	7.6216593	7.901731	7.8111835	7.7445507	7.7844925	7.8271885	7.787791	7.786507	7.8881183	7.8134003	7.837834	7.6686883	7.830497	7.8161645	7.8652034	7.9073944
1367459_at	11.788561	11.737245	11.732713	11.822121	11.781275	11.760139	11.836809	11.831656	11.836371	11.742004	11.816359	11.7377405	11.809609	11.904292	11.739476	11.830361	11.73109	11.750781	11.789518	11.761416	11.674286	11.78961	11.73675	11.747507	11.788954	11.748836	11.779772	11.764214	11.734027	11.770265
1367460_at	11.137431	11.282206	11.05146	11.082783	11.038928	11.056792	11.150341	11.093074	11.069048	11.031611	11.101312	10.99018	11.124977	11.05241	11.030712	11.06784	11.022762	11.158383	11.084195	11.175951	11.069691	11.075705	11.055237	11.049407	11.091102	11.028853	10.947283	11.0126095	11.071495	11.034501
1367461_at	9.656572	9.840688	9.51675	9.602232	9.501123	9.591092	9.499996	9.5577965	9.699629	9.5889225	9.763903	9.529066	9.732744	9.55768	9.471979	9.539801	9.634277	9.625919	9.477083	9.643309	9.497782	9.688137	9.619663	9.448634	9.514339	9.48254	9.530836	9.5635605	9.64897	9.497829
1367462_at	10.621795	10.471543	10.588739	10.628834	10.554869	10.526976	10.669078	10.695455	10.601075	10.5526705	10.698438	10.587816	10.625257	10.735624	10.395978	10.689522	10.656064	10.636789	10.705865	10.587768	10.632232	10.637642	10.632261	10.705262	10.797562	10.64224	10.81156	10.725725	10.567752	10.57186
1367463_at	10.157786	10.047452	10.159681	10.265114	10.338756	10.245643	10.205959	10.320611	10.190474	10.08779	10.233113	10.165026	10.250996	10.407965	10.225623	10.276375	10.139813	10.249429	10.305676	10.226833	10.141734	10.104261	10.163036	10.214849	10.332413	10.203932	10.325532	10.103756	10.146382	10.027223
1367464_at	9.271727	9.0855255	9.177681	9.261511	9.056217	9.272924	9.282824	9.23831	9.312096	9.201176	9.215498	9.119642	9.318327	9.2159195	9.126106	9.302845	9.17882	9.154926	9.192907	9.179468	9.122914	9.079939	9.189125	9.17378	9.239046	9.091461	9.326492	9.1915455	9.20682	9.157864
1367465_at	10.010838	9.995571	10.098728	10.046558	9.9687	9.96615	10.235428	10.099625	10.137228	10.017883	9.997143	10.153526	10.061125	10.108047	10.08009	10.104719	10.074767	10.16818	10.120346	10.069667	10.253296	10.101932	10.1632	10.097607	10.254429	10.201129	10.340566	10.209313	10.146261	10.232057
1367466_at	9.51626	9.483902	9.308002	9.391735	9.1842575	9.355069	9.13432	9.342729	9.3868	9.172432	9.45456	9.407532	9.183032	9.261466	9.194196	9.225481	9.292452	9.542239	9.363144	9.443622	9.374619	9.34978	9.454597	9.317027	9.160945	9.196558	9.330746	9.312168	9.402835	9.068379
1367467_at	11.303661	11.269896	11.258751	11.334099	11.346313	11.326496	11.270781	11.323849	11.316387	11.306595	11.331745	11.403931	11.297625	11.352518	11.308178	11.370155	11.279909	11.307203	11.337381	11.268038	11.268936	11.360174	11.381383	11.319311	11.236675	11.244244	11.417887	11.353678	11.304476	11.318287
