Something	301-031416-JAP_(Rat230_2).CEL	303-031416-JAP_(Rat230_2).CEL	304-031416-JAP_(Rat230_2).CEL	305-031416-JAP_(Rat230_2).CEL	306-031416-JAP_(Rat230_2).CEL	307-031416-JAP_(Rat230_2).CEL	308-031416-JAP_(Rat230_2).CEL	309-031416-JAP_(Rat230_2).CEL	310-031416-JAP_(Rat230_2).CEL	312-031416-JAP_(Rat230_2).CEL	313-031416-JAP_(Rat230_2).CEL	314-031416-JAP_(Rat230_2).CEL	315-031416-JAP_(Rat230_2).CEL	316-031416-JAP_(Rat230_2).CEL	318-031416-JAP_(Rat230_2).CEL	319-031416-JAP_(Rat230_2).CEL	320-031416-JAP_(Rat230_2).CEL	321-031416-JAP_(Rat230_2).CEL	323-031416-JAP_(Rat230_2).CEL	324-031416-JAP_(Rat230_2).CEL	325-031416-JAP_(Rat230_2).CEL	326-031416-JAP_(Rat230_2).CEL	328-031416-JAP_(Rat230_2).CEL	329-031416-JAP_(Rat230_2).CEL	330-031416-JAP_(Rat230_2).CEL	331-031416-JAP_(Rat230_2).CEL	332-031416-JAP_(Rat230_2).CEL	333-031416-JAP_(Rat230_2).CEL	335-031416-JAP_(Rat230_2).CEL	336-031416-JAP_(Rat230_2).CEL
1373645_at	7.708078	7.8323116	7.8202515	7.7489142	7.752096	7.712145	7.85227	7.8050365	7.79041	7.6767373	7.67043	7.7580247	7.8357134	7.862449	7.5658946	7.816796	7.6585174	7.7492447	7.7275825	7.9896626	7.7108	7.629345	7.661166	7.8791766	7.6945257	7.8458443	7.830497	7.6316805	7.5341744	7.7284193
1373646_at	3.283882	3.406179	3.654472	3.4323416	3.5530326	3.1004698	3.7617843	3.5375516	3.6262383	3.7007732	3.578903	3.839149	3.403086	3.4411347	3.8324442	3.7379372	3.4749308	3.6173263	3.4737515	3.2219646	3.2213726	3.317767	3.529172	3.4737544	3.4866748	3.845653	3.7257156	3.546141	3.7025263	3.4628675
1373647_at	7.22141	6.8661866	7.2199864	7.0770364	7.1124163	7.0756993	7.116597	7.107419	6.8164277	6.8661857	6.823927	6.9911814	7.2512693	7.046916	6.8351445	7.070714	7.2351665	6.8446603	6.842912	7.310295	6.9558115	7.1476297	6.7968135	6.8330684	7.2216754	7.122794	6.9316673	6.944653	6.9419537	7.128015
1373648_at	2.9837914	3.3188946	3.2022858	2.965764	3.1349702	3.2258186	3.005829	2.8440313	3.1207538	3.2595751	2.8857708	3.220026	2.901929	3.009179	3.283879	2.992889	3.3168368	2.8477979	2.973157	3.216838	3.0056994	3.293833	3.0479636	3.132507	2.9408503	3.027907	3.1253624	3.2415786	3.2113209	3.361444
1373649_at	6.986188	7.1209903	7.241726	7.0991874	7.187445	7.220964	7.185984	7.308896	7.3150225	7.0561333	7.173756	7.314857	7.2451315	7.3095593	7.2049594	7.101456	7.128383	7.3215413	7.241395	7.1990147	6.9702864	6.934547	7.022228	7.1928205	7.2380185	7.160281	7.2415586	7.151973	7.140191	7.089842
1373650_at	10.160812	10.2320795	10.192524	10.181807	10.061468	10.103263	10.339574	10.212255	10.320333	10.077344	10.170048	10.098999	10.270646	10.247245	10.140935	10.320964	10.151643	10.17512	10.202393	10.086433	10.173412	10.017684	10.34258	10.150048	10.363366	10.198302	10.235337	10.341743	10.106123	10.119556
1373651_at	4.27621	4.336197	4.310089	4.171937	4.2543917	3.9519973	3.9578054	4.162044	4.1044474	4.352731	4.2022066	4.39406	4.321404	3.9924526	4.367262	4.075096	4.3340354	4.0742755	4.160576	4.284505	4.1307545	4.3669734	4.2845154	4.133947	4.1652937	3.786877	4.0635924	4.435649	4.3194757	4.3186703
1373652_at	6.472218	6.1666503	6.2315583	6.3824425	6.4811764	6.365555	6.414838	6.36576	6.161223	6.618787	6.3061795	6.3684297	6.478684	6.289652	6.281167	6.5313444	6.43771	6.1056414	6.363212	6.443945	6.257457	6.2179337	6.3076315	6.4710283	6.659558	6.6344633	6.354148	6.5116396	6.537268	6.319038
1373653_at	7.506254	7.4626913	7.6738205	7.6490307	7.5744033	7.552593	7.5803976	7.485423	7.552883	7.548196	7.444236	7.5615983	7.5793614	7.525665	7.5696054	7.5426645	7.4737844	7.41072	7.558587	7.532449	7.543019	7.4448338	7.36935	7.4543986	7.7151856	7.460909	7.6109858	7.341773	7.5876975	7.370342
1373654_at	4.1826305	4.0473566	4.025051	3.8849072	3.9772952	3.9426978	3.7591355	4.108089	3.9896817	4.1008434	3.857777	4.0541	4.2739506	3.6533737	4.1241837	4.1268005	4.019438	3.7813616	3.7111094	3.983907	3.951127	4.0183945	4.430442	4.1333456	3.959953	3.8340108	3.7594748	4.3416214	3.8222206	4.130397
1373655_at	6.5173893	6.4324512	6.4074216	6.614436	6.63161	6.28716	6.1858687	6.420244	6.542216	6.5266585	6.376633	6.24703	6.453986	6.646447	6.4472218	6.71039	6.480212	6.338456	6.3784533	6.4977045	6.674688	6.660613	6.522317	6.587197	6.5269475	6.6618786	6.4770427	6.6156306	6.5158997	6.4527855
1373656_at	4.838262	4.758821	4.96831	5.0089097	4.6546483	5.0626616	5.223598	4.81935	4.795268	4.616158	4.8907437	4.692876	4.734902	5.083847	4.510558	4.6726494	4.889851	4.646126	4.9215827	4.8824816	4.9223995	4.659354	4.679367	4.4043436	4.888738	4.838272	4.8062615	4.108361	4.795343	4.835609
1373657_at	7.551319	7.236419	7.13776	7.265372	7.238767	7.5909977	7.3304777	6.760936	7.231403	7.2306433	7.3758917	7.29566	7.3750095	7.2225795	7.233353	6.9825068	7.4530134	7.240695	7.111281	7.135832	7.470033	7.4875245	7.495327	7.2356253	7.103177	7.1526623	7.4815493	7.389908	7.3914275	7.474661
1373658_at	5.4674916	5.998471	6.736496	6.4711246	5.0639577	5.8764553	7.1326137	6.011291	7.1367955	5.6324005	6.440787	6.144898	6.974813	6.6404047	6.654903	6.430127	5.7468495	6.6306334	7.0148964	6.5990133	5.19909	5.7106204	5.600021	5.999107	6.2650113	5.5411215	6.5230618	5.7722883	5.340444	5.5783267
1373659_at	3.3042598	3.3589237	3.1044106	3.10865	3.3494234	3.136652	3.2609823	3.3512757	3.0078752	3.4441726	3.4660547	3.5328467	3.255444	3.3078868	3.446124	3.4966261	3.5739136	3.1007683	3.3967814	3.4028132	3.5081873	3.2194097	3.2953382	3.4812303	3.3237224	3.3812582	3.5713959	3.2869923	3.4740918	3.486395
1373660_at	7.2567434	7.3564005	7.2078915	7.4067774	7.3013344	7.305044	7.4301343	7.473978	7.325269	7.3254347	7.3032565	7.173293	7.373882	7.2672224	7.241176	7.534109	7.302744	7.459415	7.288682	7.3806458	7.4527807	7.3345013	7.4027023	7.3802776	7.26906	7.167021	7.3477106	7.3097324	7.372003	7.33941
1373661_a_at	4.430337	4.5120564	4.6210594	4.452873	4.275426	4.677103	4.2865744	4.484914	4.500453	4.5043344	4.1933594	4.3799677	4.2538176	4.221998	4.34422	4.262579	4.595353	4.5425653	4.468363	4.2762423	4.647975	4.35719	4.589337	4.3334627	3.9469159	4.026004	4.5596623	4.5340204	4.3435335	4.2919292
1373662_at	7.9383183	7.8742194	7.913937	7.8779955	7.9349403	7.9740157	8.218384	7.9202886	8.053655	7.8436975	7.9125233	7.928973	7.927132	7.8918877	7.8962836	7.8533173	7.982938	7.992995	8.015614	7.905844	7.844623	7.9753976	7.9664564	7.9037185	7.9562044	7.8736067	7.9800444	8.070031	7.942347	8.152136
1373663_at	5.216134	5.1553993	5.1705	4.9774227	5.2119656	4.977148	5.004985	5.0925617	5.069872	5.414316	5.223111	5.092388	5.1673326	5.0732555	5.26781	5.374339	5.0964155	4.949642	5.2131968	4.997635	5.265915	5.155837	5.038126	5.108102	5.096612	5.2808876	5.062296	5.105721	5.2071095	5.2209005
1373664_at	8.234068	8.00338	7.9019704	7.893363	7.918534	8.102396	8.108078	7.954766	8.163408	8.151533	8.182512	8.168771	8.049818	8.080377	7.976071	7.9428186	8.136168	8.197779	8.153181	7.927652	8.1396885	8.308985	8.20558	7.949154	8.08493	8.011301	8.163065	8.238123	8.307081	8.249464
1373665_at	6.3142185	6.188963	6.2819214	6.0361104	5.9523816	5.9169917	6.4847546	6.1435876	6.3177714	6.366883	6.2520714	6.307346	6.324251	6.2062244	6.32591	6.344896	6.3089986	6.628819	6.0912066	6.294811	6.291721	6.445231	6.154313	6.379474	6.4008484	6.379475	6.4319963	6.384731	6.387911	6.2054496
1373666_at	7.025056	7.268128	7.3293676	7.42762	6.9712205	6.8823385	7.1770625	7.15937	7.2599525	7.263355	7.2144313	7.0172257	6.978739	6.9823527	7.1501017	7.134786	6.9564643	7.0137515	7.1730337	7.1391816	7.3337765	7.064387	6.9237237	7.0677366	7.0772486	7.137965	7.212772	7.066606	7.0751886	7.237234
1373667_at	8.290164	8.309074	8.366471	8.5069065	8.326278	8.274402	8.402167	8.584082	8.371451	8.237341	8.5334015	8.378025	8.432773	8.814278	8.266336	8.710686	8.422384	8.41085	8.686125	8.452781	8.490848	8.271588	8.571934	8.585806	8.807686	8.851821	8.895003	8.673915	8.418086	8.328583
1373668_at	9.212729	9.091078	9.147995	9.439455	9.205308	9.15287	9.388692	9.282872	9.213412	9.143218	9.156878	9.0009165	9.344099	9.449674	9.044625	9.151841	8.994642	9.07701	9.213111	9.175822	9.012919	9.123663	9.157245	9.054263	9.084291	8.996728	9.1015415	8.91937	9.022652	9.148553
1373669_at	4.494549	4.7659464	4.7510567	4.5233603	4.990216	4.706579	4.6501126	4.634804	4.7524734	4.585128	4.6132536	4.4208694	4.6158504	4.9466443	4.8106833	4.391182	4.6131325	4.708495	5.0716753	4.903159	4.5966907	4.3519697	4.17486	4.6878824	4.5418463	4.559968	4.795335	4.3021374	4.559038	4.567933
1373670_at	8.555992	8.574894	8.375612	8.422397	8.307039	8.6700535	8.3920765	8.39039	8.44721	8.444315	8.424974	8.576357	8.4286375	8.249653	8.251463	8.373697	8.493004	8.513769	8.3965	8.4335785	8.470219	8.3021145	8.476128	8.310535	8.214842	8.369887	8.419014	8.318436	8.340712	8.391729
1373671_at	6.9488835	6.9660416	7.0764856	7.2203407	7.103473	7.024831	7.2311497	7.122758	6.921622	6.9052515	6.791995	7.081667	7.0327463	7.2480993	6.8772616	7.1172647	7.055803	6.8989806	7.0820355	6.997692	7.202383	7.255902	7.10622	7.0972323	7.2685	7.1095076	7.244932	7.101519	6.961788	7.135966
1373672_at	8.008372	8.098923	8.25885	8.107666	8.005127	7.884382	8.598338	8.298222	8.261512	7.892625	8.067873	8.020167	8.306183	8.095239	8.028896	8.187516	8.078948	7.9469543	8.408795	8.340743	8.012342	7.821928	7.753306	7.9656477	8.293634	8.23653	8.172827	7.9278965	7.948124	7.919298
1373673_at	10.979393	11.193503	11.116924	11.027302	11.174042	10.990512	11.039398	11.133211	11.011139	10.981834	10.949584	11.071995	10.951809	10.815762	11.169455	11.062841	11.175151	11.145466	11.164452	11.160774	11.17169	10.958929	11.180916	11.201506	11.222092	11.232737	11.046898	11.280865	11.181893	11.117781
1373674_at	2.6740656	2.7134194	2.8262572	2.6745367	2.6274824	2.8840775	3.9245062	2.5459266	2.5715327	2.7321095	2.6013417	2.5470672	2.71768	2.6345458	2.8699336	2.5633278	2.4737744	2.6959686	2.7023444	2.6423059	2.8110323	2.7255416	2.6958165	2.7361598	2.553163	2.7665086	2.8801365	2.758687	2.926461	2.7604995
1373675_at	9.693911	9.582629	9.691523	9.715486	9.527266	9.543749	9.72408	9.724869	9.637674	9.631789	9.556373	9.57368	9.751008	9.932083	9.5908785	9.833028	9.604305	9.440451	9.70207	9.6353	9.720304	9.678016	9.708809	9.697328	9.85627	9.772947	9.758636	9.630185	9.618977	9.654397
1373676_at	8.711501	9.204713	8.690101	8.775546	8.568453	8.619074	8.859518	8.841561	8.918521	8.999047	9.02424	8.660287	8.758256	8.69274	8.969292	8.598797	8.350496	9.10605	8.793717	8.661916	8.531278	8.602556	8.853146	8.863649	8.705074	8.941269	8.784678	8.965581	9.177008	8.685334
1373677_at	5.720432	6.0478234	6.1451535	5.794407	5.68541	6.115821	6.3676705	6.016661	6.0821366	5.598309	5.8431945	5.769603	5.8785257	6.033295	5.5013866	5.4457264	5.9176044	5.799758	5.8949285	6.074652	5.4920654	5.5309005	5.6668153	5.9817367	5.8610024	5.6953897	5.9445667	5.503373	5.600335	5.7131352
1373678_at	7.575383	7.760396	7.4750214	7.449115	7.536493	7.4548836	7.775847	7.538542	7.52308	7.47276	7.5464687	7.282519	7.74002	7.5698977	7.5420475	7.676364	7.4565487	7.461994	7.4693284	7.3263493	7.6109724	7.433767	7.5823984	7.657674	7.494587	7.511422	7.583789	7.608591	7.7031174	7.4137697
1373679_at	6.0379586	6.5316663	6.6511517	6.4757524	5.7348356	6.2482996	6.4419665	6.3415093	6.4493856	6.3540616	6.456238	6.1026807	6.2609935	5.9499097	6.223546	6.0824304	5.977782	6.602403	6.3627825	6.345452	6.451777	6.2139945	6.166019	6.378423	5.8577833	6.3260283	6.2552176	6.2858872	6.2404246	5.903053
1373680_at	7.7448416	7.1666594	7.7324986	7.845355	7.8895617	7.8147225	8.078525	7.924867	7.5534167	7.4844165	7.801794	7.566145	8.00424	8.178447	7.6308117	7.7051435	8.041271	7.6173306	7.861206	8.095427	7.228344	7.404013	7.316629	7.9517064	8.062009	8.487497	8.258167	7.3327465	7.567454	7.6228633
1373681_at	7.064823	6.97229	6.957406	7.049837	7.2146025	7.19967	7.0957704	7.316299	6.854542	7.049175	7.096046	7.0558	7.013384	7.025571	7.0458827	7.04648	7.1271205	7.022601	7.1555357	7.127596	7.0023994	6.9130454	7.0228605	6.962796	6.9363995	6.8408012	6.9362864	6.8683815	7.0027676	7.147783
1373682_at	7.183039	7.09941	7.233294	7.2463784	7.014747	7.0827107	7.0607314	7.0774784	6.9115443	7.1946054	7.1513186	7.0519457	7.266655	7.207294	7.2037044	7.0892997	7.2249875	7.252216	7.183385	7.125376	7.152526	7.0773563	7.132166	6.94736	7.2379503	7.1467004	7.12487	7.1234183	7.3485694	7.1767097
1373683_at	4.4979835	4.7191668	4.9607315	4.8409057	4.469709	4.610278	4.9835777	4.592577	4.864918	4.6415615	4.902083	4.4382925	4.7624407	4.872673	5.0149574	4.320374	4.5664563	4.9281893	5.034137	4.8013554	4.4822683	4.777672	4.1440067	4.5052514	4.8486066	4.8667536	5.1507	4.3374434	4.4855685	4.5628977
1373684_at	3.1078596	3.3478222	3.2507355	3.1273966	3.3709955	3.435641	3.231069	3.1745026	3.4590957	3.2370777	3.3824224	3.3830829	3.07845	2.972251	3.240762	3.2139063	3.2829764	3.2040935	3.2221456	3.3509998	3.1810727	3.1643243	3.4644592	3.3422308	3.128526	2.9687748	3.0706258	3.3026161	3.2764924	3.095874
1373685_at	4.681223	4.8470364	4.457528	4.5630445	4.720064	4.7961974	4.9021835	4.51642	4.7762556	4.6715703	4.616001	4.6108575	4.6669683	4.5336328	4.3917656	4.828226	4.805392	4.5860367	4.681903	5.062939	4.689604	5.2696915	4.7551823	4.878293	4.636464	4.604177	4.8817515	4.775257	4.4837427	4.891823
1373686_at	12.186181	12.328233	12.307719	12.288912	12.034129	12.184582	12.407137	12.3976	12.42606	12.373483	12.424414	12.130987	12.471481	12.412966	12.214735	12.521397	12.272213	12.288318	12.378583	12.476562	12.444633	12.323296	12.346816	12.3376045	12.448755	12.521903	12.45289	12.415165	12.172497	12.1430645
1373687_at	6.151135	6.3257627	6.2251334	6.411294	6.1443243	6.1709094	5.99564	6.14077	6.179148	6.254867	6.2918878	6.09865	6.1541543	6.204293	6.150659	6.292083	6.0373	6.0879965	6.2700825	6.0291653	6.1436453	5.9771132	6.360387	6.1106043	6.232025	6.1999	6.2327805	5.99028	6.3870926	6.062625
1373688_at	5.3748856	5.6584506	5.260214	5.3840284	5.663051	5.361089	5.318289	5.2931476	5.3861036	5.4665785	5.2099466	5.214437	5.2890306	5.145577	5.422039	5.1607265	5.1266465	5.230414	5.4113584	5.3595157	5.258547	5.5935764	5.320981	5.2211742	5.2997384	5.397361	5.5918255	5.232054	5.3240256	5.404769
1373689_at	4.525423	4.7073135	4.557027	4.514001	4.9308605	4.36669	4.2459793	4.634398	4.652197	4.8868046	4.833202	4.6135345	4.504376	4.459017	4.903264	5.062336	4.752078	4.5796695	4.818055	4.6352806	4.7237062	4.9238033	4.6443524	4.6948137	4.956764	4.7140217	4.5347767	4.9164553	4.833399	4.3430543
1373690_at	5.6968374	5.4427776	5.886391	5.998987	6.097581	5.6331115	6.112998	5.8727007	6.0539026	5.466896	5.871518	5.882042	6.1507688	6.3346825	6.055827	6.101304	6.016054	5.9269657	6.189204	5.529174	5.771667	5.4029894	5.397191	5.946053	5.9849653	6.166658	6.2196226	5.6622953	5.6571493	5.7399216
1373691_at	4.508458	4.634568	4.73178	4.720274	4.7241483	4.344961	4.3889656	4.5709295	4.8087635	4.4442854	5.008416	4.7677937	4.730365	4.4747305	4.8091173	4.686968	5.038352	4.9536123	4.5315104	4.923373	4.237339	4.5304003	4.616806	4.4773283	4.81598	4.7000628	4.351713	4.717398	4.307828	4.8163652
1373692_at	8.869141	9.047753	8.7177305	8.750824	9.541192	9.36786	8.303236	8.479448	8.8708	9.065869	8.976342	9.575898	9.033742	8.269432	9.111611	8.428926	8.880929	9.13777	8.602288	8.7376175	8.866095	9.215774	8.809363	8.890713	8.465511	8.2492695	8.521377	8.529754	9.427443	8.439999
1373693_at	7.9060116	7.666101	7.630749	7.6842756	7.4130282	7.832125	7.666923	7.862648	7.635065	7.5588837	7.580005	7.7833223	7.6583467	7.8108783	7.397576	7.7660666	7.5453033	7.743617	7.6941786	7.781626	7.792658	7.598091	7.6603727	7.610455	7.684506	7.56038	7.811946	7.578899	7.693981	7.678151
1373694_at	6.648609	6.5996113	6.498108	6.7501345	6.4989047	6.638521	6.5156426	6.550063	6.592828	6.4502926	6.735238	6.5068254	6.7564507	6.6191807	6.5494757	6.6773353	6.418433	6.635655	6.638725	6.631062	6.612755	6.664545	6.7038226	6.627454	6.51616	6.5711517	6.674762	6.471862	6.5707912	6.654635
1373695_at	8.384508	8.484547	8.416201	8.3868885	8.268527	8.407389	8.166834	8.320692	8.241655	8.305105	8.483397	8.24971	8.242317	8.331564	8.15633	8.199871	8.306683	8.357393	8.255602	8.280012	8.211223	8.194675	8.313955	8.266481	8.094324	8.170495	8.274563	8.327597	8.298809	8.201649
1373696_at	4.1869173	4.66106	3.8883402	4.1726184	4.404108	4.5828657	5.2118397	4.4409447	4.61029	4.482947	4.068336	4.432844	3.949612	4.438591	4.409472	4.137388	4.462424	4.352889	4.38886	4.1755004	4.4967012	4.2966285	4.2394853	4.348409	4.3494616	4.411099	4.7154007	4.2618117	4.3120265	4.437933
1373697_at	4.1005583	3.751339	3.8770895	3.9311004	3.8426692	3.5491066	3.4287915	3.680654	4.002122	3.9003637	3.93494	3.550847	3.86989	3.580014	3.8804338	4.1020374	3.5545375	4.0708866	3.973032	3.7222016	3.92625	3.5513375	4.207245	4.003974	3.790262	3.9783874	3.8482125	3.998861	3.727843	3.8402588
1373698_at	2.780098	2.5513277	2.563476	2.2432983	2.5134778	2.5010118	2.5574546	2.547946	2.623672	2.4299464	2.590561	2.4578247	2.525886	2.5371356	2.3527713	2.8497834	2.7424378	2.4499207	2.4595394	2.5084562	2.486555	2.4345927	2.4251823	2.6298385	2.6520119	2.530736	2.6582632	2.4770093	2.524764	2.2576795
1373699_at	4.2158456	4.5680103	4.4093294	4.317008	4.4038253	4.252144	4.4246283	4.4281883	4.2473774	4.5081325	4.6273255	4.345159	4.179768	3.898966	4.2054543	4.0327225	4.0756855	4.7324657	4.364415	4.604182	4.256863	4.2785816	4.514718	4.136029	4.3686113	4.200641	4.1664224	4.12918	4.2614827	4.356371
1373700_at	5.550667	5.670307	5.5045786	5.7289505	5.6671047	5.3972573	5.213256	5.5478067	5.6255436	5.865255	5.6080384	5.6411643	5.496958	5.407034	5.7858887	5.54907	5.6998534	5.3638296	5.447842	5.654875	5.5144906	5.5301847	5.743547	5.634776	5.4391484	5.565701	5.484608	5.621796	5.6440215	5.5766163
1373701_at	4.8350854	4.780222	4.938138	4.720336	4.7693176	4.637267	4.46187	4.9292073	4.689066	5.0161114	4.696085	4.945138	4.7353926	4.864436	5.095092	4.7706985	4.7162323	4.7447624	4.5812387	4.741253	4.875823	4.8026676	4.9393063	4.864314	4.899847	4.9458065	4.6823635	4.8864145	4.815591	4.938689
1373702_at	6.785058	6.912842	7.0135036	6.796528	6.7551427	6.9860497	6.9337573	6.883327	6.939912	6.7783475	6.825616	6.960261	7.0701447	6.880878	6.7364774	6.902324	6.9262967	6.872558	7.042457	6.9117837	6.9567847	6.9235	7.0117526	6.962647	6.862918	6.8938904	6.8915524	6.968762	6.879595	7.1069355
1373703_at	5.4759035	5.9661574	6.068439	6.121374	6.19367	5.7476	5.8488307	5.8540845	6.085535	6.041979	6.004126	5.769615	5.9265075	5.818884	5.7858334	6.0129213	5.5648694	5.82056	5.9980903	6.0997243	5.815873	6.021121	5.940018	5.883005	5.866291	6.19355	5.929268	5.7980924	6.086899	5.734013
1373704_at	7.1083727	7.352389	6.94074	7.3519716	7.0420685	7.051607	6.9633174	7.187171	7.031166	7.064962	7.1514425	7.111302	7.139143	7.0357523	7.067775	6.926908	7.0800605	7.223272	6.991467	7.152293	7.0537543	7.07576	7.098996	7.0244403	7.003748	7.0045314	7.1008554	6.992999	7.169424	7.0080266
1373705_at	8.880655	8.771654	8.84553	9.032081	8.904085	8.868336	9.005526	8.916708	8.972744	8.859161	8.900757	9.01289	9.046688	9.206909	8.870054	8.988615	8.896336	8.972715	9.038279	8.886842	8.925787	9.036627	8.963719	8.919348	8.900114	8.846307	8.850208	8.828886	8.717018	8.975304
1373706_at	6.965208	6.5264816	6.706288	6.6999345	6.387381	6.6306686	6.815775	6.6982784	6.772136	6.655489	6.7710586	6.7328296	6.749999	6.752614	6.7262745	6.7238445	6.7667384	6.7232556	6.8636274	6.4511275	6.6946106	6.4848166	6.6022606	6.6286426	6.747837	6.793922	6.910737	6.763543	6.7057953	6.610405
1373707_at	4.5382085	4.522758	4.481154	5.001211	4.90909	4.54382	4.296763	4.482371	4.5467997	4.9149127	4.3509235	4.590845	4.6338673	4.2234354	4.3579793	4.984672	4.7102723	4.6216297	4.4133286	4.7234983	4.5118957	4.5610247	4.7759523	4.34047	4.7264395	4.7293916	4.3983364	4.5168185	4.832888	4.7290783
1373708_at	6.6356926	6.3830533	6.4192433	6.622095	6.336782	6.6517963	6.5210767	6.506092	6.4345126	6.273168	6.228644	6.288772	6.623153	6.4482193	6.033823	6.6051807	6.423671	6.4087324	6.3210483	6.5822353	6.2392497	6.4393077	6.2717547	6.222822	6.4086905	6.3872747	6.3585625	6.0783367	6.281244	6.4802604
1373709_at	7.0298986	6.9921217	6.9694076	7.1043744	6.964466	7.051581	7.103018	7.090685	7.0543	6.984202	7.017351	7.102024	6.9908085	7.166411	7.0889335	6.9281173	6.9583645	7.1308966	6.9958105	6.949924	6.8487606	7.036889	6.802004	7.039715	6.9607315	6.9335637	6.9015646	6.90464	7.015649	7.164627
1373710_at	10.908009	11.139669	10.878643	10.953018	10.81459	10.938217	10.635542	10.6876135	10.721224	10.781534	10.926298	10.783236	10.693736	10.50404	10.88093	10.517784	10.814772	11.053508	10.733404	10.963253	10.852509	10.880295	10.895679	10.896166	10.585468	10.698	10.734022	10.990843	10.912899	10.7717495
1373711_at	5.9881124	5.9886684	6.063013	6.2033277	5.836694	6.2407656	5.901619	6.0825567	6.286811	5.9652596	6.1009436	6.043483	5.975503	6.2918077	6.021748	5.962651	6.1260624	6.144956	6.0461497	5.842618	5.910931	5.751082	6.015791	6.116891	5.9819527	5.927067	6.040801	6.046447	6.081849	6.0618463
1373712_at	5.2116375	5.4417143	5.0875263	5.390484	5.388277	5.330929	5.4665976	5.4999275	5.3176613	5.6423917	5.294569	5.534	5.4238615	5.51189	5.390681	5.362155	5.4244533	5.566935	5.474205	5.4791703	5.5682163	5.3909187	5.5629926	4.939916	5.7173605	5.4400353	5.597998	5.446808	5.479183	5.4532146
1373713_at	5.6489763	5.6224856	5.677412	5.682662	5.8140683	5.4470477	5.361205	5.621043	5.6196656	5.6420527	5.6468744	5.4665136	5.702798	5.6015677	5.7289305	5.933334	5.5592284	5.445668	5.787518	5.685751	5.7058816	5.7566056	5.773568	5.828542	5.582547	5.5758033	5.537286	5.727021	5.677211	5.4847255
1373714_at	2.4280448	2.4949148	2.3002768	2.4972596	2.4951262	2.3169937	2.3970704	2.4558744	2.5988975	2.7044723	2.5594778	2.4322329	2.5618434	2.5490086	2.5295835	2.7467663	2.57633	2.4391873	2.4986377	2.5433435	2.622183	2.6299136	2.8118463	2.7030628	2.8687253	2.6209035	2.4474714	2.3325539	2.4110835	2.510226
1373715_at	6.2248197	6.2487907	6.183906	6.4220133	6.117758	6.116292	6.250806	6.109802	6.316478	6.049006	6.347191	6.3831615	6.1999207	6.166216	6.189595	6.1571035	6.289542	6.2700844	6.1722445	6.2424273	5.980426	6.096767	6.02763	6.106291	6.3001785	6.1823916	6.2238755	6.108143	6.1316223	6.2088413
1373716_at	5.9988623	5.9164066	6.0105605	6.0637064	5.6609073	6.068724	6.0174723	5.982641	5.9921412	5.7799263	6.086947	5.8956375	5.6323195	5.9942446	5.833116	5.847672	5.882547	6.005451	5.950011	5.950084	5.870259	5.8120193	5.7811117	5.6441402	5.7204013	5.692086	5.991233	5.7997193	5.9794617	5.857214
1373717_at	3.3415785	3.3848047	3.1099515	3.1518164	3.0797508	2.854219	2.8890579	3.0626047	3.2280872	3.1266935	3.0187695	3.2582412	3.5334327	3.287282	3.197133	3.3412864	3.161154	3.091966	2.934584	3.139188	3.2968974	3.2548342	3.2198522	3.1648588	3.2316382	3.130918	3.0884614	3.1750777	3.0073018	3.2117362
1373718_at	12.0298195	12.020312	12.126801	11.822554	11.9496975	11.815014	11.927042	12.097507	11.762341	11.761457	11.911466	11.886711	11.918085	11.959829	11.878394	11.861101	11.940512	11.954477	12.050423	11.971378	11.87617	11.626401	11.745145	11.852966	12.032458	11.934191	11.948551	11.637614	11.784163	11.796382
1373719_at	7.7844605	7.9209185	7.4458637	7.726144	7.6323	7.790615	7.7146616	7.631091	7.5890455	7.5591974	7.708679	7.734481	7.7388215	7.4108257	7.305933	7.398762	7.660143	7.684506	7.6744347	7.590704	7.487415	7.6586246	7.604637	7.4476786	7.5637035	7.5182085	7.6742306	7.510937	7.52665	7.73833
1373720_at	2.8765433	2.7619	2.971689	2.7954662	2.9214864	2.8597946	3.053535	3.0480428	3.0480103	2.8742192	3.1452982	2.9694762	2.9882002	2.8088913	2.8722768	3.021507	3.1712008	2.9021566	2.778857	2.922326	2.7493942	2.9910023	2.9114594	2.7512062	2.803435	3.152368	2.9206254	2.7396832	2.8634927	2.7367477
1373721_at	7.1611996	6.758222	7.1286087	7.1269674	7.0424666	7.2548695	7.143934	7.0986605	7.2146387	7.0699887	7.2017937	7.1049485	7.1864157	7.238547	7.0422883	6.8079185	7.268273	7.240988	7.109039	7.031241	7.0193458	7.0323167	6.9874053	7.0433364	7.123863	7.0758896	7.2336235	7.0050673	7.1411395	6.923551
1373722_at	6.294022	6.6649213	7.0015693	6.7182097	5.4889603	6.645963	7.4165177	6.110935	7.5915194	6.396156	7.1811075	6.5967298	7.4432445	7.154483	7.2310557	6.8688	6.3594637	6.940017	7.035889	7.143186	5.7649736	6.681945	6.1917033	6.278651	6.4626837	5.6907635	6.540586	6.567092	6.0264325	6.224586
